miliseconds,C,M,F,P
0,-0.003047688709453726,0.0979544285087056,-0.00975056874166491,0.5724366440084905
100,0.10236918019481013,0.007375466120509502,0.13443512925123852,0.5396342160985133
200,0.1807982100859471,0.26220450878875173,0.19284329098956815,1.2298080792988835
300,0.22788811225481753,0.25337704122814403,0.3446054415717072,-0.4593465131844656
400,0.27490828559114366,0.20438575840051298,0.38235796041467973,0.0083943699311263
500,0.3055939052418006,0.315554733855277,0.5312506780358915,2.1927845227786285
600,0.34230409389654143,0.3378181750048497,0.598114727829797,2.8168073390582324
700,0.35549279770093883,0.3360276694888694,0.6954707914867979,1.3363108941383894
800,0.3656156344440452,0.15794713230624813,0.7953405753153485,2.8026316236649698
900,0.395966891408698,0.19747944154686048,0.8305764128013788,5.097189931735956
1000,0.3957693092133666,0.2811566257615962,0.9895582313884415,4.452007393538375
1100,0.43186760088667203,0.2821876379166691,1.0248533415901304,6.855896642810727
1200,0.44080044857864603,0.2969347032431501,1.0974513890609994,6.807775915369638
1300,0.4496093737010086,0.2197164610689215,1.1823197294912664,7.195015879556995
1400,0.45830458357047327,0.24421159077384505,1.3262208681925183,7.555451207157045
1500,0.47003454743510714,0.29529581893543017,1.3510056533513841,9.564283773437332
1600,0.5015935138640322,0.15747447616544302,1.4224283403714506,11.866798203393447
1700,0.5150879962911461,0.05407611714409212,1.5629411334851326,12.127383832126773
1800,0.5260642483851381,0.10095227233956983,1.6313359751848582,15.26528451066644
1900,0.5279695713045797,0.15124112457260228,1.6857145432729335,15.104654265712064
2000,0.5534326778798552,0.2746127633342283,1.7548936954838346,17.511252380307653
2100,0.5671934126115248,0.06142384038916095,1.8745207051085906,19.61237656456763
2200,0.5757022947951994,0.10535286618311013,1.9679547494379206,19.664737544535587
2300,0.5956772628707279,0.25742550725702334,1.9805691769711522,23.534027220631685
2400,0.5980887588455686,0.12416699557625865,2.061204495655565,23.538924737834652
2500,0.62636407152424,0.23139455288570032,2.203874308796655,25.04142206856962
2600,0.6379989029773335,0.16636421353318143,2.2083306716218742,27.19574730870033
2700,0.6531086850014092,0.23424203684912154,2.3244012832675534,30.668607665659138
2800,0.6570469307731821,0.20232881876787143,2.3691950045998085,30.94625456510914
2900,0.6760293883488282,0.02145298098764868,2.4222528903827136,32.9305827208325
3000,0.6733392753538769,0.023231972263067585,2.5523022435308396,37.31065051773297
3100,0.6998639985065664,0.23123620145204335,2.6512702602206386,38.61010148806976
3200,0.7044453985642486,0.10952664413974397,2.6978773218400964,41.21311516587732
3300,0.6930097402756189,0.23534622657893464,2.704500379964908,41.714390233525556
3400,0.7009020552389299,0.2497714773727392,2.7775239379401726,46.02821311949128
3500,0.6846173499112194,0.2110780623362642,2.8384207934367423,46.651359366244975
3600,0.6700558218521901,0.2904083852729393,2.905138275281734,48.94575091971008
3700,0.6428626570688579,0.26051145002029885,3.013809403485424,52.93754943729876
3800,0.5709372272506181,0.31189824951305956,3.0459908295726716,56.32112952148808
3900,0.5128722271825465,0.29893015508971305,3.1140759464884096,57.37648508645177
4000,0.4161071607530418,0.4800186696958692,3.1477684029238837,60.39223310206248
4100,0.3004614062752542,0.6356140797412848,3.19671146513088,61.7871668725693
4200,0.18614501129753336,1.1259742112726714,3.248229991838444,65.65024257104821
4300,0.11182846309405756,1.674775091175642,3.279807090142313,66.9389626002185
4400,0.05206043236468933,2.3800678312245127,3.2866779479100576,70.05780586503863
4500,0.03359081096611379,3.271196837306787,3.2795339955896576,73.91897698488003
4600,0.033646969708521234,4.490501281393152,3.233240847929802,75.59765734927241
4700,0.009378260691461693,6.035735009520971,3.1155266156600288,78.47277951763336
4800,0.00986828350376773,7.8205611288382215,2.9772857831637856,81.19152738747135
4900,0.01296758354074603,9.90888952595579,2.7881849286269023,82.34506528976394
5000,0.0018357254193697376,12.39266371009155,2.5997836883581193,84.36122060348359
