milliseconds,bi,ci,ni,bl
0,14.999969611692066,60.000243454408434,14.01100861892819,31.999571617231396
100,14.999137646721518,59.99931096097496,13.919189696707354,31.99681976263975
200,14.998578996609556,59.99876049071146,13.871062785323485,31.99480973994752
300,14.998195385390394,59.99827539712529,13.811919201411424,31.993161888821263
400,14.997946985920803,59.99748573950057,13.754147010000077,31.990691674864554
500,14.997814834543036,59.997044825893504,13.696166913101424,31.988036984965746
600,14.99765578098794,59.996464068843,13.650759958786077,31.9864835592975
700,14.99752892589797,59.995737883238334,13.621393825112582,31.983666483613938
800,14.997446305382569,59.99515982456054,13.570335554753921,31.981845692498982
900,14.997425622333932,59.995225099146346,13.54442641788612,31.979734662732692
1000,14.99730131669586,59.99466923328749,13.515897281587604,31.9781882162001
1100,14.997240540323862,59.99385415939964,13.46743821065777,31.97659721785713
1200,14.997249122876289,59.99366063028552,13.448832067528322,31.974893983799483
1300,14.99719705677729,59.99317495127153,13.429355098570934,31.974009679887587
1400,14.997085405651761,59.99258155848996,13.393310129369407,31.972098265826478
1500,14.99709623079757,59.99164666216857,13.361191890981825,31.970741933459916
1600,14.997020027246622,59.99145102440191,13.35268181955614,31.970287351687247
1700,14.996987063823616,59.99082715612378,13.330992562974224,31.968206535827342
1800,14.996925119898707,59.99073680827998,13.313899788409355,31.96714319551658
1900,14.996873566569676,59.990126351366925,13.293257433238539,31.966351336325896
2000,14.996897675878047,59.98945651385857,13.268628982641866,31.965060039461115
2100,14.99683478904664,59.98928257419038,13.259492082406783,31.96424755892814
2200,14.996834322316062,59.988640463607915,13.249152675054537,31.962913144474506
2300,14.996764748193334,59.98823604810216,13.232336144651612,31.963231867868217
2400,14.996730612361093,59.98787804820706,13.217128378010424,31.962241988304314
2500,14.99670325430253,59.98721566412309,13.211821565931468,31.960746893970118
2600,14.996689126913992,59.98713880228751,13.200050501305139,31.96040260847699
2700,14.99667846865287,59.98649033506937,13.200482685354796,31.960046362786056
2800,14.996638253063043,59.98581709976357,13.184061100908039,31.958627989162423
2900,14.99662617802824,59.9854328355098,13.187860814322987,31.95827097168095
3000,14.996616324223337,59.9850187198059,13.1666659004153,31.958266935189247
3100,14.996529610635871,59.984763576502495,13.163705888163994,31.95760786755194
3200,14.996573479433998,59.98437549293018,13.161626468157353,31.95734044705507
3300,14.996558579521423,59.98419290894589,13.146735786265769,31.956296990764915
3400,14.996486795454539,59.983371477466406,13.1573562557487,31.95615885628399
3500,14.996496181830661,59.98287350796172,13.14656745025076,31.95521183651984
3600,14.996464363464362,59.98267216005853,13.143001972541008,31.9558444310254
3700,14.996457444448739,59.98205035300597,13.12477606569249,31.95442066114877
3800,14.996402792927913,59.981711773028344,13.133794662667817,31.9547234296689
3900,14.996452705916479,59.98152678230943,13.123348070393725,31.953530949877386
4000,14.996411441069943,59.981323887663564,13.130679072326393,31.953690550524303
4100,14.996363193621187,59.98063795307603,13.109798804511463,31.953454933431832
4200,14.996391010558684,59.980337751386486,13.124732652137434,31.95395179639399
4300,14.99639493645466,59.97992382820532,13.10872529607882,31.952673600435787
4400,14.996366568434759,59.97968646772595,13.09880887199169,31.953559469293896
4500,14.996374714233365,59.97940115025821,13.115529828600073,31.952899998031864
4600,14.996318361861436,59.979001229913635,13.10577816343717,31.952742277098437
4700,14.996350559174425,59.97822553636491,13.101804231229636,31.95204754642728
4800,14.99633367794293,59.97810930772973,13.107004886796341,31.95249418617974
4900,14.996324890625665,59.97758571973497,13.100124536654981,31.95182852199946
5000,14.996265810679002,59.97749572926613,13.092166515855409,31.951712139066295
