miliseconds,bi,ci,ni,bl
0,15.000009979197095,60.00032051817387,13.996577365679185,32.0002646216137
100,14.999078781844299,59.99964896485506,13.926980324322745,31.997689476902718
200,14.998547646373186,59.998952563699305,13.85652675098825,31.994239206537
300,14.99821506451493,59.99832315131421,13.802964362661662,31.992913857942952
400,14.99792635150869,59.9977355877454,13.747646319358758,31.990658055525742
500,14.99776234449285,59.997133384803604,13.717077611264902,31.987899860527556
600,14.997690157447947,59.996783378283425,13.667684585200403,31.986209597359263
700,14.997559935317899,59.996058567679235,13.621009147114137,31.984374453458766
800,14.997499686543492,59.99526591578168,13.574564028950943,31.98200117862434
900,14.997416293148909,59.99499364343065,13.542849313257777,31.980490468208444
1000,14.99733664391217,59.99441502455555,13.514332703195715,31.978345105591128
1100,14.997263724876952,59.993728427944355,13.48132926883455,31.976363711485106
1200,14.997209502868687,59.993595925942216,13.443276033069228,31.974810985339037
1300,14.997196217952025,59.993129366636374,13.413532012952032,31.97313220941325
1400,14.997115419011978,59.992531140273584,13.388999413962102,31.97238039419609
1500,14.997085717680704,59.99207112334597,13.365666115131788,31.9707717971009
1600,14.997003803459451,59.99115235601592,13.353180799702503,31.970257271654543
1700,14.996968550338599,59.99067453977607,13.322749479552073,31.96869259581741
1800,14.996940084481272,59.99035872616274,13.321880881909953,31.96776518977878
1900,14.996871691474627,59.98994011892187,13.28773177708814,31.96641130862373
2000,14.996854631519724,59.98947738559556,13.274091116691173,31.96584378963229
2100,14.996858233023202,59.9893157719178,13.277506635485784,31.96385774912129
2200,14.996773782804736,59.988866721894695,13.26034373396054,31.963611863902706
2300,14.99678060277309,59.98789134505254,13.237954230371338,31.96237220464635
2400,14.996758150482869,59.98750341129261,13.220575207513088,31.96206641100066
2500,14.996713150417069,59.987595196500564,13.226649016748029,31.961719063757947
2600,14.996655558060478,59.98713236235319,13.209306439440937,31.960698294334033
2700,14.996655864361804,59.9866048283337,13.203353160394544,31.959342466385756
2800,14.996610867505625,59.98567493129144,13.197781636599444,31.958833564413634
2900,14.996634503676278,59.98587791506408,13.185884183045744,31.95890929837984
3000,14.996617388055366,59.98510285755132,13.162142153036614,31.957365795771103
3100,14.99653322077236,59.9849305236728,13.160148344268663,31.956828788621003
3200,14.996521280475795,59.98432512366131,13.150696117394983,31.95683797477567
3300,14.99655244037212,59.983974263334396,13.161682890496792,31.95699416054957
3400,14.996505530613085,59.98339240692437,13.138989547975969,31.956142217758725
3500,14.99645793752967,59.983025350675334,13.133452433914956,31.955088095680978
3600,14.996467250749646,59.982953410867,13.142944285893504,31.95456657684002
3700,14.996418501721095,59.98230186690939,13.139166850281084,31.954871284335287
3800,14.99645443759862,59.98217360199328,13.12644596692786,31.954077854885025
3900,14.996457741651847,59.98174168448098,13.114412113766038,31.95361619825381
4000,14.996381790986309,59.98123870563941,13.1303292409384,31.95328286248831
4100,14.996395322764466,59.98091099604423,13.120230201476433,31.95339743912744
4200,14.996382576081242,59.98037420954341,13.118738403111571,31.95397927386222
4300,14.996356344099805,59.97984315739129,13.106818031151816,31.952818010029706
4400,14.996350038790005,59.97942893252001,13.104671589800626,31.952964120699175
4500,14.996332248512509,59.9788970504413,13.100135532245485,31.952716796128897
4600,14.996347610871009,59.97891840552259,13.105127220023691,31.952879341641452
4700,14.99633702076091,59.978466000208186,13.112041544563809,31.9525825554418
4800,14.996340077416933,59.978234269378625,13.091483909749451,31.952795755786546
4900,14.996304569774988,59.97770945549815,13.09315360110362,31.951658763812645
5000,14.996267262555536,59.976996722523964,13.089489414766119,31.951706110301835
