milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
1000,4.977113568706689,5.037167815229986,95.02422486206865,9.997511672686137,10.000000000000416,9.99826688368437e-11,199.99999999989996,2.970884859815226e-14,2.944313388050749e-10,-5.214927062612277e-22,10.0,9.999900000666664e-09,60.64237261266329,97.85094991870952,39.35762738733669,2.14905008129046,499.9999995456205,3958.4896979535474,200.0,200.0,200.0,0.00358020630332482,1.3523536538801973e-05,3.408760445858103e-08,5.363820185624159e-11,1.100862773130289e-11,1.7158500652349202e-05,2.9590658109557697e-08,3.4034032471193515e-11,2.9418968637858936e-14,7.564488478874582e-16,8.665752345972434e-19,7.465953543288052e-22,5.166446085999768e-25,8.33051299177961e-16,2.3789783508776795e-18,3.4144338088096526e-29,499.9949864412798,0.005013558720105709,7.593706123403041e-18,1.2522192067197462e-07,-2.604858784986553e-19,-2.0840241579975638e-16,5.2097175731577345e-20,0.009199790002723808,0.00039324594733851234,1.2342792432520235e-05,99.99047416538696,-4.87289256376885e-11,-8.182109068941996e-14,4.543796830247317e-07,50.0,1.6364218147356583e-14,0.0
1100,4.9748168241872674,5.040878677609524,95.02589684450211,9.997264123006047,10.000000000000552,1.2097693251046305e-10,199.99999999987895,3.9109403178359334e-14,3.8723870567815205e-10,-7.636138432287308e-22,10.0,1.0999879000887329e-08,57.91348205100503,97.45427868701908,42.08651794899495,2.545721312980899,499.9999994535367,3955.3630067711088,200.0,200.0,200.0,0.0046848249457429915,2.3173509530959973e-05,7.649804141701415e-08,1.5486400064423887e-10,3.514205036715949e-11,2.245885728500905e-05,5.073349780159775e-08,7.643033146151897e-11,8.651067299900599e-14,1.3020576734089018e-15,1.95277760718781e-18,2.201841207048498e-21,1.9925198878108105e-24,2.935789900438193e-15,7.72187073848061e-18,1.450566198636732e-28,499.994483597244,0.00551640275588691,1.1018960957523725e-17,1.5154533025602855e-07,-3.813874154012507e-19,-2.773927495201997e-16,7.627748313637102e-20,0.01003614607588035,0.0004649021013250351,1.594748312779074e-05,99.98957045589565,-5.880346400532684e-11,-1.0866569320283116e-13,5.464634971251614e-07,50.0,2.173313865570961e-14,0.0
1200,4.972518350417274,5.04458847767455,95.0273753870126,9.99701680642269,10.00000000000072,1.439700524995392e-10,199.999999999856,5.022294291969536e-14,4.968179326818544e-10,-1.0816402636589238e-21,10.0,1.1999856001151993e-08,55.35050342932472,97.03375105064607,44.64949657067526,2.966248949353897,499.99999935356203,3952.3781709230147,200.0,200.0,200.0,0.005978683606919385,3.7775185632493335e-05,1.5930769407308458e-07,4.048878514817099e-10,1.0078665624589835e-10,2.8672888572108152e-05,8.275857927742819e-08,1.5930286627265023e-10,2.3038484943205326e-13,2.1325125112939188e-15,4.084413876671783e-18,5.880761611311092e-21,6.793668596247047e-24,9.222661519762532e-15,2.2519396400485628e-17,5.408687969536921e-28,499.99398048328214,0.006019516717773722,1.5468129311432623e-17,1.8038335912292456e-07,-5.401719591131447e-19,-3.601430770628229e-16,1.0803439191672926e-19,0.010859481120898006,0.0005407141263434892,2.010227789429002e-05,99.98867505347141,-6.979942233664559e-11,-1.4077812253959583e-13,6.464381647850629e-07,50.0,2.8155624531147213e-14,0.0
1300,4.970218099719429,5.0482972189565425,95.02864960137939,9.996769722890276,10.000000000000915,1.689619248639454e-10,199.999999999831,6.316571100389741e-14,6.242696577023987e-10,-1.4899993175217809e-21,10.0,1.2999831001464655e-08,52.94278999259459,96.59125546056677,47.05721000740539,3.408744539433216,499.99999924582755,3949.526419388428,200.0,200.0,200.0,0.007470919608005848,5.9046822011828326e-05,3.1156207620200924e-07,9.738876220829673e-10,2.6415971028108197e-10,3.584781759568821e-05,1.2947165332438582e-07,3.118744296556838e-10,5.644980351368433e-13,3.3498819072861666e-15,8.024724105859529e-18,1.4451368713742764e-20,2.0881575788974303e-23,2.6303538030981874e-14,6.002109607861107e-17,1.806717149272467e-27,499.99347709955515,0.006522900444724528,2.111814022852521e-17,2.1173733135012916e-07,-7.440324709285248e-19,-4.579052835047906e-16,1.4880649433703446e-19,0.011670243052061555,0.0006203492446937955,2.4820195221018316e-05,99.98778783008231,-8.171209005912167e-11,-1.786178985388514e-13,7.541727096152736e-07,50.0,3.5723579742183454e-14,0.0
1400,4.967916028654506,5.052004905000464,95.02970947080499,9.996522872363178,10.000000000001142,1.9595244566876099e-10,199.999999999804,7.804869252579425e-14,7.706380010455047e-10,-2.004377826741221e-21,10.0,1.3999804001829313e-08,50.68038704565014,96.12856811531326,49.319612954349836,3.8714318846867504,499.9999991304598,3946.7995614505585,200.0,200.0,200.0,0.009169436333235964,8.905370033975741e-05,5.775725673240338e-07,2.1818778683093187e-09,6.41180257509788e-10,4.4025839209196356e-05,1.9546699558220415e-07,5.788561650999049e-10,1.288403571890146e-12,5.0785292175701114e-15,1.49482514815034e-17,3.308017194348384e-20,5.874847185300725e-23,6.908101541780421e-14,1.4815816481834282e-16,5.493806364067855e-27,499.9929734462238,0.007026553776083593,2.815724473272845e-17,2.456085701976269e-07,-1.0007878951384451e-18,-5.719314147405159e-16,2.0015757926255246e-19,0.01246885519323663,0.0007034986323247968,3.0110530139828397e-05,99.98690866205244,-9.453703509653053e-11,-2.226422571221756e-13,8.695404754881963e-07,50.0,4.45284514739347e-14,0.0
1500,4.965612097764089,5.055711539363414,95.03054579806847,9.996276254795944,10.000000000001405,2.2494151098426935e-10,199.999999999775,9.497787115270925e-14,9.369133148545763e-10,-2.6417228710486938e-21,10.0,1.4999775002249977e-08,48.5539870423056,95.64735816723288,51.44601295769438,4.352641832767124,499.9999990075813,3944.189946908373,200.0,200.0,200.0,0.01108092931291764,0.00013022826045767444,1.022399329430118e-06,4.59787003744141e-09,1.4565710709409524e-09,5.3244314154788515e-05,2.861834479204173e-07,1.0261185337270401e-09,2.7661792451685517e-12,7.46711028710214e-15,2.659573784124415e-17,7.123067804381206e-20,1.5314325673393609e-22,1.689660436219243e-13,3.423021106594413e-16,1.5403564964996903e-26,499.9924695234483,0.007530476551582268,3.67845007365013e-17,2.8199839810986533e-07,-1.3188832389441316e-18,-7.034736769953028e-16,2.6377664814233633e-19,0.013255717899005301,0.0007898756339677689,3.5979255915297446e-05,99.98603742982425,-1.0827006479476597e-10,-2.733062795630733e-13,9.92418893574499e-07,50.0,5.466125598202446e-14,0.0
1600,4.963306271325746,5.059417125613354,95.03115015612796,9.996029870143285,10.000000000001707,2.559290168859581e-10,199.99999999974403,1.1405447325697332e-13,1.1240347986238047e-09,-3.4202425745230135e-21,10.0,1.5999744002730634e-08,46.554887525379144,95.14919290375778,53.445112474620835,4.850807096242246,499.99999887731076,3941.6904291192136,200.0,200.0,200.0,0.013210913744833633,0.00018538514349301135,1.7384600809684157e-06,9.185902009558175e-09,3.123395558910394e-09,6.353595793825442e-05,4.0795210540927373e-07,1.7475981294475505e-09,5.630971856896169e-12,1.069042352412569e-14,4.5464919991191196e-17,1.4542598391198197e-19,3.7354756288659477e-22,3.8842312240515387e-13,7.4655513303024295e-16,4.023980645391022e-26,499.99196533138854,0.008034668611340053,4.720928305598893e-17,3.209081367176988e-07,-1.707389652674501e-18,-8.53784436332331e-16,3.4147793105298833e-19,0.014031210059419085,0.0008792141148337516,4.242938991810556e-05,99.98517401773633,-1.2290719078970795e-10,-3.310630032641694e-13,1.1226892646152776e-06,50.0,6.62126007480291e-14,0.0
1700,4.960998517120469,5.0631216673279225,95.03151484114991,9.995783718360086,10.000000000002048,2.8891485945451924e-10,199.99999999971104,1.3537520012250435e-13,1.3328929872419565e-09,-4.3594068912689665e-21,10.0,1.6999711003275295e-08,44.67495174941567,94.63554286437588,55.32504825058431,5.364457135624142,499.9999987397631,3939.2943306650423,200.0,200.0,200.0,0.015563753690687127,0.0002577308645235233,2.853302463607143e-06,1.75120123159178e-08,6.366511228974615e-09,7.492902495299166e-05,5.680351995931799e-07,2.8735205634425576e-09,1.0938889734758606e-11,1.495109810332416e-14,7.504042124158459e-17,2.8333758602394517e-19,8.595013176546511e-22,8.45531510041928e-13,1.5478136095939375e-15,9.878484683732735e-26,499.99146087020404,0.00853912979586555,5.965081733151508e-17,3.6233910684034106e-07,-2.1760045095324503e-18,-1.02411621816397e-15,4.352009026481908e-19,0.014795690496956518,0.0009712669385093884,4.946132659103841e-05,99.98431831381589,-1.3844459747598658e-10,-3.9636351588134895e-13,1.260236555361292e-06,50.0,7.92727033043129e-14,0.0
1800,4.958688806212196,5.066825168093308,95.03163282792802,9.995537799401399,10.000000000002432,3.2389893477584806e-10,199.99999999967605,1.5903244880048639e-13,1.5643321177221134e-09,-5.4799483907759425e-21,10.0,1.7999676003887952e-08,42.906571824618155,94.10778686083633,57.093428175381824,5.8922131391636725,499.9999985950496,3936.995411448298,200.0,200.0,200.0,0.01814269311458888,0.0003508679474976908,4.538544450735269e-06,3.2027863745368274e-08,1.2407158536473943e-08,8.744748826198375e-05,7.746559059686978e-07,4.5799952323401295e-09,2.0388285395638867e-11,2.048110971711942e-14,1.2006543135210407e-16,5.296437184950111e-19,1.878051214484073e-21,1.7537778051745664e-12,3.0683017413823512e-15,2.2951389414355127e-25,499.9909561400538,0.009043859946057298,7.433773670002669e-17,4.062926284873204e-07,-2.7350514851414073e-18,-1.2157217067636075e-15,5.470102980683049e-19,0.015549499263715698,0.001065804561296908,5.7073140244838163e-05,99.98347020958452,-1.5487861375699044e-10,-4.696570345051665e-13,1.4049492081759083e-06,50.0,9.393140707031663e-14,0.0
1900,4.956377112739103,5.070527631503198,95.03149772763936,9.99529211322245,10.00000000000286,3.6088113894104365e-10,199.99999999963907,1.8511452217744878e-13,1.8191523806431757e-09,-6.803863042909568e-21,10.0,1.8999639004572607e-08,41.242634225953246,93.56721687438032,58.75736577404673,6.432783125619676,499.99999844327823,3934.787839035117,200.0,200.0,200.0,0.020949888873127636,0.00046879345745387644,7.0199528408070485e-06,5.644797600366232e-08,2.3230014824788963e-08,0.00010111121539426985,1.037018955086607e-06,7.100012340008025e-09,3.6623413084203876e-11,2.754311647027297e-14,1.868573282815554e-16,9.541871051580588e-19,3.918918627338197e-21,3.484218197588017e-12,5.84401674958747e-15,5.0769256090401585e-25,499.9904511410966,0.009548858903204484,9.150766009060978e-17,4.5277002086043927e-07,-3.3954806368686124e-18,-1.4298537447783234e-15,6.790961288053284e-19,0.01629295884642319,0.001162613733834679,6.526086024395144e-05,99.98262959987666,-1.7220568777858757e-10,-5.513909714829506e-13,1.5567189628530655e-06,50.0,1.1027819451698503e-13,0.0
2000,4.954063413716373,5.074229061157799,95.03110374787444,9.995046659778632,10.000000000003336,3.998613680464083e-10,199.9999999996001,2.1370582877821724e-13,2.0981120618890915e-09,-8.354411002439746e-21,10.0,1.9999600005333262e-08,39.67648752344866,93.01504280988996,60.32351247655132,6.984957190110029,499.9999982845534,3932.666161081717,200.0,200.0,200.0,0.023986445710314195,0.0006158919606173329,1.0588595157661671e-05,9.623825716596233e-08,4.1958407570535286e-08,0.0001159361404461787,1.3653220614566814e-06,1.073584643395346e-08,6.364442012202592e-11,3.643161042734813e-14,2.8366882014788405e-16,1.6630514522015386e-18,7.846690835851664e-21,6.6594955538551285e-12,1.0738565900343877e-14,1.0746310156124235e-24,499.9899458734908,0.010054126508987576,1.1140679109610616e-16,5.017726023557376e-07,-4.1688684828768914e-18,-1.6677653327431064e-15,8.337736985135667e-19,0.017026375286099384,0.0012614963017366942,7.401872088435452e-05,99.98179638266949,-1.9042236438004143e-10,-6.420109882937395e-13,1.7154406897922958e-06,50.0,1.2840219794176034e-13,0.0
2100,4.951747688850055,5.077929460662897,95.03044565487056,9.994801439025517,10.000000000003865,4.4083951819344766e-10,199.99999999955912,2.4488707280698885e-13,2.4019295800640093e-09,-1.0156117393197496e-20,10.0,2.0999559006173922e-08,38.20191219601056,92.452397091453,61.798087803989425,7.547602908546983,499.9999981189763,3930.6252796906483,200.0,200.0,200.0,0.027252453263238333,0.0007969230290017457,1.5612965627642244e-05,1.5923364026786816e-07,7.33678559441698e-08,0.00013193443272899557,1.770758297444826e-06,1.5872843949561265e-08,1.073485533013876e-10,4.747388270281217e-14,4.2109557358697616e-16,2.813266146351884e-18,1.5136671838431343e-20,1.229198579491409e-11,1.9104207795105416e-14,2.1860450005598827e-24,499.98944033739434,0.01055966260547885,1.3428953641206348e-16,5.533016905654585e-07,-5.067418080951319e-18,-1.9307096285959647e-15,1.013483618775296e-18,0.01775003921877711,0.0013622680975339328,8.33393881073769e-05,99.98097045892376,-2.0952526501497099e-10,-7.419610387772461e-13,1.8810122337265166e-06,50.0,1.4839220811438144e-13,0.0
2200,4.949429920361637,5.081628833629011,95.02951873787107,9.994556450918836,10.000000000004443,4.838154854888696e-10,199.99999999951615,2.787354349034152e-13,2.731285424677571e-09,-1.2234773091811957e-20,10.0,2.199951600709858e-08,36.81309239944675,91.88033908809263,63.18690760055323,8.119660911907353,499.9999979466447,3928.6604275561695,200.0,200.0,200.0,0.030747025041486506,0.0010170034843872819,2.2551952882984667e-05,2.564020711285793e-07,1.245725332248858e-07,0.00014911466215942294,2.265509637358173e-06,2.2994546015979822e-08,1.7623024826627555e-10,6.103080209462756e-14,6.125306741227284e-16,4.6319372094015284e-18,2.823022207965705e-20,2.198158262382112e-11,3.3004526207397455e-14,4.289572341186867e-24,499.98893453296466,0.011065467035142811,1.6041814288733282e-16,6.073586022800159e-07,-6.103959107076544e-18,-2.2199399471942726e-15,1.2207918248165696e-18,0.01846422684315145,0.0014647579168418534,9.321416500829614e-05,99.9801517324346,-2.2951106991750132e-10,-8.516834028935829e-13,2.0533342672617677e-06,50.0,1.7033668102883497e-13,0.0
2300,4.947110092822927,5.085327183670567,95.02831877552835,9.994311695414503,10.00000000000508,5.287891660445845e-10,199.99999999947116,3.1532474406711014e-13,3.086823999942248e-09,-1.461743551104538e-20,10.0,2.299947100811123e-08,35.50458956670595,91.29985936191434,64.49541043329405,8.70014063808562,499.9999977676527,3926.767145768837,200.0,200.0,200.0,0.034468339305917216,0.0012815846460748502,3.196848633560757e-05,4.0277080903353564e-07,2.0592343894290674e-07,0.00016748196154917658,2.862731979263623e-06,3.2699072380349104e-08,2.8227033338749716e-10,7.749740904219706e-14,8.746656412599438e-16,7.44068716965286e-18,5.105669091198538e-20,3.819229561927782e-11,5.5516046089161274e-14,8.1456099995027e-24,499.988428460359,0.011571539640836554,1.9006235227755577e-16,6.639446534899652e-07,-7.291947933773802e-18,-2.5367097598322623e-15,1.458389591174978e-18,0.019169200820589247,0.001568806572228101,0.00010363317794032353,99.97934010969166,-2.503765023077623e-10,-9.716187120837653e-13,2.2323101535429736e-06,50.0,1.943237429754617e-13,0.0
2400,4.944788193000818,5.089024514405142,95.02684200426647,9.994067172468599,10.000000000005771,5.757604559777051e-10,199.99999999942418,3.547256411824283e-13,3.4691553787928847e-09,-1.733242938272591e-20,10.0,2.3999424009215885e-08,34.27131772521866,90.7118837338727,65.72868227478133,9.288116266127274,499.9999975820907,3924.941263159193,200.0,200.0,200.0,0.03841368174011099,0.0015964249078386466,4.454367063707872e-05,6.185289889428752e-07,3.3216085540789984e-07,0.00018703818591613881,3.5765320209369032e-06,4.571666829656944e-08,4.420468428932737e-10,9.730332819771162e-14,1.2280371092316231e-15,1.168636492156091e-17,8.978259939181756e-20,6.46309020196919e-11,9.112922163579916e-14,1.501098832303493e-23,499.98792211973404,0.01207788026581004,2.234990728360353e-16,7.230611593879746e-07,-8.645467708197662e-18,-2.8822726937596307e-15,1.7290935473193673e-18,0.019865211112516736,0.0016742660187588365,0.00011458554486930053,99.97853549974792,-2.7211831444829925e-10,-1.1022059672034658e-12,2.417845817409917e-06,50.0,2.204411941277132e-13,0.0
