milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
0,67914.00039124991,37.95412507018814,6.569979290142836e-05,0.04325873493196227,2.4910014898600723e-06,3.5431699999707384,6.353514174494111e-12,4.704098049205867e-15,1000.1511299982124,0.0,0.0
100,66973.34708523414,43.94467387973886,2.1111641443111536e-05,0.04334456652712593,-2.058405829506476e-06,3.54317000003099,2.423855528770374e-11,3.095628207502979e-14,2172.018421026348,0.0,0.0
200,64811.389535509494,-28.266223044000082,-5.568941101496612e-05,0.04335485232910782,3.0164295127287418e-06,3.543169999995954,-2.1668523630963338e-12,2.611545808192975e-16,1740.6970806277327,0.0,0.0
300,63337.885215952025,63.39235964208724,-4.805010044164535e-05,0.043293267635326836,-2.3774247228128094e-06,3.543170000023138,-1.120431153803738e-11,2.7786937176766115e-14,5013.043064821677,0.0,0.0
400,62679.07745501433,68.61958770245622,6.145918628279508e-05,0.04329477098420711,-4.312765498700438e-06,3.543169999976299,2.119956190004211e-11,3.5132571510404293e-16,4381.264297409214,0.0,0.0
500,62623.58392905907,48.87487590318362,-4.905681351662696e-05,0.0433591971533125,2.7754047223109527e-06,3.5431699999706385,-1.725933819340216e-11,-1.983577411431503e-14,6118.67058904417,0.0,0.0
600,59686.50553128592,-1.468455275203496,3.1254124439067573e-06,0.0432997280584121,2.3339401414827481e-07,3.5431699999720556,1.786455134297724e-11,-9.958817856887779e-15,7840.508177909608,0.0,0.0
700,58876.42331020361,22.970599606016833,6.0405543397609856e-05,0.04328550217343663,-3.0891354884174786e-06,3.5431699999821604,3.2603590865365545e-11,-1.4685740063141563e-15,9255.130288099961,0.0,0.0
800,57582.052648701065,75.75961968894751,-3.189232779711393e-05,0.04334018100163778,2.419283470383935e-06,3.5431699999976702,-2.7056834791852484e-11,-1.0743325559384161e-14,10377.95731364179,0.0,0.0
900,57779.95354643546,50.5705894187547,2.6407044105053827e-05,0.04335480259566338,-2.0195747366434113e-06,3.543170000029205,2.0884795861133542e-11,-1.2576409015386014e-14,11472.445725420874,0.0,0.0
1000,55092.86502034658,65.54885798871975,-3.0468885266169388e-05,0.043211985756458064,4.468273434798824e-06,3.5431699999834496,3.279589395446516e-11,-5.51281462946313e-15,12334.169250652503,0.0,0.0
1100,54691.05269257747,145.5266800964087,-1.8459745819425303e-05,0.043226998625013426,-1.6774328088901177e-07,3.5431699999859068,1.5393462766032536e-11,-1.9239038303784896e-14,12965.26893154344,0.0,0.0
1200,54401.10983253099,215.82085378473826,9.928531711568555e-05,0.043266119969667456,-4.441345208557455e-07,3.543169999966472,6.919603838547667e-12,3.0279606030345516e-14,14388.701207810283,0.0,0.0
1300,51746.64626612906,207.28017667989806,5.6446906379014806e-05,0.04320293138647566,-1.5980503574774306e-06,3.543169999967551,3.0494582748542e-11,2.5650753351862925e-14,14400.9471521378,0.0,0.0
1400,51382.32806956495,186.3516714071428,0.00010999276796183804,0.04327754203029717,-2.862686648963995e-06,3.543169999972738,9.563791831212108e-12,2.9952183599831006e-14,16579.91695149771,0.0,0.0
1500,50556.75250310911,222.15779431061418,9.362746846041647e-05,0.04326109725159786,-1.64660928434626e-06,3.5431699999762336,-1.597196982744165e-11,-1.2532955025793594e-14,16763.999711100372,0.0,0.0
1600,49922.15876310132,295.2410119242266,3.856289573142194e-05,0.04316245443006866,-8.476874815172963e-07,3.543170000020518,3.792815785427017e-12,1.0037016768488618e-14,17820.44790116359,0.0,0.0
1700,48840.59087537667,321.85475589434986,0.0001802173882570604,0.04325225001603865,7.142135264573873e-06,3.5431699999660617,2.0486862105988988e-11,6.210898280877458e-15,19201.02882972252,0.0,0.0
1800,48407.92593106233,310.5057599894125,0.00017199582774644353,0.04319873459164155,7.2902539313788475e-06,3.54316999996864,2.9958232264014577e-11,1.657121005561252e-14,19603.708773402283,0.0,0.0
1900,46944.03974304279,420.941651693878,0.00020523941686076974,0.043116713793685014,7.613218786674804e-07,3.5431700000054502,-1.4349531382791942e-11,3.737259947411045e-14,19813.576650893992,0.0,0.0
2000,46321.274086087105,422.3974679255668,0.00021472769973978145,0.0431172299015583,5.230673360636017e-06,3.5431700000101647,1.553830510881917e-11,8.304019376508406e-15,22321.024201865515,0.0,0.0
2100,45392.617949981366,450.83233431258043,0.00027726466492752574,0.04313455460246858,3.5764688532584047e-06,3.543169999995019,3.039498629614124e-11,2.514170756963709e-14,21276.532968034622,0.0,0.0
2200,43710.93510345592,474.5396736909078,0.00027565464638750473,0.04301751312674767,9.925783260738973e-06,3.543169999974522,3.1287918301724923e-11,9.875360531766018e-16,22624.072707199703,0.0,0.0
2300,43600.29927650251,533.1724377586122,0.0002986210347546125,0.04300014035399398,6.81853302762951e-06,3.5431699999997943,4.7056829210318725e-11,4.35968879938038e-14,24100.90632777618,0.0,0.0
2400,43816.157956067684,528.7898572921549,0.0003489257405243504,0.04298594538126202,8.919692268452088e-06,3.5431699999477524,1.9187177087710606e-11,-1.4783710547701976e-14,24003.828955255845,0.0,0.0
2500,41526.53520202879,598.7383399242655,0.00038439631375867145,0.042936813786923295,1.0366867269139087e-05,3.5431699999722333,3.525677177537425e-11,2.180367421451877e-14,24158.588738956798,0.0,0.0
2600,42162.75581334286,693.5329672181927,0.00034024449206841365,0.042837360114990654,1.2182072741360937e-05,3.543169999922932,5.54588815908928e-11,1.656963877568674e-14,26201.052619337835,0.0,0.0
2700,41956.558776306985,658.525890883337,0.00048198527307225143,0.04286617950920369,1.407503345541834e-05,3.5431699999199315,7.49718716251083e-11,4.278653982616966e-14,26072.960721466057,0.0,0.0
2800,40244.275523098426,730.2354418718398,0.0004725729441820167,0.042755184097271796,1.9886603003002354e-05,3.543169999914836,4.7923934511000055e-11,8.169518849211121e-14,27413.349339989043,0.0,0.0
2900,38605.323114395906,794.4829844856386,0.000536572631501162,0.042724168343938204,2.206226155584734e-05,3.5431699998832418,8.918913625537217e-11,7.231916985153845e-14,27261.771979037087,0.0,0.0
3000,39170.571863085504,874.8898701636948,0.0005634033336963156,0.04263494814209452,2.3543290182215928e-05,3.543169999914875,1.4140142470592004e-10,4.6329323888406094e-14,28974.245859610775,0.0,0.0
3100,38856.229351114634,895.8462714097947,0.0006308136517633263,0.04262841042735721,2.5221095042182903e-05,3.5431699998597987,9.951658787938466e-11,7.362026982118313e-14,27988.64818825709,0.0,0.0
3200,37133.8321611598,928.9741014443704,0.0006911611917361162,0.04258788906357416,3.035164126644732e-05,3.5431699998317137,1.5527384057112478e-10,1.28544465018464e-13,29014.872373435897,0.0,0.0
3300,36808.028129378086,1016.147688128905,0.0007710882665665864,0.04257904074080265,3.837182940175216e-05,3.5431699998199813,1.457859072585669e-10,9.704871819154754e-14,30484.19483612911,0.0,0.0
3400,36079.20737895136,1048.9963387299345,0.0008781397232841024,0.04238921480328848,3.646635885686366e-05,3.5431699997991766,1.8201255749225236e-10,1.2718254560729252e-13,31310.737614708545,0.0,0.0
3500,34542.4977760945,1109.6178022244874,0.000897952633820503,0.04237591537896081,3.9674242227315856e-05,3.5431699997520374,2.3621061290983314e-10,1.556501566736951e-13,31757.045386711503,0.0,0.0
3600,34728.76492138116,1129.4609706304282,0.0008844253055431485,0.04226036289960494,4.4530187251045374e-05,3.5431699997600155,3.0200698254328675e-10,2.3005377975564594e-13,32566.121043060397,0.0,0.0
3700,34456.18255659795,1163.9793559859934,0.0010761847777902042,0.04224798072042303,4.9259541327503416e-05,3.543169999718312,2.899879604977282e-10,2.545459035301754e-13,31634.372170518676,0.0,0.0
3800,33599.094459381246,1214.9112841790482,0.0010605624954870354,0.04221364150653302,5.416656159782297e-05,3.543169999673985,3.214080356642602e-10,2.974882983940734e-13,31933.090022209286,0.0,0.0
3900,33454.574138574804,1288.095150866441,0.0011715277995034924,0.04207254531558726,6.76885237642505e-05,3.543169999585526,3.907713593240551e-10,3.073007256027134e-13,33654.74815562359,0.0,0.0
4000,32647.59734118497,1314.68966687943,0.0013023936481859047,0.04200480587304724,7.203704027768527e-05,3.5431699995329042,4.5575152182996914e-10,4.005825308139659e-13,33835.91725796699,0.0,0.0
4100,32136.540193140467,1413.4522982337996,0.0013377184755981742,0.041845172097284465,7.83726746834569e-05,3.543169999515938,5.168646832237197e-10,4.2668520025824047e-13,34607.58395228942,0.0,0.0
4200,31848.513388299714,1408.4759429588162,0.0013752980806412112,0.04181009723054626,8.736488741905481e-05,3.5431699994437436,5.736720518181024e-10,4.945133689554822e-13,35563.765194220956,0.0,0.0
4300,31747.87313805279,1436.4512027288174,0.0014378528194489385,0.04167674379375403,9.044327790144227e-05,3.543169999353729,6.303319393195594e-10,5.937638992926449e-13,36003.22246427806,0.0,0.0
4400,31509.05625706083,1545.5509942228668,0.0015928829276909097,0.04155367227123282,9.548628834567867e-05,3.5431699993244266,6.863745015913006e-10,6.665377183552041e-13,36458.54089657161,0.0,0.0
4500,30740.134771798435,1602.331146916854,0.001671488245670393,0.041584055489398364,0.00010414337820280646,3.5431699992294354,7.424839125816349e-10,7.266755252794834e-13,36052.49144068245,0.0,0.0
4600,28894.053900518313,1684.1083516760125,0.0017968071449870014,0.0413879413953108,0.00011939020453829337,3.5431699991468237,8.827277720404192e-10,8.459034953339836e-13,36523.62434629029,0.0,0.0
4700,29303.21420256331,1726.3031150329712,0.0019048132937837636,0.04125825783067543,0.00012799443702189866,3.543169999074296,9.18736490065677e-10,9.295736802562085e-13,37380.58124138607,0.0,0.0
4800,29701.116250332565,1805.4524189058634,0.0019856951327056347,0.04124107673839922,0.00013407106167826515,3.5431699989314307,1.0660663431820218e-09,1.0610699772037184e-12,37045.125068778216,0.0,0.0
4900,27860.393858636704,1784.2755676397028,0.0021196134523617147,0.041070983643691224,0.000144058318752457,3.543169998866148,1.1525936880083411e-09,1.2159246976047015e-12,36476.46981583765,0.0,0.0
5000,28436.068527813528,1916.6623263917825,0.0022127719461966988,0.041023463920759916,0.00015753718739770588,3.543169998732956,1.276168466758622e-09,1.3088368932182846e-12,38913.03946257989,0.0,0.0
