milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
0,68944.34648823178,53.88668893802948,3.627465842400373e-05,0.043274865863339236,4.104077744093281e-06,3.543169999970841,-2.134081442393859e-11,-2.3878846424559977e-14,464.2335184534437,0.0,0.0
100,67274.13173450761,6.107149938260566,-2.562510806745879e-05,0.04332279142253498,-1.554765873779767e-06,3.5431700000086996,-1.950040234890184e-11,-2.7418869418792478e-14,543.4970828833314,0.0,0.0
200,64893.49924652527,-35.713561728720734,3.7875747228160095e-06,0.04335761667624048,-2.8372302091997608e-06,3.54316999998474,-1.844547022988085e-11,1.934161065466251e-15,2827.8098337926895,0.0,0.0
300,65047.878144645394,-45.11423826441066,2.9230489942228613e-05,0.04331135662405891,3.2928778809988976e-06,3.5431699999660733,3.287533330699921e-11,1.2849451958331335e-14,3413.0240468981856,0.0,0.0
400,62975.999018829985,40.32341637261817,3.16345306742494e-05,0.04334113569675072,-1.2437123476416982e-06,3.5431700000001087,2.136809760018879e-11,3.389753414935675e-14,5785.492021585821,0.0,0.0
500,61785.847455629,-14.391870374834348,-5.647759390115335e-05,0.04337183444202059,3.0589436045261657e-06,3.5431699999957607,2.3764337899502396e-11,2.1058104951723007e-14,5384.928234874025,0.0,0.0
600,60239.05154916267,15.800671509660951,-4.105365691006968e-05,0.04329170080601053,-3.6880283561404576e-06,3.5431700000091064,-3.974494275485145e-12,5.4449145168299415e-15,6997.09707449879,0.0,0.0
700,58673.54078403536,65.24457544636472,5.9517361439020145e-05,0.04325450003423594,2.648828378034124e-06,3.5431699999751705,-2.3151616838959734e-11,1.375084768700626e-14,9183.89569829302,0.0,0.0
800,58121.56242449221,100.40901733086949,-3.8137108124906195e-05,0.04335613460796702,-2.57765388283088e-07,3.5431700000232236,-2.8744021450623234e-11,2.198709235209265e-15,9089.96776131753,0.0,0.0
900,57683.57197984161,56.086023188933,5.4789943011242167e-05,0.043263406747161545,2.9503598879662584e-06,3.5431700000216217,1.0273024932272119e-11,-2.866126767389737e-14,10106.099647212659,0.0,0.0
1000,54776.61567813394,122.95123138035297,7.059987357443351e-06,0.043304575675799345,-4.942865547403575e-07,3.543170000024089,2.0785322364942155e-11,2.4129005364586077e-14,13006.191166483175,0.0,0.0
1100,55042.68618381277,117.19608356922794,9.9571329162446e-05,0.04327377039477015,-2.2377399738123195e-07,3.543169999989119,8.624463967679335e-12,-3.383035278080364e-14,12167.58047379536,0.0,0.0
