milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
1200,52673.924993943496,220.1015085515795,7.303387754219855e-05,0.043251913406154155,-3.5003723857736914e-06,3.54316999999303,-3.5016050266143076e-12,4.1217547870356756e-15,15275.045004427757,0.0,0.0
1300,52900.98827073731,160.25233963241524,8.909777752825389e-05,0.04319972645290615,7.936062747330403e-07,3.543170000006742,-2.6775821232085116e-11,-8.363324701056896e-15,14864.660927417355,0.0,0.0
1400,52439.49848032439,244.71797889311543,1.566587379506592e-05,0.043188106401946966,1.5474003880990384e-06,3.5431699999776787,2.4893523324983054e-11,4.033265586303289e-15,16046.921704786484,0.0,0.0
1500,49873.9574156417,287.29002870360057,0.00010652168365222053,0.04324779201702105,2.720765961604418e-06,3.5431699999791166,1.1032245956591937e-11,1.0545441403697036e-14,16211.68474907882,0.0,0.0
1600,50692.00532592543,273.38637698958206,0.0001451654331509424,0.04317412653506903,2.7538686043526017e-06,3.5431699999792605,3.372975506060735e-11,1.6059067309204685e-14,17436.103274341913,0.0,0.0
1700,48400.31962785746,260.85016231013486,6.868577446043122e-05,0.04321658672676888,5.953215115612776e-06,3.543169999968831,1.151749953018471e-11,-3.016157122156653e-14,19324.73083255954,0.0,0.0
1800,48256.9184670674,376.1725686504468,0.000155213495438296,0.043194054506178324,-4.825813293461521e-07,3.54317000001477,-1.133345261465916e-11,3.141972546717615e-14,20593.118506629624,0.0,0.0
1900,47198.48187477182,362.5738514372109,0.00023241509890465967,0.043132291708900004,7.678660503256755e-06,3.5431699999561106,-6.0974606980575955e-12,6.083976224322559e-15,21062.530276957594,0.0,0.0
2000,46698.044785188686,467.78052578897393,0.00015223099875499803,0.04307532741265723,6.1400122574839146e-06,3.5431700000097672,8.096801649608169e-12,-1.1449373308017954e-14,22058.736393135074,0.0,0.0
2100,44910.78786387641,420.79107250699076,0.0002589658563135214,0.04308256822914397,7.859640588780812e-06,3.543170000005638,-5.031692640009158e-12,-8.588086946450202e-16,22206.06769751437,0.0,0.0
2200,43674.04764206649,485.2006716909944,0.00031489482530724444,0.042995040065065826,3.738301174743475e-06,3.543169999993411,-3.1477272955466858e-12,3.839907166748538e-14,23163.832954017333,0.0,0.0
2300,44637.46852348028,556.0656954542978,0.00029158504717174553,0.04294666003033574,9.037353178598461e-06,3.543169999990857,1.7518945206050994e-11,3.0871342219757914e-15,24022.235311542292,0.0,0.0
2400,42572.392014895544,540.7876329184007,0.00032284539413370125,0.0430465868609022,9.262462711738662e-06,3.543169999966229,6.801264993886093e-12,3.341058456615216e-16,24484.119983930625,0.0,0.0
2500,41940.76159913099,623.6750781151134,0.0004091595797051725,0.042926230399988476,8.032088149760827e-06,3.5431699999742676,2.1543318561465368e-11,2.7972165362568728e-14,26138.366184336057,0.0,0.0
2600,42035.745468160596,647.3963412196641,0.000425713154375948,0.04289801046267463,1.0833001206816693e-05,3.5431699999192765,6.356698965574972e-11,-3.024883368961574e-15,26058.924225845793,0.0,0.0
2700,41981.83696825473,747.0535509696323,0.0004864584079240046,0.04285011505925803,1.2470040456226969e-05,3.543169999925767,8.529537594063724e-11,2.2923713684741327e-14,26981.00746203543,0.0,0.0
2800,40070.67518197866,789.0766373559811,0.0005285232271804994,0.04275603885325737,1.5488248690327884e-05,3.543169999888084,8.01690731602918e-11,6.772370979596851e-14,27036.157857403974,0.0,0.0
2900,38825.32927401883,774.4872405575932,0.0005686205502740061,0.04274863752523655,2.1988160858753228e-05,3.5431699998898813,7.179835552473177e-11,2.4423151983623758e-14,27256.502067899266,0.0,0.0
3000,39489.67404949785,810.195567391944,0.0005982979328179683,0.04275068680527572,2.7383457070231153e-05,3.5431699999041464,1.1672793863799436e-10,3.8379889894828096e-14,28028.415926890604,0.0,0.0
3100,37791.16638012668,917.8841466831441,0.0005911491786204268,0.04265104692398278,2.865954085954457e-05,3.5431699998807846,1.6121507948894335e-10,6.521513505178601e-14,30114.185779933454,0.0,0.0
3200,37377.53551252983,957.1611658654627,0.0007085535684892104,0.042585357009546985,3.3857765143519945e-05,3.543169999862797,1.5437104928516683e-10,9.307767362084751e-14,29148.16008415904,0.0,0.0
3300,36221.50357433928,1023.2781535084915,0.0007342138666286267,0.04255506867099409,3.225837306027087e-05,3.5431699997962998,1.920261429837801e-10,1.5329963680849499e-13,29964.260365228052,0.0,0.0
3400,35203.040385925335,1020.7885545460383,0.0008448673392757995,0.042510112513084355,3.761525226718523e-05,3.5431699997967985,1.958568903564271e-10,1.16693944576792e-13,31091.9684915124,0.0,0.0
3500,35208.710331121816,1108.3135781516755,0.000928346322793771,0.04235981578120005,4.404792052441233e-05,3.5431699997432906,2.468348195263889e-10,1.802289557087266e-13,32148.099824707584,0.0,0.0
3600,35200.46152197036,1150.1951184481009,0.0009935391001794657,0.042251978053774834,5.207350818604403e-05,3.543169999755262,2.580769357919233e-10,2.3281935270600423e-13,31833.17888683308,0.0,0.0
3700,34747.49858730594,1177.8096545102906,0.0010127263297108025,0.04229579589012737,5.4107823333560504e-05,3.543169999658969,2.960161468688594e-10,2.5932547317810767e-13,31514.05294693779,0.0,0.0
3800,34506.25288272274,1282.8016190381784,0.0011361525922946752,0.042212263804467576,5.444257173028685e-05,3.5431699996693644,3.5506986174063574e-10,2.8918964410759557e-13,33218.47288021867,0.0,0.0
3900,32301.476420427014,1267.7890804088083,0.0012015769043851761,0.04206055341110609,6.437073033917306e-05,3.5431699996163974,3.7397991667064833e-10,3.3973855025025434e-13,34452.087726272934,0.0,0.0
4000,33773.23838876163,1279.971898120029,0.0012436705594487717,0.041974036314438516,6.861310322539622e-05,3.5431699995565027,4.6129351905666057e-10,3.7586411777495735e-13,33390.9911676816,0.0,0.0
4100,33052.034421949786,1396.9182300685993,0.0012935289696860018,0.04187724802905072,7.991466280507433e-05,3.5431699994986268,5.109787163884844e-10,4.1677787678489814e-13,34737.42046901738,0.0,0.0
4200,32113.5520341182,1471.0362700018145,0.001373108258262789,0.04187838394380317,8.263054779913709e-05,3.543169999454504,5.892597191590026e-10,5.033685265165703e-13,34972.48085325098,0.0,0.0
4300,30450.19861224149,1497.2311138068083,0.001532755997976952,0.04166819003787473,9.332676946114113e-05,3.5431699993794252,6.37149017077699e-10,5.335024525289906e-13,34218.3899301275,0.0,0.0
4400,31296.141497822664,1486.79983227885,0.0016253954120031883,0.04157694557805766,0.00010205936608669859,3.543169999282802,7.163682459556707e-10,6.632733200162821e-13,35354.71646526835,0.0,0.0
4500,29376.430210470255,1632.7940468452416,0.001661787004801995,0.041509356161257734,0.00010899935818761404,3.5431699992356123,7.413642718932212e-10,7.379656039557068e-13,35249.14452475279,0.0,0.0
4600,30658.522871598456,1611.1542812195055,0.0018040943612393711,0.041403928927758925,0.00011919819813072231,3.5431699991404386,8.48213435464467e-10,8.010518785053276e-13,36531.73345769163,0.0,0.0
4700,29451.865589956153,1752.603244152201,0.0019368051918557836,0.0413435421240684,0.00012566883556912667,3.54316999906151,9.547021752089236e-10,9.266834413317597e-13,36358.40610400808,0.0,0.0
4800,29782.835077163738,1715.2150224932786,0.0019149181169615594,0.04123431735235534,0.000132222850525761,3.5431699989676613,1.0335249403699853e-09,1.0817937798358478e-12,37714.80770908587,0.0,0.0
4900,27673.033176853824,1844.2777557532252,0.002007030778169022,0.04109185448450418,0.0001421871034182905,3.543169998841622,1.1672092782546727e-09,1.1968970797035695e-12,37030.95968387291,0.0,0.0
5000,28991.347543562446,1912.9855222235676,0.002220257195566308,0.04093527317385901,0.00015471195956602262,3.5431699987785836,1.2636956828953502e-09,1.3210445549962715e-12,38224.00203242318,0.0,0.0
