milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
0,69351.34728302457,-29.956859020134573,5.155521281621542e-05,0.04325313023254744,-5.801134506271773e-07,3.5431700000134807,2.3318855125483126e-11,-9.277479229091441e-15,-25.825329318681053,0.0,0.0
100,65998.37087181394,-54.64359110650139,-4.2992932593198634e-05,0.04330005879007824,5.599963524134709e-07,3.5431699999835518,4.119606495542794e-12,-6.0128796817974425e-15,257.3487834145924,0.0,0.0
200,65925.28013315954,-27.5154733199639,4.5699118181289974e-05,0.043310406171166785,-2.1361669948480976e-06,3.543170000032896,4.628152312898209e-12,-2.5122835791466824e-14,3298.266356012962,0.0,0.0
300,65290.72767496615,25.636420456890406,-6.259436970496031e-05,0.04331708896105547,-1.621127232048499e-06,3.543170000010161,-4.7088058697377755e-12,-1.0277975606193828e-14,2937.6436752089835,0.0,0.0
400,62949.97065207835,24.317575768533736,-4.555661398207911e-05,0.04327427923307579,-3.448113997547094e-06,3.543169999978597,-2.146426374341039e-11,-2.842255701206443e-15,4425.9177957571665,0.0,0.0
500,61727.87873564457,48.95769369177184,-1.5638644671275904e-05,0.04327822661570588,-1.4800345971026666e-06,3.543170000022914,-1.6982912522682873e-11,1.5602699775876505e-14,7023.535394650931,0.0,0.0
600,60133.048841172546,25.334839183121282,2.000063774249512e-05,0.043317692101070275,4.16257989927384e-06,3.543169999976116,-2.5601598514060348e-11,-3.310771436174603e-14,7235.041464121613,0.0,0.0
700,59570.129858387154,61.15485217315711,-2.059285510676462e-05,0.043229526371875056,-2.2850855369207832e-06,3.5431699999725526,-1.4299024433336273e-11,-1.5753932597790253e-14,9454.695316972025,0.0,0.0
800,57570.67267530484,97.96082630631635,-2.4691000127981848e-05,0.04322812105792215,4.805223313167116e-07,3.543170000018646,1.9260847226837892e-11,-3.306110562210099e-15,10187.505328452213,0.0,0.0
900,57996.23396886272,132.3138955639687,-3.5039914976358786e-05,0.04332912514118799,9.556547459898276e-08,3.5431700000168025,-1.1604002964478235e-11,1.614780890795503e-14,11060.857946582943,0.0,0.0
1000,55702.83400423265,112.70945316936043,-2.350907025310458e-05,0.04333686668220546,2.77182525392586e-06,3.5431699999700212,1.6402548425521844e-11,-1.444989921583543e-14,11664.192467555002,0.0,0.0
1100,54142.88734312995,140.4572152723628,7.951455287998275e-05,0.04332107857666263,1.768496288010638e-06,3.543170000012151,-1.873675081980744e-11,2.0633150811512147e-14,13920.124672652997,0.0,0.0
1200,53099.73637094446,130.36454246384199,9.536782464250035e-05,0.04324255886999607,-3.214699254456417e-06,3.5431700000215525,7.02552373892811e-12,-1.6418820169088506e-14,13588.120562847173,0.0,0.0
1300,52486.21020034054,147.58016899803872,8.615295872393426e-05,0.043197213896505555,-2.75282950792056e-06,3.543169999979334,2.7379812538057868e-11,-3.343365663602173e-14,15041.105727802373,0.0,0.0
1400,51069.947205960496,201.90108763440972,6.423100499234169e-05,0.04326863691598332,-1.1293866534456699e-06,3.5431700000046664,9.477535689313192e-12,3.485962379713151e-14,15266.285813412112,0.0,0.0
1500,49852.162932104606,204.98142759868225,6.540450776194456e-05,0.043166979459506635,1.0570987228237868e-06,3.543170000010752,-2.9148406349398423e-11,8.385265148055117e-15,17400.63064269581,0.0,0.0
1600,49546.22814459744,229.24185140234434,8.79486140059313e-05,0.04319802373966912,5.3782745299688076e-06,3.5431699999885597,3.197402692408327e-11,-1.8860105089222902e-14,17061.787499425656,0.0,0.0
1700,48855.21676381137,262.9326308805471,0.00017999043445196772,0.04320838105944078,6.354233760110869e-06,3.5431699999911337,1.962734872997051e-12,-2.46498634877458e-14,19413.517350255694,0.0,0.0
1800,49037.06900295571,344.7594993189693,9.335535094534547e-05,0.04320237967429321,3.7504928851685717e-06,3.543169999986261,-7.630357713868972e-12,-3.0171212754345024e-14,19118.957383953817,0.0,0.0
1900,47245.489966526016,422.8933103006809,0.0001464323064774215,0.043159144489884685,2.342391077666731e-06,3.543170000001331,3.823799320642134e-11,3.402579493692887e-14,20480.672013170497,0.0,0.0
2000,46774.40112708641,360.72839179316435,0.00020337692778885693,0.043114013596656516,8.56889512191808e-06,3.5431700000020965,-1.3903395940379278e-11,-2.6110507061819986e-14,21302.258061115816,0.0,0.0
2100,45982.7075445504,422.91882623549833,0.00018245382033503158,0.04305622609344494,9.080824821801735e-06,3.543169999988532,2.154692815131433e-11,-2.1895891952115258e-14,22149.40638914242,0.0,0.0
2200,45020.358552300895,446.14793366742737,0.0001862857802163502,0.0430259949344782,6.537198135520555e-06,3.543169999948706,1.604715748040105e-11,3.527727523959395e-14,23119.80217578384,0.0,0.0
2300,43460.0283879723,509.51919578631,0.0003224590159267663,0.043053789487965934,1.175380117728896e-05,3.5431699999509743,5.876773670985977e-11,-7.198662301263113e-15,24493.85570452281,0.0,0.0
2400,44029.02692622311,534.9473421945827,0.00035460072070154705,0.04296798372445716,1.1330453694732809e-05,3.5431699999935202,5.5065579145654955e-11,2.458590836364594e-14,25152.158592034437,0.0,0.0
2500,42424.90961481782,615.5395289882989,0.0003731799052592874,0.0429089765225357,1.454709882626438e-05,3.5431699999685216,2.151084053904324e-11,2.9576571184298226e-14,24792.55363739053,0.0,0.0
2600,41100.155392702516,709.6482063829812,0.00033406736057337315,0.04285445884929778,9.807144527521552e-06,3.5431699999671844,5.779744693049852e-11,2.1148434523896337e-14,26782.343046532897,0.0,0.0
2700,41127.171494324015,756.4105635191908,0.00045335980073132637,0.04288831352293188,1.504372339161195e-05,3.5431699999371387,5.937815802291439e-11,5.380249050231113e-15,26508.47925021257,0.0,0.0
2800,41228.29726355313,708.1427313096683,0.0005262016201180295,0.04276711378249185,1.8465337593820686e-05,3.543169999892978,9.547142324787539e-11,4.446592007264859e-14,26190.255402366427,0.0,0.0
2900,40092.33327890706,792.151193903356,0.0005498773420185625,0.042769258368821186,2.3581291169141874e-05,3.5431699998717,8.799390391367506e-11,3.7388453143751926e-14,28697.855714130594,0.0,0.0
3000,39850.18096329789,869.4316978662865,0.0006099991128516463,0.042703739881581354,2.30242934821368e-05,3.5431699998890194,8.825476736106845e-11,6.864482080100583e-14,28282.18129580653,0.0,0.0
3100,38232.368589558806,926.7327588426283,0.0006898766147448013,0.04257543593860908,2.4535405694661138e-05,3.5431699998438875,1.4809586256720502e-10,1.129140075969967e-13,29633.187761856378,0.0,0.0
3200,37364.502275957384,914.4324678828367,0.0006322674898559647,0.04256974297728437,3.071524179341301e-05,3.543169999836737,1.3229099453795573e-10,1.3753162164089779e-13,30204.96209283979,0.0,0.0
3300,37828.58475437125,999.3652298142091,0.000777291235653657,0.042561470748197064,3.8768690026490745e-05,3.543169999795661,1.6405398468096537e-10,1.1555752168600145e-13,30256.205059349017,0.0,0.0
3400,35483.3495840805,1026.9634776788203,0.0007882446718119855,0.04251489183673703,3.63398939025198e-05,3.5431699997887423,1.8020457248364525e-10,1.238730046042686e-13,29987.565676364848,0.0,0.0
3500,34625.84438462737,1047.3304103950027,0.0008489068773603425,0.042366494893678,4.283462743682911e-05,3.5431699997966,2.4385388788770595e-10,1.5115701200174914e-13,32307.9919069559,0.0,0.0
3600,34489.45592487358,1122.3366841310783,0.0009288633741079341,0.042320324248988954,5.109278198763858e-05,3.5431699997253516,3.0272932411217923e-10,2.1481272821264207e-13,31171.65032813092,0.0,0.0
3700,35366.99941146503,1190.8798485458706,0.0009871036549890752,0.042276238160348985,5.289606675925198e-05,3.5431699996850456,2.7386461460702237e-10,2.6441823812578727e-13,32027.41752585144,0.0,0.0
3800,33791.156305520315,1183.926904130478,0.0011180381632989718,0.04213035261023635,5.753776046011071e-05,3.5431699996283683,3.746448231008411e-10,2.700211694152897e-13,32952.27632943708,0.0,0.0
3900,33087.78733793391,1310.8177165463303,0.0011324757469593173,0.042106952528542525,6.099175900159533e-05,3.543169999606568,3.9447328618467544e-10,3.36215979683114e-13,33123.98406182812,0.0,0.0
4000,33976.327993238345,1337.1442517745268,0.001251445292579771,0.042000836136435245,7.087512523134529e-05,3.543169999548631,4.2926320925231305e-10,3.817772719096371e-13,33199.95662341277,0.0,0.0
4100,33243.74541365319,1435.6080538670262,0.001331345160724797,0.04185276961200742,7.536634023972525e-05,3.543169999524015,5.02496894982783e-10,4.1741645386075517e-13,33599.7895725994,0.0,0.0
4200,31721.83427949795,1474.9201483158467,0.0013592879043458515,0.04182736298748437,8.042865986407246e-05,3.5431699994514454,5.246517746498661e-10,4.777562489978418e-13,35726.064729883605,0.0,0.0
4300,32387.372574268193,1449.2280614289,0.0015438739320322316,0.041699343143337696,8.837480806439553e-05,3.543169999378511,6.110574542951938e-10,5.661954916306691e-13,34244.67002572438,0.0,0.0
4400,31138.30083509445,1573.3121584160374,0.001588689889267135,0.04157073332543842,9.89811705083783e-05,3.5431699993063033,6.677105288919953e-10,6.755946979294773e-13,35271.15775429011,0.0,0.0
4500,29823.57299588556,1559.724819282161,0.0017159937546873756,0.041536930461106646,0.00010343257760767073,3.5431699992610426,7.785643753138837e-10,7.201548850254583e-13,35380.63854966393,0.0,0.0
4600,29756.58674584748,1590.6017317708377,0.001741403083236141,0.041355903156179076,0.00011991531870085796,3.543169999152283,8.473669123355361e-10,8.571603546159353e-13,35653.65928548846,0.0,0.0
4700,29760.04239197958,1681.3715467996374,0.0018378163154513215,0.04136628324074297,0.00012214699182851554,3.543169999050989,9.119503489324404e-10,9.36351826110058e-13,37656.544754435665,0.0,0.0
4800,29282.417217667742,1790.9104661852411,0.0019372463786872702,0.04114849540431397,0.00013576441472548979,3.5431699989641277,1.0395969025253841e-09,1.0576833718773143e-12,36772.24365034528,0.0,0.0
4900,29228.993977678638,1831.7724473427459,0.002082421447439175,0.0411176255585182,0.00014441159247938283,3.5431699988380614,1.1551338838650048e-09,1.2219621463970436e-12,37164.91619703949,0.0,0.0
5000,27506.622977687224,1881.6883556362739,0.002113960956080267,0.040957823323139526,0.0001521071722449055,3.543169998740519,1.2416003295682512e-09,1.3681544566882895e-12,37231.629248120655,0.0,0.0
