milliseconds,X_Complex,P_Perforin,C_Cancer_Uncomplexed,T_ast
0,-7.715088233622114e-06,0.3160591658928775,1.0042042355069694,0.9967335208480614
100,1.4063820603811762e-05,0.2321918857398263,0.9282148470473491,1.0063978952259625
200,1.0629367583059037e-05,0.17823080987986564,0.8695914556395399,1.0108501326037629
300,1.626610635723204e-05,0.14336999874861936,0.8354560479463333,1.0051733844263693
400,4.439335088882532e-05,0.11186083741745605,0.8096970616678706,1.0137855008529988
500,3.869636597532172e-05,0.08267268831423173,0.7851980064369091,1.012288735377033
600,6.023846463076621e-05,0.06797737125200493,0.7649055262252498,1.023543635470734
700,6.211119640305577e-05,0.04898524077438424,0.7601449676457143,1.0254417207495459
800,5.7701092478923366e-05,0.04235268713603739,0.751896654146403,1.0243251651522938
900,7.942579240817568e-05,0.040096399065113496,0.7463809648583145,1.0328446211031412
1000,7.472683056228293e-05,0.028515718603134767,0.7359409372772949,1.0305464331994638
1100,7.991258592292443e-05,0.02821071783728576,0.7396196925780647,1.0363370817372208
1200,9.586463186293107e-05,0.018293159614625555,0.7295956241323267,1.043205642464275
1300,9.770562948068466e-05,0.017857744639247657,0.7275007620093785,1.0455059250239833
1400,9.922846295074623e-05,0.011884341088375742,0.7306340948344385,1.044376851863365
1500,0.00010715865502652746,0.007537912577368222,0.7314368415575158,1.0453084649519122
1600,0.00012676171983997295,0.005805694484443437,0.7371371548832428,1.0500533036566002
1700,0.00012716942350662766,0.00533843288176662,0.7321399331165833,1.0575517498047797
1800,0.00014668018767617468,0.010108775874009494,0.7359731363999891,1.0599026152465043
1900,0.00015135015667377697,0.008235115253952863,0.7344842161063297,1.0650256710452222
2000,0.00015778778403542605,0.008897738655798607,0.7386083754031085,1.061664436044482
2100,0.00017280375870222249,-0.0025891485973152176,0.7381117541333381,1.0697016407750761
2200,0.0001687561444492291,0.0035579638732662613,0.7374374316327564,1.0705026929050607
2300,0.00016786333700164575,0.004241194719028158,0.7390567784711585,1.0755626054434146
2400,0.00018312416924401938,0.007758897799310833,0.7490690370568392,1.0748952464181178
2500,0.00019031807017913524,0.004097857384841029,0.7449324461774391,1.0863794540925817
2600,0.00018785591692091431,-6.0897831718193744e-05,0.7468236008463077,1.087673154865654
2700,0.00020317234646431912,0.0005605202954498549,0.7549989519595481,1.0942378405873472
2800,0.00020458092427254345,-0.0011553850479172623,0.7587438317566472,1.0948673502082673
2900,0.00021871591963760814,0.003598056974232262,0.7558383423413854,1.0929095336296406
3000,0.00022992186681709776,-0.005231664072147668,0.7607533678971726,1.1038846005889111
3100,0.00022689083050001806,0.005159293751874513,0.7573200337402465,1.100905937191255
3200,0.00024115838661583074,0.005664363543014579,0.7616305923584984,1.1062099007420438
3300,0.0002508943694770878,0.0017094736509498493,0.7621980659705354,1.1088884650368405
3400,0.00026306067239497224,0.004215402903765954,0.7696978969108705,1.117021272646283
3500,0.00025993367631110326,-0.005760002039080676,0.771961910467601,1.1185122957623592
3600,0.0002859046616334025,0.002598541599131412,0.7701902982645126,1.123612628249585
3700,0.0002837421804147927,-0.001264679305764043,0.7784006227681318,1.1210855803760889
3800,0.00030149058949115453,0.0004694485155673532,0.7768483824572351,1.1281958238174041
3900,0.00030528693973614815,-0.004967040727373066,0.7812480716352014,1.136215345217055
4000,0.0003036169798246488,-0.005640291353012084,0.780630760353983,1.1385077933387966
4100,0.00031143181283623027,0.005880937144084209,0.7810661502060301,1.1367395403544487
4200,0.0003238377159034311,-0.0015480995714766412,0.7903620706947478,1.1444711462351362
4300,0.00032896419950887703,0.0013756583607391448,0.7903578917864891,1.1433132505969072
4400,0.00033446264474278444,-0.004488394268050317,0.7933885539619625,1.1526439037941723
4500,0.00034008941074765514,0.002138150156615862,0.794780542862352,1.153949573108588
4600,0.0003512518215165586,-0.0027095297541614655,0.7962373114690455,1.1567174122358954
4700,0.0003583014904678312,0.005072549649340674,0.8008967993654066,1.1571553076623216
4800,0.00036731540283647273,0.003284495342473757,0.8046167092086488,1.1695687661754057
4900,0.0003672660634351364,0.0024564535817123414,0.8033860202345843,1.1674000497054269
5000,0.0003768734671223817,-0.0037174940393745336,0.8114769049634318,1.17585094594141
