miliseconds,PKN1,ZAK,MAP2K3,MAPK14,MAP2K4,TP53,ATM,MAPK13,PRKACA,SRC,BAD,PTEN,SHC1,PIK3R1,PARP1,AURKB,BRCA1,YWHAZ,TGFBR1,CSF1R
0,0.010248659084813134,0.004158209851383694,0.009409086969231897,0.04199496183396901,4.503070843523008e-05,-0.052710079769484226,1.0036280212070119,1.0105964913502425,1.0018938898255507,1.0049741493772948,0.9189035375409257,0.9758498902163268,1.063521353291726,1.0058134232651494,0.9869334009734284,0.98494504919457,0.9958605774676184,0.9998489042985907,1.0029532208312668,1.0024276529794456
100,0.038814973415063035,0.0007274424774802845,0.0035940260997734848,0.30596266724786714,-0.00210921928016881,0.28195422106280266,0.7540122855680615,0.8772125162159365,0.8255823053330322,0.9252788938732461,1.413846022831207,0.9515253862958949,1.2051783506604272,0.6508766141799397,1.0571448855996866,0.8795892590746758,0.3018254252720589,0.9942714424469619,0.9921433700653897,0.1663681446254835
200,0.13628737997306323,-0.00014540411364803816,0.0075899369999692795,0.5382459899236857,0.002067481064901679,0.43272776951897457,0.5854189677556733,0.747187569718226,0.7007584233222282,0.8656673158848257,2.2883746627529566,0.9260835660847463,1.491384603649116,0.551487738133254,1.0805660365945375,0.8465095869352667,0.19011616790689242,0.9892685489242532,0.9749903702606459,0.13183678570500545
300,0.12310666644145529,0.0011686471507134906,0.009151776946983145,0.7098548575095279,-0.002507544481346504,0.6711723530142066,0.4524958150807735,0.6603155185737942,0.6085383052866398,0.7910433179078723,2.537457508179268,0.8846852861942963,1.682574182113565,0.546363600009166,1.1586370969390531,0.7964816641335593,0.17107912673812217,0.9756720005100479,0.9678816585426466,0.13796587857814294
400,0.17701877465237448,0.0024098567511263488,0.0082303758275912,0.845470503929179,0.0003796164445175808,0.8435780716888186,0.35469090670359826,0.5605695191341517,0.5509068302992995,0.7318833334211938,2.756699035200065,0.8540789413936971,1.7074529435851182,0.5800788872270691,1.2124856603094154,0.772435527095378,0.1526766620958525,0.9698943895782044,0.9547617149089362,0.15815207908157852
500,0.22730664207627221,0.0062100086484072935,0.018940983881665464,0.9698497238632161,7.77139163381489e-05,1.1163648137245483,0.2935996448125797,0.4918679465352409,0.4967634589317326,0.6643899720046963,3.707488096513359,0.8477261150323412,1.9728332942733164,0.6324955422562618,1.263782318028255,0.8012392582282134,0.15474922357441942,0.9636689070865193,0.9391934419895277,0.16780123081447515
600,0.2645674175626871,0.011279891393504528,0.020924363578880268,1.0517757880569736,0.00011292185711467414,1.1830462688583963,0.23894477881820975,0.43259557900370654,0.469269698338482,0.6266176680030255,3.720248192067826,0.8096134934899746,2.1496968185782532,0.6878924268149217,1.2698713963223833,0.7960364759549438,0.14774560935312167,0.95807338537787,0.9308438857514048,0.1860682567937015
700,0.3706924993578509,0.00678672710368513,0.02869223861331726,1.1930161121647422,0.00044112494913689233,1.3805631842559525,0.20588420247705003,0.3665220931574706,0.43913564138935335,0.5768048924978496,4.179672285376791,0.8136433456930433,2.2840272734464686,0.7355274350941333,1.3724673063276098,0.8210073063777186,0.15605346150385127,0.9549117358161426,0.9229122212850313,0.2009219890933519
800,0.3749127104216668,0.010757424247390573,0.028925554548451325,1.2302198897096168,0.003217453039960387,1.6221009481049706,0.17996923313722482,0.32557346015006366,0.4263571746047757,0.5372348787094255,5.09316643271391,0.7951054110722315,2.5760391911406715,0.7893685908280821,1.4232785855947092,0.8701648818723888,0.15919038174318106,0.9466927624027076,0.916135075306738,0.21133843671403085
900,0.4457724368301279,0.01636804445919087,0.0433382175576681,1.3068318478331533,0.0031754483201248407,1.8487344362240437,0.1646801426691746,0.28116852095864847,0.4105869317641011,0.5031273788580076,5.260435054120001,0.7897224758589673,2.583647922446008,0.8416927919297887,1.477607832959887,0.875128701134461,0.16015421436037863,0.9392735174426285,0.9246698207354294,0.23132202525678155
