miliseconds,PKN1,ZAK,MAP2K3,MAPK14,MAP2K4,TP53,ATM,MAPK13,PRKACA,SRC,BAD,PTEN,SHC1,PIK3R1,PARP1,AURKB,BRCA1,YWHAZ,TGFBR1,CSF1R
0,-0.025597837073108236,-0.003984446934786744,0.006805228708054662,-0.026582077316208187,-0.0011631109498906843,0.016050761124955928,1.0039134139114325,0.9995309958134003,1.0058989987140843,1.0017558033838843,0.8259001523745594,1.0239624652030204,1.0022674999657664,0.9967900139228856,1.0362870089513663,1.0225893126540602,1.0048038543257767,1.0009433628653215,0.993271400118183,1.0038303067129892
100,0.04745728739478978,0.003958216587526933,-0.00010939915493491791,0.2934123569318919,0.00259857978496914,0.2960133900861587,0.7613165382917159,0.8761395947302693,0.8267541925839903,0.9376180377566479,1.5831899705214905,0.9455673936396439,1.0967082501419954,0.6416579139521428,1.0460619685632435,0.8840570351239422,0.2946939896041284,0.993904914849568,0.9987929868945881,0.16775509976190447
200,0.0872836144003575,-0.0022609924347628484,0.004717927960596284,0.581672133856014,-0.0013811226344069374,0.37928815776005265,0.5760818917495372,0.7654841268095014,0.7101537934338574,0.85184181674536,1.9622623329763749,0.9062614274827485,1.2740103371572764,0.553906101643566,1.117781721609059,0.8182392308604707,0.19511143272863204,0.9862353233400862,0.9740086278408842,0.12711950970213892
300,0.1619872673816425,0.004282362307919492,-0.0030181871648127627,0.7719271109467284,-0.0008433284142016023,0.7675926672222095,0.4590716522221852,0.65110524976397,0.6188272497633989,0.7919474053463291,2.2573419532972596,0.8737674065120506,1.6961673467514333,0.5572662305402422,1.1785764340695652,0.7940955813159393,0.16699950666560032,0.9809068438520299,0.9605082604953281,0.13256126297348353
400,0.2250833707043556,-0.0009951082846538844,-0.0009869181235769879,0.8340527179649603,0.0005375135422580712,0.8124269753303326,0.36713743157903067,0.5696684359563283,0.5410216309205915,0.7380442873523835,3.1670778008000298,0.8541368751224568,1.6758577893015922,0.5872005140027959,1.2242214574144281,0.8103548041451849,0.16340679129570576,0.9759496737816624,0.9462540356166393,0.16043977882857535
500,0.28427617720301473,0.0034888652173237517,0.01259397190741513,0.9770784574983229,-0.0011025584838730879,0.9775520152069285,0.29892719359895764,0.5005324302159027,0.4998245477365417,0.6645183485766591,3.6860380227664007,0.8392620407824104,1.996137557523486,0.6266926173783277,1.2559848821031387,0.7943609939258858,0.15884071332189267,0.9635160346576993,0.9308117151692481,0.1711331635246791
600,0.3032397319944877,0.005325464627495627,0.009175258912687629,1.0546248969166045,0.0016362415920163913,1.2157782665159433,0.23990099899756614,0.4300645522814198,0.4644745819248736,0.6146517170411909,3.8356001982916568,0.7949013415568724,2.141156918063076,0.6903317218278926,1.3311849542274878,0.8203921080515123,0.14850574519211318,0.960021743172946,0.9305234655802694,0.17806676115536946
700,0.3809303581248936,0.011351770183891378,0.012882515092754877,1.192507479991443,0.0014805886118763733,1.564555768224135,0.20542948499277897,0.3842566598510578,0.4359841556221379,0.5769599453714823,4.310525456409753,0.780874255337098,2.3615128642283403,0.7450969744284475,1.3698045288449312,0.8444868874394533,0.15020025622169914,0.9512626152000474,0.925982746076606,0.2040869530148841
800,0.42943622125263353,0.012586475769272255,0.03496731475443433,1.2678688759193522,0.0026988292402357807,1.5236826846603855,0.18823403207649841,0.31952708998792145,0.41644653969115225,0.5225009524404525,4.629185758216422,0.7769293138904579,2.3525252269970753,0.7991759109886035,1.3777131335188118,0.870158228637769,0.15090170453647198,0.9483405102096569,0.9165639818288925,0.21291611195680638
900,0.4367074755587531,0.01420751118062487,0.03648273743215798,1.278493186773051,0.004022204714313383,1.777256516119148,0.16539178909520752,0.28763806655403734,0.4174565003174268,0.5029850380840213,5.22583423910115,0.7708262659615064,2.7488927428113685,0.8460085739941047,1.4438143153532181,0.8947980748072426,0.16338619374132946,0.941843416214223,0.9142412843183932,0.2289839903000674
