milliseconds,PKN1,ZAK,MAP2K3,MAPK14,MAP2K4,TP53,ATM,MAPK13,PRKACA,SRC,BAD,PTEN,SHC1,PIK3R1,PARP1,AURKB,BRCA1,YWHAZ,TGFBR1,CSF1R
0,0.015701269965994122,0.00205861998316818,0.004080129727448158,0.04521391673652849,0.0003346364475042986,-0.004839600446483881,1.0054321547219436,0.9931475100320502,1.0045048613272118,1.0058593645625484,1.0597583051061958,1.0229389517801797,0.9816160133643899,1.001010168227716,0.9990677256979588,0.9871598515738328,1.0033096290017003,0.9973875702653254,0.9935604879156236,0.9967606980707105
100,0.07452022885388543,0.00037364369617063915,0.007607746977381815,0.3220932585815691,0.0012557408175651668,0.3884573467714358,0.7548776337641534,0.8750561754695366,0.8332314187551952,0.9253037165271846,1.3829366437561283,0.9756880743518317,1.0645010521911245,0.6410044569326955,1.0135134264509171,0.8891112129850685,0.29184545330567246,0.993811838649871,0.9978699933424788,0.17036497376452583
200,0.08431255804418158,-0.001319164168887324,0.010528262238455374,0.5606656546280492,-0.0012761904944458633,0.4422727459163071,0.5831375693485175,0.7589967320780464,0.7060918079662721,0.8545717457380069,2.160514400822623,0.8917654598416841,1.383708473927164,0.5591309323630984,1.0702996190033962,0.8391304853704952,0.1859811825483814,0.9849095364741777,0.9767580462036565,0.12133985959056326
300,0.14088411359429978,0.004692517868081858,-0.00042939840663531407,0.7621066824552807,-0.002659517419413617,0.7993326566769229,0.46004359686789936,0.6672614223489742,0.6110308850541364,0.795605837291636,2.6536356793227576,0.8918138464238381,1.6172311793120295,0.5506697150529797,1.1409054518128567,0.7955532001043593,0.17072999366256725,0.9772425335927135,0.9598868460696592,0.1288120864956095
400,0.2194846584508861,0.002447267265233594,-0.00042876805354821485,0.8443040337803905,0.0027547453064815605,0.790877816986564,0.36264181343653656,0.5755964175798702,0.5452796532494041,0.7229987456352326,2.7720675489309046,0.8505155132910535,1.6706560543364535,0.5920392143465757,1.1686268013463015,0.799580971704905,0.15497317369221156,0.9739419069825043,0.9425554270199571,0.1557870114435217
500,0.275348834855995,0.00913098235104297,0.010150336353071006,0.9795345460363363,0.0032332101971246047,1.0920804068075756,0.2881338623275862,0.4963371811509585,0.4936660867915925,0.6727619463093856,3.502559863668474,0.8183424429524391,1.846767010447005,0.6367004775496361,1.2165970186235018,0.7997376259086834,0.15809860256580877,0.9690303829654882,0.9306977899239293,0.16194196203179492
600,0.29823496760746776,0.012175739396350777,0.022191960618006025,1.0633690649280862,-0.0013351521891822407,1.3061785216841126,0.24556350629771123,0.43137435523152173,0.4716024460167447,0.6305863377336556,3.900240996480051,0.815025797403338,2.0504012694681375,0.6854617408026776,1.3037772902114015,0.8124424980091352,0.14857704774160455,0.9606203823259325,0.9354957697483163,0.1825740583616083
700,0.37897733224289903,0.011539032223410205,0.022784232802859083,1.0892251632353918,0.0005629923184677419,1.3330131404592627,0.20155131109483723,0.3673035139414218,0.4357733830869937,0.5714929424709448,4.447983015807945,0.8184745631291696,2.2750566975832722,0.738840315070098,1.3248601366054005,0.8626998996911944,0.16036613378688472,0.9559236034586905,0.9198924346819655,0.20096079128221842
800,0.42513555326449304,0.012637424736702296,0.03085202550479389,1.1890100408712658,0.0044722353777596055,1.5698129615867575,0.18596939716118602,0.33288595207742516,0.4256152845332444,0.5293717242004365,5.041440208956494,0.7722819777520807,2.3892998105326746,0.7958947386743929,1.3832091848685328,0.8865694319590743,0.1625981915364653,0.9439073693027505,0.9179187379904502,0.21302119830706684
900,0.4539293680057092,0.01620137694299024,0.031116822392106145,1.234892595252563,0.0017685083319208918,1.720692647042062,0.1651449743104943,0.2748093200311864,0.41135006091079734,0.5022509509332056,5.236921333121444,0.8043355953331682,2.725314314922463,0.8509780706515787,1.4773496089273388,0.8947929296926992,0.15547486109209993,0.9437871561876953,0.9211425156712871,0.2179722261116424
1000,0.5351312062412746,0.017879163253664475,0.04136607741822334,1.3308608209866786,0.0031991934356670713,1.9607347382811469,0.1591011523921605,0.2502447433994071,0.4034428615010012,0.4631992153557708,5.674729271667951,0.766594299058317,2.87676309031845,0.889209459793749,1.5250801572696895,0.9457911645949233,0.16163059274161726,0.9355692341487033,0.9243995437660946,0.2351044870090622
1100,0.542602405886522,0.02218595181495534,0.04525292163444317,1.372358296954987,0.0069709429149118415,2.100773439891183,0.14891951729944183,0.22226608480284663,0.4016886359287257,0.4325025412432571,6.514035666496734,0.7908036564226703,2.9035313294096565,0.9314991412679804,1.5273463390251019,0.9555509261928434,0.16585722570833,0.9339836844350897,0.9264609488033119,0.25278443692402686
1200,0.5843554663608134,0.03415308781666381,0.06700753867795975,1.5122477360153752,0.0069646616390723615,2.3242902878967397,0.14031831254678306,0.18556848005400264,0.38853060717306026,0.3938059381121373,6.5428951996101885,0.810353176764343,3.2248876601620675,0.9781743860935114,1.5860926890380178,0.9785556467686012,0.17491783872282518,0.9245343893490152,0.92941527644686,0.2651159301111783
1300,0.6768554959984937,0.03292143387267375,0.07037729980976508,1.5808072415177732,0.005707441279080528,2.478239618345478,0.15089020387678262,0.16973188012525361,0.3896992401895263,0.3710389445840802,7.01353687507114,0.8023339930737381,3.3666444424218818,1.0173806809975388,1.6612836274299654,1.0371217212746686,0.1791871818304091,0.9239495576499356,0.951804909754159,0.27870294787380007
1400,0.6884187747693186,0.04345961171369007,0.0833590550477249,1.6856046064311834,0.009448362006970313,2.558329096272873,0.14838429380149265,0.15285794154961088,0.39890172382872796,0.3447202017523642,8.079250757544806,0.7924599491693317,3.420484894904687,1.0541012346297232,1.7198713440647446,1.0687402479281252,0.18264027025567584,0.9218976795437204,0.9586522241563806,0.2918567279439086
1500,0.7236649110094894,0.039719147353762786,0.08819735909270625,1.7931746890934104,0.011511669632553118,2.8613535909842662,0.15003674238871942,0.1322149738467855,0.4044478711962624,0.33463591703811774,7.944374826303299,0.8269347174353958,3.6192924878416877,1.0708981305219403,1.7229467693077176,1.1064242865927576,0.18527374226925328,0.9195154160668066,0.9737771686620904,0.31117084572734754
