milliseconds,D,N,v
0,2.4240816054987775,0.08330231730430901,332.88652959705735
100,2.42854949862193,0.1338202478709442,348.7941431342529
200,2.3472955980505787,0.14912819923132242,320.5985803500037
300,2.2684186528651584,0.14362925940677337,249.64471186149518
400,2.229727808818793,0.19177138088711942,395.55700576421725
500,2.313258616536356,0.1606251237202644,335.5194346577135
600,2.3559104318645505,0.16618211418319892,289.6412419076959
700,2.210831404834171,0.19806452735811247,392.1269655299022
800,2.1887545388552003,0.22041173080663062,405.4431662536994
900,2.1940483320641286,0.24716605350059137,414.88599010475275
1000,2.140704581774182,0.24777611100762575,302.4330554190753
1100,2.3217979577717553,0.2506504716410827,384.0790393567565
1200,2.297733522083825,0.2516804678154909,386.56589341240317
1300,2.125653437223477,0.2838637037781494,295.73975387219167
1400,2.1244958729330627,0.3176969225176774,312.34803204407746
1500,2.2237073112079324,0.32195886211059616,354.7476032710621
1600,2.229677725257811,0.34192786892620086,331.86172367936877
1700,2.1632559005853795,0.31866432564469704,283.4223441937364
1800,2.183100478934921,0.32009357174968234,440.6162425453236
1900,2.1278249783246728,0.34112091333701744,419.0714276019112
2000,2.165476242016402,0.3641678756320253,291.61651706924226
2100,2.247976569126577,0.3631605964931274,379.9341738464113
2200,2.2765434919553136,0.43097134680131083,427.8458226441186
2300,2.18402495173093,0.4178369247809901,314.0298293543119
2400,2.192108411368289,0.43762710617907763,317.27813350501316
2500,2.14864812066999,0.47028286775028116,440.38726716995353
2600,2.2036179493764116,0.4822187363752956,393.67851201517067
2700,2.183429185469914,0.5020100818580718,414.47548047475016
2800,2.1621463669421983,0.4728207810329554,391.6847715289908
2900,2.1982053930891894,0.5041940387814231,396.19037065869577
3000,2.2904274349697262,0.5502620450429645,415.5042139621276
3100,2.4014347302747248,0.5550676898060423,534.2206252300491
3200,2.3944682324675806,0.5480823286304942,581.9470660068852
3300,2.3014747902582657,0.6226320313579962,515.8319894021646
3400,2.3072233816996524,0.587278060369906,525.6539745251341
3500,2.4528334412188677,0.644594606925904,643.9932603576309
3600,2.4664932558943744,0.6708726942391755,713.7513896031073
3700,2.5974260998448413,0.7557825611372491,733.355222963568
3800,2.609282050952325,0.7764496617115583,887.6236366492634
3900,2.8049135646727597,0.8434569610466753,1160.4345094374542
4000,3.0353402708662203,0.9071800500882122,1525.9033930044154
4100,3.1371656033258297,1.0718147186028593,1886.693464479136
4200,3.535139896177432,1.0984664458510593,2343.3600421191586
4300,3.8677510384320475,1.201305334055764,2652.438876098413
4400,4.1258919679400154,1.2287759809841725,2806.967482213175
4500,4.430944458917711,1.2624724024204481,2832.428947890668
4600,4.575157982478564,1.222622424767758,2988.918795380073
4700,5.013577573854828,1.2282749437911558,2915.084209833117
4800,5.216390950787861,1.1926003186484901,3009.0345292881734
4900,5.538935803309562,1.1336878172394436,2864.3670131311246
5000,5.828848677468117,1.1454267067101265,2969.6255997699445
