milliseconds,D,N,v
0,2.3892386010904545,0.11082477501028613,380.92243578893306
100,2.297981002700761,0.12461418102226769,337.8189379970489
200,2.328297108022844,0.11331532810709043,324.4931776126473
300,2.256994215453889,0.12867324644203806,216.37709308595703
400,2.3622874373973715,0.155838243406982,318.3025465014413
500,2.377753060782322,0.20239428589361583,358.38681112823605
600,2.290587717374383,0.21335933420247946,289.56097065850395
700,2.168671963137223,0.23986582688556296,294.69386320150625
800,2.2830763576517596,0.22184825525951826,260.6739630427891
900,2.2052891178129,0.24023376162139776,271.0458695144742
1000,2.226237290829758,0.2793488488632934,301.8447792017096
1100,2.210529612604089,0.2753112748161277,414.0612721888236
1200,2.2303196752877703,0.26475960797244585,407.2810806136773
1300,2.2340829313473805,0.2918943179922358,320.15877157826174
1400,2.188550269558574,0.2941163823024781,382.7667841401914
1500,2.265248331208005,0.3282664137334917,352.04633345343495
1600,2.1918279204788385,0.30250909119252223,369.65765310893784
1700,2.12802145460088,0.3273173566862401,395.0883957898762
1800,2.2275012728011623,0.32570283858290083,308.19668195001407
1900,2.1242788006571143,0.364531613817517,451.41936914201494
2000,2.189899397442644,0.3587506749308863,360.6258715421389
2100,2.285646945406691,0.3854097611644748,409.46235641961704
2200,2.1397567473801677,0.43304284636043955,372.9690090238537
2300,2.1720759169593444,0.43651428189199626,430.4705133907195
2400,2.3081102808124343,0.4595402161079849,371.5128571888092
2500,2.295252631853998,0.4740864625899937,487.25416647874033
2600,2.2682295127240897,0.48499694052627434,424.93724645722716
2700,2.2789688042509617,0.45553726613587836,407.3217803464974
2800,2.2432988966090988,0.4667145506299881,404.7744839054639
2900,2.1750494137721477,0.5188658273226882,381.88184731584425
3000,2.2439416857262584,0.537337601845313,527.2016984405032
3100,2.3111425758766697,0.5789933953917277,543.5380077072433
3200,2.3971976963292696,0.5486449687699474,518.1230759828225
3300,2.4447747815701693,0.5726246323655548,456.3553754830088
3400,2.3684664540039044,0.5968726531261566,619.614674285612
3500,2.4435416602236737,0.6724905925404336,626.66642030074
3600,2.571543733191307,0.6788329696672355,706.0795303508066
3700,2.659642600746756,0.7499097671369171,789.6941322843567
3800,2.643725290537138,0.7964759653561829,865.3797567134087
3900,2.7996292808411565,0.8421200142756058,1102.5681440089286
4000,3.023143990824657,0.9645724217578407,1405.7761275648083
4100,3.239814014111173,1.0295279049312749,1877.9505376387976
4200,3.403791030212817,1.1410665780388385,2367.0096291726254
4300,3.8320091239408844,1.1571914920548532,2737.304991605116
4400,4.096223529290496,1.2041156710743317,2795.434613588187
4500,4.32847024544974,1.2399232809124308,2947.2365273478267
4600,4.63727864528307,1.2289754767766348,2982.3088691074404
4700,4.997945747789527,1.1810648348652322,2916.4850254584026
4800,5.276711303392096,1.1778001461978302,2887.6866859211973
4900,5.501051596241055,1.134065235179319,2983.882748515728
5000,5.668276214227993,1.1223354518528892,2886.8116124692
