miliseconds,M,MpY,MpT,Mpp,MEK,MKP3
0,800.1257262110729,-0.24018013534849952,0.06710343430739729,0.0011673224321902547,180.0,100.0
100,798.4902451099597,0.26223415652835935,0.12488526186739518,0.001791481898845556,180.0,100.0
200,797.5574717660643,1.2846323412975682,0.2781431304395203,0.0012782931019076496,180.0,100.0
300,797.2805041231222,2.290645458473004,0.40026668774274876,0.0009347767417252377,180.0,100.0
400,795.5822219518167,4.112986284690744,0.5223964986771875,0.0018715467365332296,180.0,100.0
500,795.0845817591681,4.027073186567311,0.7271325334361918,-0.0008167382397587044,180.0,100.0
600,794.0315929846364,4.6823879875902845,0.7914464701097866,0.0012780044973387508,180.0,100.0
700,793.6093669456437,5.53162827492703,0.9324521024899316,0.005636239815036399,180.0,100.0
800,791.7541876747295,7.527514994665055,1.0133330893356518,0.004669502239644154,180.0,100.0
900,790.6042381509338,7.43390320484489,1.1461879689320018,0.006317400632519993,180.0,100.0
1000,790.06075370957,8.948932261573928,1.2844934771147316,0.0077057478087883555,180.0,100.0
1100,789.1298886333733,9.664273554472938,1.4776325906794268,0.006710001883312169,180.0,100.0
1200,787.9912664314872,10.768849304443131,1.536481145107777,0.010591349146740153,180.0,100.0
1300,787.5359240978238,11.055773754994757,1.6634495126869306,0.013095679507577854,180.0,100.0
1400,786.4573867858226,11.570554864826983,1.8545049906005417,0.015505863567955575,180.0,100.0
1500,785.3168356492602,12.62660379064027,1.9881337523921228,0.01771011052555888,180.0,100.0
1600,783.6511410479267,14.45220443338917,2.138611992450752,0.01611636667435381,180.0,100.0
1700,782.4964067608871,15.013764144549542,2.1984810484619897,0.0226788797515163,180.0,100.0
1800,781.3964376090573,15.76330099093511,2.422581350681503,0.02406231879718935,180.0,100.0
1900,780.8742200082952,16.512729978677402,2.5035450456836554,0.028231858249652058,180.0,100.0
2000,780.0157504620843,17.13400717436854,2.6043644258594987,0.02963331242944417,180.0,100.0
2100,779.3379602235641,17.849626286466965,2.651957208187899,0.030958410697408057,180.0,100.0
2200,777.7659547048074,18.99863556250633,2.8759690501177415,0.03377184311213482,180.0,100.0
2300,777.2856832183118,20.049599683095472,2.9888510319947668,0.04087145270040902,180.0,100.0
2400,776.1413173181668,20.301197362071367,3.0485983556634038,0.0439516352736054,180.0,100.0
2500,774.964528690669,21.373242610612742,3.2780147224114216,0.046436496960778804,180.0,100.0
2600,773.6521510671432,22.593528283439017,3.3520318455808322,0.04766848167803629,180.0,100.0
2700,773.9556134642506,23.595293231809173,3.4702958839509206,0.053843063047257056,180.0,100.0
2800,771.8068377635086,24.467901485321104,3.6271097722015213,0.059064969730390236,180.0,100.0
2900,771.6026979944531,24.62215560129931,3.7842122127017537,0.06369526188291878,180.0,100.0
3000,770.2650347362181,25.256420852382533,3.918581716655484,0.06760019654888678,180.0,100.0
3100,769.4642759491941,26.356845635910933,4.058890094712769,0.07006971224154868,180.0,100.0
3200,768.3947294595829,26.9734882626732,4.080549897412275,0.07604608197432891,180.0,100.0
3300,766.9518683763964,27.960866794729096,4.187897021034722,0.07837435239266684,180.0,100.0
3400,766.8299108962985,29.298953125010353,4.297681579014607,0.08381092557865624,180.0,100.0
3500,766.2689445472877,29.777470379893536,4.51230080908044,0.08755282057387227,180.0,100.0
3600,764.5821093952958,31.033135821779048,4.62509155392764,0.09356868565620942,180.0,100.0
3700,764.1613888375061,31.070376333328362,4.77704865795755,0.09837089990777359,180.0,100.0
3800,762.2645805530813,32.73399710745647,4.823574039022316,0.10522659611663022,180.0,100.0
3900,762.4462225858027,32.562989631616205,4.87465324899734,0.11181319318506819,180.0,100.0
4000,760.5011628123149,33.615560882876835,5.035777984598332,0.11712949951059126,180.0,100.0
4100,759.2990750427423,34.35893318455569,5.126010681328321,0.1205691966756985,180.0,100.0
4200,759.6167153132454,36.085781461749484,5.271308756143975,0.1286309860121304,180.0,100.0
4300,757.848987871982,36.07593124926044,5.407349844644576,0.1325750010026235,180.0,100.0
4400,756.9018821301869,37.06570017098974,5.490320283673402,0.1406193016122413,180.0,100.0
4500,756.1031964418174,38.0161297227789,5.731787955159254,0.14508803935227835,180.0,100.0
4600,755.1913513552962,38.3711661602993,5.840790323642755,0.14895108804568152,180.0,100.0
4700,755.1096091949187,39.437566604005355,5.848244835147787,0.15639243333172304,180.0,100.0
4800,753.8694854442456,40.58253882172059,6.012721738794599,0.16568131718111598,180.0,100.0
4900,752.4918875315001,41.436793579299945,6.0578487295832595,0.16954081234809362,180.0,100.0
5000,751.7156695632464,42.21739614492515,6.195921558268601,0.1758875413330339,180.0,100.0
