milliseconds,M,MpY,MpT,Mpp,MEK,MKP3
0,799.653187181016,0.43668049074913234,-0.09228084983947636,-0.0010791137978071286,180.0,100.0
100,798.8213428440207,0.8431269253400605,0.22044130249133986,-0.0009779690021862809,180.0,100.0
200,797.7730021937485,1.6036980860925483,0.19439948541017626,0.0019275894749024003,180.0,100.0
300,796.7878521870766,3.0888816909040813,0.335104885192454,0.0009404863162946972,180.0,100.0
400,795.9338921304493,3.3044984718604016,0.5021186313701708,0.002830694358853258,180.0,100.0
500,794.844507430903,4.813720943357051,0.5912721213808076,0.0010898393527945301,180.0,100.0
600,794.5102066334583,5.495764462697374,0.8072465786585358,0.0013392676297187935,180.0,100.0
700,792.3172767239813,5.801706215058591,0.8935690632990055,0.00370713832216377,180.0,100.0
800,792.5203365326254,6.458016727757467,1.0226048188227035,0.00505123218553295,180.0,100.0
900,790.954143811155,7.3693149927418125,1.2362768774952562,0.004091623245718979,180.0,100.0
1000,789.4393867251283,8.794044513543549,1.2568029642725629,0.007483315942643556,180.0,100.0
1100,789.2724122856458,9.88532581672102,1.4939423498470887,0.008894285233112715,180.0,100.0
1200,787.8238956073908,10.140337484742583,1.5799172219160296,0.00904533340500955,180.0,100.0
1300,786.7740480556711,10.864318691113013,1.638855299738173,0.013202096211220602,180.0,100.0
1400,786.3952310165597,12.237742403248074,1.9304063336679125,0.014834572081772189,180.0,100.0
1500,785.5995944625145,13.057471260419913,1.9118024707428167,0.017180866587638184,180.0,100.0
1600,783.9998275218628,14.182153360199074,2.162040724805418,0.02008966878834741,180.0,100.0
1700,783.28058256885,14.87517990513335,2.140940313198499,0.018921256276846245,180.0,100.0
1800,781.4746092049211,15.077509783342283,2.27583481355376,0.022477407777872722,180.0,100.0
1900,781.0379166236063,16.207127542017517,2.4715863564662697,0.027388645711006986,180.0,100.0
2000,779.9212238696024,17.549627170557613,2.5507654034722256,0.02921820623471137,180.0,100.0
2100,779.3091424630367,18.625579175314147,2.8053162145548107,0.030169419610050964,180.0,100.0
2200,778.5684394706108,18.92605562024759,2.8300679612759216,0.0363452539710264,180.0,100.0
2300,777.2437294107727,19.45469900997855,2.9345510639501944,0.040203500836615697,180.0,100.0
2400,775.5327189802641,20.929749342310416,3.1945227854890055,0.0416474203539809,180.0,100.0
2500,775.4394842124192,21.737407805812627,3.161328887763207,0.04783652681446468,180.0,100.0
2600,773.6194401571677,22.866471888504925,3.3164140821204007,0.049033821479375864,180.0,100.0
2700,773.5299616285423,23.323912365623098,3.4045860701985893,0.05144602377304351,180.0,100.0
2800,771.7103104753646,23.986408712974136,3.521734321067698,0.05609549008467794,180.0,100.0
2900,770.7276209265912,24.52361020955645,3.824853676095129,0.05992867992784747,180.0,100.0
3000,771.044447761625,25.593523343517326,3.810264630695492,0.063280602913126,180.0,100.0
3100,769.0152861596076,26.835749000351587,4.013299932376408,0.0709644660860204,180.0,100.0
3200,768.732526084488,27.42058119590256,4.192241735560138,0.0731212780134561,180.0,100.0
3300,766.8692358987045,28.47883583061611,4.2568289025065456,0.07669047200720501,180.0,100.0
3400,765.9160711042383,28.384495934412968,4.354858349200182,0.08434135732771839,180.0,100.0
3500,766.1615507331716,30.346521748739736,4.5596420381802965,0.09027691159869622,180.0,100.0
3600,764.1871079784526,30.40953211819162,4.628042325880703,0.09257847680350764,180.0,100.0
3700,763.2333507289917,31.650312027840474,4.734286444960075,0.09606857340288277,180.0,100.0
3800,762.1692343183114,32.272682437971575,4.898393919862217,0.10346295762301022,180.0,100.0
3900,761.375163611597,32.778227318160795,4.953941492555814,0.11179210693663003,180.0,100.0
4000,760.4887357412475,34.00954386091198,5.165075697184384,0.11680606174699341,180.0,100.0
4100,759.9430090618839,34.9012557757599,5.282995919265325,0.12155623460265709,180.0,100.0
4200,759.744586363301,35.979985333982775,5.245021980756488,0.12889263721725286,180.0,100.0
4300,758.5524921669069,35.85996650735478,5.4982000544024565,0.1297807614121161,180.0,100.0
4400,756.9799879966295,37.230711660266635,5.648537261353001,0.13826451202528822,180.0,100.0
4500,756.0900506012753,37.68829078199477,5.6859115057807355,0.14525703250446736,180.0,100.0
4600,755.3732713097357,38.40044760448981,5.725152563914788,0.15236444960615925,180.0,100.0
4700,754.4250165352014,39.47653459978111,5.8253516358580155,0.15488768477383064,180.0,100.0
4800,753.3309543053589,40.871295977597676,6.113970301453863,0.16279760414450847,180.0,100.0
4900,753.26498021138,41.458912920111885,6.181226946983108,0.17136027059106482,180.0,100.0
5000,752.1037522497703,41.684358299987615,6.224035274081254,0.17880582205576523,180.0,100.0
