miliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA
0,1.7995829792396574,118.59771201841417,-1.0127615125291378e-05,-0.0004111907933519287,0.0001835435109560043,24.00028356487363,0.0027003483065566915,9.4,209.00291532569304,-0.003060944392315003,4.48661995624194e-05
100,1.7990752682531277,118.59792249295961,0.001160407546431222,-0.0003090875609526233,-1.5194165013638003e-05,24.002605618048882,0.0016884105698010078,9.4,209.00621483220365,-0.005847293331543126,9.758890910098309e-05
200,1.7976034525113147,118.59814184401951,0.0023324996161447117,-0.0003331562512270299,7.89143607531121e-06,23.99816406902665,0.0010463697060739538,9.4,209.00015959153018,0.0003398015522806067,-0.00012947805532476848
300,1.7962210963425365,118.59846793986608,0.0036013575358702014,0.0005412276722216089,9.960744082605877e-06,23.997126925928324,0.007342846029945912,9.4,208.99417745273294,0.004368159853745326,0.00010151555322717824
400,1.7952238056742726,118.5987527620836,0.0046201305948755465,0.000568581426050713,-8.577516686407838e-05,23.997103993281122,0.008445170984512524,9.4,208.99454369668373,-0.003598306570168267,-6.7786023126584806e-06
500,1.7930843061583193,118.59832260711335,0.005687564991850502,0.0002965991506375875,0.00011789618407211975,23.9925133250616,0.005490686887558742,9.4,209.0034139996878,0.00195959913507762,0.0001073200722309519
600,1.792492978405374,118.59836466964302,0.007031129532786777,0.0005610174925640382,6.731218296205264e-05,23.98750504532681,0.011158571357476325,9.4,208.99946669356572,0.009129897036762818,0.00010024569575805464
700,1.7914620295124932,118.59856977094789,0.008171960715907265,1.9038531439107811e-06,-0.00013069442188780441,23.981522823510133,0.0185112314291376,9.4,208.99412165780927,0.0069537373056135846,7.31527303709715e-05
800,1.7903471419137573,118.59850668302863,0.00914036746985884,2.4610224206186816e-06,8.787417932642623e-05,23.97672849008008,0.017466195983512615,9.4,208.99908841834048,0.0032375103100164538,-5.9041595791124694e-05
900,1.7891033182387306,118.59827408005746,0.010083693766340445,0.00033082933533814174,-6.0579982042340965e-05,23.971296281164566,0.02637072524093585,9.4,208.99704421685718,0.0041560715657342874,-1.2109211905013677e-05
1000,1.788130773180463,118.59851260434289,0.010762442905605,0.0006022480989235089,-5.1915242317501825e-05,23.965268168043686,0.03590047385370102,9.4,208.98514835706277,0.014558250755734057,0.00011206319544001912
1100,1.7869248134839124,118.59853137318828,0.011601731690134464,0.0015593329038216732,1.867692683410871e-05,23.963049622971415,0.041682671909609295,9.4,208.9797970718917,0.015214118808228516,6.524151754835759e-05
1200,1.7855906397091836,118.5978464594593,0.012624354152521248,0.0020347488280370494,0.00017189040334172727,23.95831399412858,0.044935315753126606,9.4,208.98605906581886,0.02318845221330666,0.0001805716613421081
1300,1.785295947819045,118.59815764699908,0.013077319610597783,0.002134280624600629,-4.344891084185739e-05,23.953447111119996,0.05001513436336996,9.4,208.98062067549122,0.017054150912359317,0.00010052174325801092
1400,1.7838719570250512,118.5973766923502,0.013762696078336694,0.0023440916820258073,0.0003419325600505137,23.93979301391712,0.057364353298973575,9.4,208.9723596731408,0.027416113883758562,0.00017322334752012625
1500,1.7827275372042566,118.59761565598207,0.014194347136438619,0.003780439794346805,0.0004242999746068146,23.936380317292386,0.064822941754924,9.4,208.96561680537113,0.03624658949014767,0.0001704529723609697
1600,1.7820546483741286,118.59753226252099,0.014504110383731915,0.004187130216931394,0.0005120595916224585,23.928060502832086,0.0660439753196608,9.4,208.97088459367401,0.035786943181196566,0.00017537351174058135
1700,1.7813635462022035,118.59696229973173,0.014642011119730968,0.0051242522878287705,0.0003740625494917707,23.92641951724844,0.07978671665375585,9.4,208.95710894445656,0.045102934766505905,9.99448303084211e-05
1800,1.7805701227508937,118.59650644489368,0.014667945659506897,0.005455723102390342,0.000667435345757925,23.918423993667968,0.08251226381954022,9.4,208.9569785455209,0.053500261252763005,0.00036951339554545655
1900,1.7790674205304398,118.59602751778039,0.014673489220430339,0.0062520535192319366,0.0008663455474363037,23.911871658041356,0.08864596977088916,9.4,208.94859252793003,0.05588351415331551,0.0002694273045946113
2000,1.778038393090084,118.59616822407405,0.01456640916857653,0.007599752361036836,0.0011410414844867497,23.902311677025512,0.09553692602603674,9.4,208.93222379994086,0.06045814948109501,0.00040830105974547616
2100,1.7777833794798124,118.59564788902769,0.014479643668327258,0.008890437254025742,0.0010952696827441193,23.89460039138476,0.10746484798919122,9.4,208.93249233630465,0.07680293887983307,0.00041699940170765015
2200,1.7769852046415824,118.59525883044978,0.014242825932576812,0.010362467545172584,0.001535612813887202,23.889574641320934,0.10775590869630564,9.4,208.91279299261794,0.0738434100714972,0.000689192189922865
2300,1.7766116578169568,118.59508899756797,0.013780433074814712,0.011206664686328246,0.0017420574013710635,23.88123377250094,0.11570383564997296,9.4,208.91493489234034,0.08933741753892026,0.0006598302064140949
2400,1.775778769541219,118.594319897902,0.013703704733858964,0.012492462658994424,0.0022328082980013577,23.87587710380894,0.1227815656039367,9.4,208.90767154177698,0.09527536671354554,0.0007184612147005113
2500,1.7745420965196808,118.59366865859731,0.013344492264833538,0.013553362577713507,0.0022734160959399998,23.87227768667423,0.12945066271643707,9.4,208.89492995605178,0.11594020814559992,0.0008398690510040016
2600,1.7736591028441742,118.59378929517288,0.012835094983329604,0.014056037170872398,0.0026100507467700412,23.864343765333913,0.14117895170774072,9.4,208.88131712108412,0.12648628371608636,0.0011334706371492042
2700,1.7731120899332524,118.59325814100667,0.012141570913095888,0.015763990589182666,0.0028804321862565623,23.857446498311052,0.1443175476858784,9.4,208.87024750066146,0.1323399102850636,0.0011399044007305342
2800,1.7731425164118877,118.59268393595326,0.011928649491409381,0.016915858331684824,0.0035905118956721235,23.847579585835383,0.1509607109764622,9.4,208.85565743799182,0.14625270977228516,0.0012898909387099552
