miliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA
0,1.800549941094592,118.59787054391064,-5.00675709278516e-05,0.0004537061001943447,0.00011450609745001138,23.997052622562066,-0.0014189505799132966,9.4,208.9947375150867,0.0006929771496078317,0.0001266635153217003
100,1.7988412711880513,118.5980715233323,0.0011189700641225612,-1.119945205825265e-05,-0.00019952458815572808,23.999368562958214,-0.0013444193193393377,9.4,209.00200671483066,0.007478215405583935,-0.00010564631433747225
200,1.7967483284376764,118.59822980938787,0.002244721653147678,-0.0004655845260972777,-0.0001824387315865644,24.000015035228344,0.0009331816807609185,9.4,208.9962440820921,-0.00478201912146772,-6.12798932434866e-05
300,1.7958792898140443,118.59820136909667,0.003611920997439297,0.00022578523818580313,1.4417341164172069e-05,23.996525379672676,-0.000713387910769699,9.4,208.99746262781187,0.0007735215386142679,1.0754757654083683e-05
400,1.7946466770657294,118.59826303750735,0.004617734872612956,6.188119746915352e-05,-0.00020701831251528758,23.990597807215586,0.004096191297263237,9.4,208.99847268815873,-0.0013752441282805883,6.573814534302948e-05
500,1.7934441911377814,118.59860821806441,0.005995708258835285,-4.942709857593168e-05,-5.7634419811824854e-05,23.988892763658736,0.0125156508388191,9.4,208.99213626459837,-0.0049558073344400395,2.467268383456237e-05
600,1.7924874627197835,118.59860038794275,0.006865006965130413,-1.7729108809383127e-05,-8.484978858358241e-05,23.98298958916331,0.01291249546681337,9.4,208.99795197340808,0.0010270742264234277,1.1724081857920936e-05
700,1.791582380674184,118.59891012820859,0.008084791662489491,0.000744673074211345,0.00020558352880515655,23.980275808447928,0.015761259339863783,9.4,208.98931815949356,-0.00039073331598013083,-1.8983815819849373e-05
800,1.7895065638338552,118.59866518216006,0.009160759202403274,0.0006910173729579589,-3.575886035664793e-05,23.978436834719396,0.02251358271983469,9.4,209.00209881543634,0.0023428885282256984,-0.00011924866074819967
900,1.7892072972241349,118.59872395298979,0.00988708978618367,0.0009574026958893891,4.0042649189295095e-05,23.97187643370568,0.027111596317432863,9.4,208.9959062351262,0.012654490637309316,2.194291589488711e-05
1000,1.7874104090068452,118.59818710420035,0.010987329985206972,0.0012019933499546128,-0.00014928407072576936,23.964080807087775,0.033222743856337944,9.4,208.98352039443134,0.008861515145390669,0.00013617582647567028
1100,1.7863894773112712,118.59842873676992,0.011714613692882498,0.0008716822436721566,0.00016705534088272284,23.966703865473363,0.03459876763207241,9.4,208.9805717899756,0.006571707457867119,1.222342034607439e-05
1200,1.7853979772317137,118.59837433154787,0.012332966339591814,0.001840491974779447,-3.189136048061073e-05,23.957090389989755,0.04369917214924954,9.4,208.9825015203982,0.02122245790133333,5.747434484708777e-05
1300,1.784924571640133,118.59763060208695,0.012989423288203041,0.0021795067613301087,0.00020522088236874875,23.95332676586044,0.05221374614986188,9.4,208.97384035858408,0.02077702271223829,0.00019348702479944334
1400,1.7843042735315284,118.59751548327066,0.013451117068781934,0.0023104274347816485,0.00011634884949140267,23.94160081523146,0.05579343214432644,9.4,208.98130226729515,0.017647694609852917,0.00010164222785146086
1500,1.7828910291117963,118.59756296502209,0.014004744060727032,0.0034676193168194083,0.00011484039399395577,23.937358107937015,0.05884794628070527,9.4,208.96702609188137,0.03542896447247696,8.395714995132724e-06
1600,1.782138820584645,118.5973285786192,0.014272965079751489,0.004010139092764335,0.00047494922123829684,23.931776460487868,0.0703394659716355,9.4,208.970450355115,0.03842313513041768,0.00012600072825176255
1700,1.7814646419840496,118.596719019714,0.014466396715171524,0.004290042301110732,0.00045411130206450404,23.92116863983341,0.07662225796330156,9.4,208.955037102663,0.04026528745376477,0.0001790134591070271
1800,1.780473976295474,118.59653937983671,0.014795938929050479,0.006147638245699721,0.000664075126811301,23.914904951654357,0.08199668722869888,9.4,208.95880404874674,0.04047292227306536,0.00028426438282331255
1900,1.779634654855624,118.59620195003804,0.0147295942863307,0.0063549071576256624,0.000980695681689509,23.905773223141576,0.09063628138431633,9.4,208.94228558648123,0.06125595395958838,0.00030457227311413306
2000,1.778781622555157,118.59578893334763,0.014756560505788024,0.00797203567647425,0.001100318640036255,23.901411989905466,0.09848033219492934,9.4,208.93796862079543,0.05954563101077039,0.0003647903670832744
