milliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA
0,1.7997216019331503,118.59823275350564,-0.00018546880737475613,-0.0001867378247639744,8.513881743361453e-05,24.00417983095016,-0.000507171251705233,9.4,209.00743432340536,0.003505169508059504,-6.919244813232609e-05
100,1.799019344487703,118.5981773825083,0.0013684987315323305,-0.00019304888633125302,6.662886645374763e-05,24.003441555589802,0.0011709043682684521,9.4,209.00329166111214,-0.005010379987029502,0.00010846147133249094
200,1.7974209630875368,118.59831517330419,0.0025167396528535334,-0.0003651434418336955,0.0001392800502357261,24.00078443479754,0.0008799398012309882,9.4,208.9963071881029,-0.006712085101899768,3.459479638705542e-05
300,1.795922993158429,118.59838321338972,0.0036692472913335797,-0.00036946884827506783,-0.00010498868418464907,23.995593650033342,0.006270717323940835,9.4,209.00527979269256,3.819144466093283e-05,-8.087279906942743e-05
400,1.794277352363936,118.59851868301696,0.004697069651874264,0.00025295150512709733,0.000198613703739116,23.990830504248898,0.008125955101190258,9.4,208.99383762398864,0.004500307323913675,-2.7490146950636758e-05
500,1.792978244008571,118.59864383486575,0.005862535038875624,0.00016254552905401853,-0.00016895891550182946,23.98971125076701,0.007362995840011284,9.4,209.0006393452094,-0.0006180204241176715,3.726761778657791e-05
600,1.7921343772405656,118.5987803490857,0.006854200343065257,-0.0003890149432796295,-0.00015274201636915655,23.98829137124453,0.015333646512505131,9.4,208.9933518158223,0.006754731558047152,-5.961421786416791e-05
700,1.7914134190202144,118.59830091588674,0.008017690057258662,0.0001399355574310858,-0.0002139740201886646,23.984937889627403,0.020087566940157606,9.4,208.98938761591273,-0.0008793970170556014,1.5742297566511043e-05
800,1.7899021888235387,118.59831414666057,0.009161198682751582,6.711553295262222e-05,0.00013774088333092863,23.974979684370187,0.02138815468721288,9.4,208.99976907464637,0.005388162938619626,2.389644941010838e-05
900,1.7887259070453656,118.59827570918348,0.009914673211895857,8.467813128706345e-05,-3.250517056327763e-05,23.972556332055095,0.029598093960572492,9.4,208.99543738798815,0.012575136018031344,4.3703751783651355e-05
1000,1.7881962830998348,118.59809101470255,0.01094747022614273,0.0006569784172811687,3.689127759336375e-05,23.967479983873538,0.03466907800880645,9.4,208.994729844596,0.011183959934291696,-5.806884458901121e-05
1100,1.7866527614081602,118.59804648200938,0.011563201278257154,0.0016825226288969166,3.6813075111849806e-06,23.95943563345417,0.0414737790294371,9.4,208.99010270131416,0.01631430548717275,6.153471316543328e-05
1200,1.7861717497297842,118.5983993151828,0.012294589736918677,0.002093135450705701,0.0001913872434240782,23.954760182992164,0.041640059195059184,9.4,208.98613949423918,0.02376660585321447,7.029279861287812e-05
1300,1.7851713364629025,118.59760692970808,0.013250868953550456,0.0018430889363163115,-3.286863400424133e-05,23.947387292972305,0.05277496021838165,9.4,208.98708793120858,0.02428707690607528,0.0001328698000979714
1400,1.7834289151860927,118.59790953076902,0.013776465743876684,0.0026720977096185558,0.0001480720743319314,23.947430935477932,0.051963614884132536,9.4,208.9734839706213,0.019953242697456876,2.0751454461228204e-05
1500,1.7828607508361178,118.5976843625855,0.014131084376109968,0.0033343219825850414,0.0002449288096614934,23.940696646554436,0.06522394840027254,9.4,208.97467632071698,0.026027354855654796,1.1011255558155834e-05
1600,1.7824312444141024,118.59721475887498,0.014460032460435611,0.004261680860759101,0.0006190079353850457,23.934793161674023,0.0693003138539516,9.4,208.9691094271365,0.030370419123053268,0.0002717027829816879
1700,1.7805073894183774,118.59670870131335,0.014749875197455237,0.004607371050468009,0.0005122146058535947,23.92035351481897,0.07623797791810337,9.4,208.95125416075197,0.035413468521178396,0.00034816604578373646
1800,1.7800350897933244,118.59637455163349,0.014527433301088289,0.005558942441440463,0.0007228138833112182,23.919332233203082,0.08724472280962212,9.4,208.95602518183978,0.05359804758389064,0.00023342251571146
