miliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA
0,1.7997440361877861,118.5977060202226,0.00010455806208799373,-0.000361790034056301,2.4049515810965836e-05,23.99835336731981,-7.547266931693311e-06,9.4,209.00553144292707,0.004826549161471394,-4.742070620227461e-05
100,1.7984591160086203,118.59833893637584,0.0011106910129216284,-0.0005081922856705919,7.256761334829218e-05,24.00146565551468,0.003995210479256969,9.4,208.9997082584726,-0.0021235868279394013,-2.1665580230714096e-05
200,1.7971089738956256,118.59812964243629,0.0024880580770411834,-4.020136102776066e-05,0.00018869898439429232,23.994534199083606,-0.0011562758397424538,9.4,209.005782878733,-0.006091695790323647,8.425043932454094e-05
300,1.7964385649215608,118.59849072120653,0.0037235533284513734,0.00027290752780187997,0.00011799872448247449,23.997281203172616,0.005214304136286225,9.4,208.99313960866937,-0.006234700946712185,5.668252893602672e-07
400,1.7941820038726917,118.59829371887209,0.004787700826676316,0.0005316413329631602,-2.3818447910513177e-06,23.997344830487226,0.0075934196704079806,9.4,208.99822922387133,-0.00043472273273522245,-9.437704705820222e-05
500,1.7932818746655417,118.59858280462191,0.00580122064236749,-0.0002356228888840413,0.00021842874624861518,23.990171404783144,0.007313248305756637,9.4,209.00071347125785,0.0029400830514926674,-8.821156825029033e-05
600,1.7923355752802483,118.59843740974355,0.006841265905826208,0.00048610995898701597,3.777134000739878e-05,23.984552290541394,0.016158780214465457,9.4,208.99101774122755,0.008064649042415861,-5.9454246183663804e-05
700,1.791174936298227,118.59874043519045,0.007906670893166351,-0.00015824958484696029,-5.5470232216314126e-05,23.981771938483455,0.01413777637261461,9.4,208.99017445549,0.008208297542929854,-3.186137224343621e-06
800,1.7898030485065684,118.59859323259268,0.008911593820874577,0.000415885720896045,-0.00012353878002902398,23.9799239318552,0.021630495181571965,9.4,208.99012357980766,9.769681293931003e-05,-8.397124702389648e-05
900,1.7892022182928065,118.59855418832146,0.010109741245374327,0.0006068627008096863,0.0001578354766443743,23.977115380006417,0.02379154171508401,9.4,208.9909619019736,-9.693737223367277e-06,0.00011244305434555564
1000,1.7878309107444255,118.5986758845746,0.010767967077550577,0.0008716809536292369,-4.081918369303353e-05,23.97046624074994,0.03386272065072598,9.4,208.98967489801777,0.011409677860542117,0.00012359796574880265
1100,1.786816425900933,118.5981476783787,0.011897237170100343,0.0011038677759845385,-0.00011539074027142857,23.96437135131015,0.03901141525351982,9.4,208.9904361284515,0.012629407032743411,6.401788139523336e-05
1200,1.7858563020262161,118.59837401117657,0.012661063511540761,0.0010836341594211713,7.630484273293885e-05,23.958157894867067,0.040164460520115394,9.4,208.97714145437502,0.02167822544905617,-5.3475650795094876e-05
1300,1.7848837964081115,118.59758249713698,0.01324371725310504,0.001601317070568957,0.00037962504840517567,23.951421999505754,0.047435871827247386,9.4,208.9723124659594,0.021727375659029637,8.24642470415821e-07
1400,1.784060464204258,118.59792823635202,0.013537944693239636,0.0029743131108725313,0.00028814842344992324,23.945852155736837,0.057789718511338434,9.4,208.97718205340328,0.021434130688462553,0.00010537545428604918
1500,1.7832021622211867,118.59741468187156,0.014248817670384497,0.003729905055493259,0.0005445448655926507,23.94123756520268,0.063775337513852,9.4,208.97740916296692,0.035634304291701405,0.0001499086334361569
1600,1.7822772050054945,118.59738703243231,0.014223206722056366,0.004437622316838636,0.000516793002875652,23.93339950573326,0.06540087802644017,9.4,208.9712322054938,0.03835603438255412,6.505407029570184e-05
