milliseconds,T,E,I,S
0,1.0,1.0,10.0,0.0
100,1.018161959005108,1.0005309078987492,3.6790850335871053,1.8333309698507425e-13
200,1.0366537731294707,1.0011242715005408,1.3537945020162219,2.574963485496789e-13
300,1.055481434134675,1.0017810673139773,0.4983653678858716,2.9174584888957144e-13
400,1.0746510415648147,1.002502289733687,0.18367640573522323,3.1156700922664194e-13
500,1.0941688057381462,1.0032889516396488,0.06791485821638726,3.263449711334605e-13
600,1.1140410497587165,1.0041420847611657,0.025334961466026804,3.3954203396069717e-13
700,1.1342742115645101,1.0050627400286924,0.009677317483293412,3.524419673350185e-13
800,1.1548748460127836,1.0060519879251615,0.003923999346186307,3.6552747127906086e-13
900,1.175849627003266,1.007110918841147,0.0018144461079532767,3.7898693011438026e-13
1000,1.1972053496399055,1.0082406434355542,0.0010455231044925897,3.929008512891872e-13
1100,1.2189489324318679,1.0094422930025124,0.0007699560471728209,4.0731046712697296e-13
1200,1.2410874195344945,1.0107170198448114,0.0006760550946627373,4.22242987086692e-13
1300,1.2636279830309496,1.0120659976540765,0.0006491568551654234,4.3772090335744047e-13
1400,1.2865779252552918,1.013490421897832,0.0006470862801747188,4.5376543008610834e-13
1500,1.3099446811577309,1.0149915102135938,0.0006543336168059789,4.703977855881715e-13
1600,1.3337358207128012,1.0165705028101175,0.0006651957388965357,4.876396814660296e-13
1700,1.3579590513713027,1.0182286628759398,0.0006775819243091555,5.055135203553033e-13
1800,1.3826222205567884,1.0199672769953512,0.0006907287853531536,5.240424875272921e-13
1900,1.4077333182070875,1.021787655571873,0.000704358742127467,5.432506039736319e-13
2000,1.4333004793629303,1.0236911332595944,0.0007183786242422798,5.631627658045044e-13
2100,1.4593319868028876,1.0256790694022266,0.0007327594055413728,5.838047797915137e-13
2200,1.4858362737208435,1.027752848479254,0.0007474909883596003,6.052033979723799e-13
2300,1.5128219264677805,1.0299138805628043,0.0007625851151608132,6.273863524660247e-13
2400,1.5402976873271617,1.0321636017801248,0.0007780492613205026,6.503823919224391e-13
2500,1.5682724573431905,1.0345034747848747,0.0007938900642364628,6.742213186630066e-13
2600,1.5967552992048852,1.036934989237724,0.0008101185905784955,6.989340272369127e-13
2700,1.6257554401864496,1.0394596622963386,0.0008267481459264094,7.245525446237577e-13
2800,1.6552822751385983,1.0420790391138661,0.0008437907590403774,7.51110071826778e-13
2900,1.6853453695422207,1.0447946933478125,0.0008612587613402124,7.786410270010996e-13
3000,1.7159544625359124,1.047608227664563,0.0008791612719373015,8.071810884370421e-13
3100,1.7471194701409773,1.050521274276833,0.0008975118004031846,8.36767243083597e-13
3200,1.7788504884737957,1.0535354954790102,0.0009163257272441031,8.674378341507416e-13
3300,1.811157797005591,1.0566525841904009,0.0009356175219476104,8.992326100009554e-13
3400,1.8440518618768735,1.0598742645075967,0.0009554004612622569,9.321927753516613e-13
3500,1.8775433392855547,1.0632022922691236,0.0009756883825029509,9.663610450922049e-13
3600,1.9116430789447907,1.0666384556317208,0.0009964966153788283,1.0017816999900118e-12
3700,1.9463621278442549,1.0701845756971948,0.001017841333997874,1.0385006473398942e-12
3800,1.9817117349503537,1.0738425072957687,0.0010397385766237656,1.0765654919978224e-12
3900,2.017703351430939,1.0776141390235348,0.0010622055896381316,1.1160255491129182e-12
4000,2.0543486373828257,1.0815013943636906,0.0010852593707741552,1.156931955042552e-12
4100,2.091659464080646,1.0855062320613633,0.0011089179403131258,1.199337723274831e-12
4200,2.129647915146776,1.0896306463185883,0.0011331996059782566,1.2432977572280416e-12
4300,2.1683263015851386,1.0938766692999824,0.0011581234882725722,1.2888691195759746e-12
4400,2.2077071532223917,1.098246369706295,0.0011837093049747154,1.3361108546353018e-12
4500,2.2478032470879454,1.1027418575045276,0.0012099776785466493,1.385084454579025e-12
4600,2.288627550672577,1.107365274470731,0.0012369495188388525,1.4358529715434476e-12
4700,2.3301932932385307,1.1121188060755178,0.0012646466863065354,1.488482238035571e-12
4800,2.3725139762624066,1.1170046832246443,0.0012930920508951234,1.5430410777041878e-12
4900,2.4156032533455223,1.1220251622431001,0.0013223085578080167,1.5995990970158656e-12
5000,2.4594750934662395,1.1271825520853511,0.0013523204269763314,1.6582298418398118e-12
