miliseconds,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul
0,0.10000575930010576,4.745003220589398e-09,9.999999933046132,-1.219858073208814e-08,-4.9465766213274214e-06,3.956181322630844e-06
100,0.09998299939889403,1.3975839398611784e-07,10.000000004064288,3.934138846433506e-08,1.5385947221028155e-05,2.1850659602226335e-06
200,0.09996047962839694,2.6980342956485905e-07,10.000000025430996,-2.9290277216948754e-08,2.352473916791959e-05,1.4399036328773715e-05
300,0.09996237406067837,3.696027804233524e-07,9.99999987475977,-2.591617478086374e-09,2.4324050904728427e-05,1.4387479737279575e-05
400,0.09993453402523748,4.894816731669131e-07,9.999999954987635,9.849903464230378e-08,3.272625507720917e-05,2.3053607579015065e-05
500,0.09991594859444493,5.56015147351843e-07,9.999999849217991,1.412390646206177e-07,4.4878038032591345e-05,3.204669824107127e-05
600,0.09990222765804281,6.433873496458758e-07,9.99999972444021,1.7452590841997415e-07,4.84795336319372e-05,3.915389639402418e-05
700,0.09988773961875345,7.357975690461832e-07,9.99999964548478,2.9509931008531096e-07,5.73239414421746e-05,4.455005558302704e-05
800,0.09988944074076653,8.024417982949901e-07,9.999999660798213,4.303514498790639e-07,7.67234794217115e-05,4.873160751472211e-05
900,0.0998681520533738,8.642808726156181e-07,9.999999477701303,5.243530069196074e-07,8.15454892519031e-05,5.392707472459722e-05
1000,0.0998457214552187,8.933936062497657e-07,9.999999544370194,5.976710653821076e-07,8.512190279802824e-05,5.8249662153910333e-05
1100,0.09983948729301788,9.692119931183101e-07,9.999999302046856,5.788654163430958e-07,0.0001064140652398138,6.36373485997049e-05
1200,0.0998120539461863,1.016101248483193e-06,9.999999258270504,7.293833823087105e-07,0.00011373462410111819,6.754933637894102e-05
1300,0.09980274016115495,1.0490150069365136e-06,9.999999261800731,9.106350446020791e-07,0.00011722237990870898,7.191142712062956e-05
1400,0.09977981213534792,1.0805102138482355e-06,9.999999038975046,8.581248133964261e-07,0.0001249850752405896,8.54855079477782e-05
1500,0.09976390443305497,1.099751121474371e-06,9.999998888680127,1.0851170006274056e-06,0.00013576359216206348,8.995494654029802e-05
1600,0.09975305125762558,1.1282329765626853e-06,9.999998873630135,1.1589472938974396e-06,0.00014585272926038081,9.537557789595316e-05
1700,0.09974636416483998,1.1672333125461247e-06,9.999998757545955,1.343624244562605e-06,0.000152709056030023,9.890809439295628e-05
1800,0.099731452127444,1.203690427540172e-06,9.999998614782482,1.416763749372877e-06,0.00016447329727880785,0.00010816781426737757
1900,0.09971602837748351,1.2137050078212721e-06,9.999998521718855,1.447170141010443e-06,0.00016938184795771115,0.00011440352021288512
2000,0.09970395417801985,1.23666468727071e-06,9.999998365267157,1.6551440556392294e-06,0.00017590121945394553,0.00011588208645502235
2100,0.09968098591394443,1.2479046352409512e-06,9.999998326374556,1.7204489877041978e-06,0.00018415055708637841,0.0001193323255031501
2200,0.09967424005077424,1.2882256815704582e-06,9.999998070469431,1.8756825730362095e-06,0.0001971797100982505,0.00012714216998201784
2300,0.09964539975929268,1.2824168377098934e-06,9.999997995433146,2.0206286510369375e-06,0.00020516866090949847,0.00013783804138168125
2400,0.09963617365429765,1.3147879990508701e-06,9.999997834669784,2.21268349989479e-06,0.0002116628817480018,0.00014106113318813727
2500,0.09963312520028511,1.3353409202068958e-06,9.999997790271317,2.260356696231913e-06,0.00023274569561781836,0.0001447290729297929
2600,0.09961567148265182,1.3116559023697904e-06,9.999997518262523,2.4155406111523952e-06,0.00023514107052449135,0.00014887967856975503
2700,0.09960423227914363,1.3403684640273336e-06,9.999997479730254,2.4815935024309924e-06,0.0002430625091961,0.00015561792869634656
2800,0.09957937244450844,1.3634300016898141e-06,9.999997360338288,2.586792357308318e-06,0.000260434911672594,0.0001664246159820882
2900,0.099568602736047,1.3519062410194502e-06,9.999997171281606,2.7541746095038787e-06,0.0002659801631555865,0.00016768525411589854
