miliseconds,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul
0,0.09999279559084032,-1.3052227266946473e-08,10.000000056897669,-4.362839479678377e-09,5.247136288235101e-06,-1.9542818281614096e-06
100,0.09998349274807898,1.4418917915136355e-07,9.999999920045942,5.762896589061311e-08,6.365997161058467e-06,9.941376036627389e-06
200,0.09997924588094526,2.597977991670705e-07,9.999999970967384,1.0632933418615675e-07,2.126209962413595e-05,1.0473676855373827e-05
300,0.0999607862015074,3.8175679987318634e-07,9.9999998508963,1.4579207147585208e-07,2.0569992094637242e-05,1.6569970494767645e-05
400,0.09994939376608947,4.806777294499222e-07,9.999999855416604,8.955557886262463e-08,3.8488805928373145e-05,1.918839719282494e-05
500,0.09993277167541172,5.583194951623608e-07,9.999999811571309,1.430039197945153e-07,4.740206902406763e-05,3.191408687506296e-05
600,0.09990269274886075,6.376395190246083e-07,9.99999985929593,1.4001334197758366e-07,5.488211002583927e-05,3.8007218716856824e-05
700,0.09989355283659923,7.152875295539464e-07,9.99999973446791,3.603845451665546e-07,6.20315634278217e-05,3.846494139816665e-05
800,0.09988750688786743,7.967024006741632e-07,9.99999961451577,3.3898176740570495e-07,7.181945886671537e-05,4.3390353318255095e-05
900,0.09987182972637228,8.607757820901951e-07,9.999999627442122,3.60873307738258e-07,8.483802645836672e-05,5.073859993090785e-05
1000,0.0998491986122073,9.177276145664764e-07,9.999999515064633,5.290858884966446e-07,9.163042174734176e-05,5.4213100987849916e-05
1100,0.09983954672371517,9.616764764651128e-07,9.999999452922331,5.392869813727762e-07,0.00010459201231477747,6.210255983819442e-05
1200,0.09982385335996002,9.870285243159968e-07,9.999999194626172,7.175485375905202e-07,0.00010497981135034741,7.280580214643359e-05
1300,0.09979787623221177,1.055316189449022e-06,9.999999178611851,8.509966227039436e-07,0.00012052719111721796,7.87685093454276e-05
1400,0.09978827636463336,1.0770940913998668e-06,9.999999152069883,1.0052888032120783e-06,0.00013172031400535754,8.264572394315684e-05
1500,0.09977914367556258,1.133609418154498e-06,9.999998957017494,1.0244865628290647e-06,0.00013157142641109646,8.54118223043514e-05
1600,0.09976223922421813,1.1468596355224855e-06,9.9999988122859,1.0935057430229046e-06,0.00015049333789032487,9.709315452149697e-05
1700,0.09973888078249671,1.1755762385840972e-06,9.999998807999582,1.2749979644432664e-06,0.00015082243532324176,9.683325721738796e-05
1800,0.09973957390080841,1.187831465283916e-06,9.999998638688597,1.341402607231951e-06,0.00015807396136079287,0.00010567950063685038
1900,0.09972426049535876,1.2382306471145495e-06,9.999998438090406,1.5438303866448689e-06,0.00017618364701402878,0.0001139133829488767
2000,0.0996968099617192,1.2542214504652965e-06,9.999998426115184,1.6820934021012924e-06,0.00018035390141996099,0.00012087141307913528
2100,0.09969383103609436,1.2642771136257596e-06,9.999998333289245,1.8045249452008197e-06,0.00018638924329075177,0.00011944103022850166
2200,0.09967472895893499,1.2892811995844804e-06,9.999998073281365,1.8561148261029133e-06,0.00019543628706217723,0.00012770259507614547
2300,0.0996441130968465,1.300915807621204e-06,9.999997972011409,1.953292973973657e-06,0.00021396573098183885,0.00013361954915878458
2400,0.0996498638850511,1.290554772428734e-06,9.999997896846285,2.2235644545464703e-06,0.00021712825353996737,0.0001364252037242102
2500,0.09962821800043081,1.3037866835994797e-06,9.99999765541915,2.2802333949062605e-06,0.0002325215635023449,0.00014901829494995408
2600,0.09961188392868685,1.3246773666141002e-06,9.999997506294843,2.3351465412769485e-06,0.00023633624843165448,0.0001520626194514849
2700,0.09958270438178025,1.3429873699189354e-06,9.999997549916445,2.5096250108675857e-06,0.0002453552054323041,0.00015603973708411799
2800,0.09956789688553316,1.3612189153071796e-06,9.999997353825329,2.7183971561626714e-06,0.0002602684595849122,0.00016441912000013186
2900,0.09955274164545744,1.361096587749314e-06,9.999997167714806,2.8414570363950327e-06,0.0002647602855890192,0.0001665604351084001
3000,0.09954285617621161,1.3511583708330426e-06,9.999997028487016,3.0303658235170285e-06,0.0002765681001728054,0.00017755514103704815
3100,0.09953479693371778,1.3711621669171229e-06,9.999997006778079,3.0725751462833366e-06,0.00027913376008047733,0.00017641685771320183
3200,0.09951095143299075,1.3673148018490008e-06,9.999996702529774,3.1303588119663933e-06,0.0002929989634688702,0.00018314110467206222
3300,0.09950738838056493,1.3837323902517017e-06,9.999996601376733,3.2769960906033256e-06,0.00029776962751654353,0.00019511352937996002
3400,0.09949649191746775,1.3902338449282234e-06,9.999996432986817,3.536850590624343e-06,0.0003019625220273465,0.00020148506650225043
3500,0.09946968422363112,1.3805272851861126e-06,9.999996302890267,3.566909153464182e-06,0.0003224826482298962,0.0002078437484302
3600,0.09946237043038064,1.3851726681930556e-06,9.999996205477094,3.767426131898663e-06,0.0003241666176835244,0.00021145896274508353
3700,0.09945367022924195,1.3989679685290372e-06,9.99999616744707,3.894826082959819e-06,0.0003289074108176248,0.00021312918394390622
3800,0.09943974073641083,1.3914611973159453e-06,9.999995903109195,3.995772909648108e-06,0.0003464095507389284,0.0002224584624636846
3900,0.09941347044035553,1.3888231079899223e-06,9.999995824987016,4.265075809166906e-06,0.00034985246157474733,0.0002227790815763349
4000,0.09940241824938459,1.409305541403177e-06,9.999995722661962,4.261949259192231e-06,0.00035951252845109694,0.00023336090230401918
4100,0.09939260908443237,1.4211460726287958e-06,9.999995606120208,4.48314581355672e-06,0.00036598850021956887,0.00023532461826099071
4200,0.09937083296768098,1.427186452658886e-06,9.999995394193677,4.557896093995996e-06,0.0003824954841574914,0.0002412473889748529
4300,0.0993648721657642,1.4157732952806297e-06,9.999995159599134,4.733264902446064e-06,0.0003943394554377484,0.00025020395343154693
4400,0.09933448239117543,1.402546187378063e-06,9.999995163735026,4.971921684497463e-06,0.0004011266073400226,0.0002524270683279732
4500,0.09931784049318677,1.4108246274632957e-06,9.999994881487765,4.948650797558638e-06,0.00040942743699465213,0.00026579719465009597
4600,0.09930570326503145,1.4017275051550163e-06,9.999994792123857,5.141738709174444e-06,0.0004191061052777663,0.0002665513028702699
4700,0.0992888536315173,1.4355804619522965e-06,9.999994649035278,5.266717350872465e-06,0.0004236477606812962,0.0002703590856804956
4800,0.09927493589808693,1.404516132369439e-06,9.999994577251147,5.552607711787895e-06,0.0004403131579995641,0.000281273692530692
4900,0.09926893436390316,1.4045781618860695e-06,9.999994383117233,5.517746751882078e-06,0.00044937680466386584,0.00028868100411811237
5000,0.0992490036045896,1.4134381304360283e-06,9.999994292837481,5.8226143715821205e-06,0.00045780190081897505,0.00029236559256322716
