miliseconds,Fbna,FM,Thb,Fbni,C0,C1,C2
0,-0.0009903545914754233,0.1506924323772421,0.9999911567304449,2.4970586912620583,9.887291516077042e-08,9.747365443338766e-07,-1.4940344340051523e-06
100,0.009135486342220436,0.14762281831921534,0.9997828733695746,2.491695621912764,3.374784369003098e-05,7.637132769567592e-05,9.733429317303515e-05
200,0.01485162111117812,0.14642758991396743,0.9997722695443032,2.483005619103549,3.357335232456355e-05,8.0608964357571e-05,0.00011389220642176946
300,0.026899287279988898,0.14384395167636577,0.9997671034617525,2.4818643816316555,3.362524736523177e-05,9.319964242389686e-05,0.00011069735164134061
400,0.035637734936424685,0.14410516565564926,0.9997459022319618,2.4697364671863538,3.359954121043151e-05,9.95344721368934e-05,0.00011642008121898457
500,0.04316873755315717,0.14303417082120282,0.9997469192561983,2.466461646596502,3.343688418139985e-05,0.0001010995861663662,0.0001236096473207243
600,0.04848361906447596,0.14167349439451424,0.99972705192913,2.4607408809860485,3.342188983063746e-05,0.00010814406917593451,0.00013001720728197025
700,0.05684932419731097,0.14023709841132276,0.9997124707770098,2.4532891162914807,3.322740123063814e-05,0.0001148480493998705,0.00014772462796640155
800,0.06134193321353187,0.13963605128279055,0.9996966862553297,2.4524826570209677,3.310213849137917e-05,0.00012027089131302179,0.00014445972053233797
900,0.06633672233654588,0.138988761012373,0.9996747946232314,2.441023823298463,3.298533145333242e-05,0.0001229981534437311,0.00015569776258402308
1000,0.07526827562266752,0.14028120828695656,0.9996812079178409,2.43982878531838,3.2651992580358044e-05,0.0001341306307519438,0.0001596483258048743
1100,0.08341902792898204,0.1398531395335493,0.9996649229133978,2.425667318806861,3.281208857971281e-05,0.00013817573904525494,0.0001635606763757696
1200,0.08713679859524781,0.14069335297180197,0.9996565205688633,2.425485354851846,3.2554323380866316e-05,0.00014343572699273825,0.00017787378628613486
1300,0.09534912993556682,0.14039754304538893,0.9996392361632787,2.4189313775732644,3.277040336285612e-05,0.00014730094100766025,0.00018862649768475442
1400,0.10218717784141557,0.1400420487188465,0.9996223669349764,2.4074175192576632,3.2644686418562996e-05,0.0001540799678728087,0.00019724143931598994
1500,0.10106686126957456,0.1408561583562415,0.9996019009691395,2.402071762093274,3.256078733495371e-05,0.00015634446774480246,0.00019875544791702466
1600,0.1066072831427384,0.14142592064164156,0.9996000026912437,2.4007807630455384,3.2284189685757266e-05,0.00016323028829679962,0.0002063638754395019
1700,0.11583897823481175,0.14315028908204713,0.9995790341097566,2.3934154122728355,3.2060557899403515e-05,0.0001681307037593713,0.00020955818980075556
1800,0.11800715831438296,0.1424662610957776,0.9995628353179965,2.3874360189630366,3.240832085790978e-05,0.00017250779796960732,0.00021578843857051163
1900,0.12555602440718486,0.14335778259576396,0.9995488078161894,2.3789568501722607,3.193944605025255e-05,0.0001779272702035932,0.00022851407648634303
2000,0.12773181864630684,0.14459576315756734,0.9995533049509933,2.370987094866485,3.1988121320756975e-05,0.0001862502732431764,0.00023508858298270155
2100,0.13351305492210572,0.1465294511385391,0.9995416979791925,2.367789739708862,3.1794405626926085e-05,0.00019302478638922048,0.00024075058501427885
2200,0.14156363635619873,0.14850166506463303,0.9995264637036938,2.360820711054698,3.186507997883256e-05,0.0001928491700800461,0.0002547883149972613
2300,0.14382749454821825,0.14985034925295948,0.999510928681862,2.3543788716895184,3.180738952941703e-05,0.0002023819726192507,0.0002645351502243975
2400,0.1520355018476626,0.14990992343129086,0.9994962337423732,2.346369597893437,3.1586370207603524e-05,0.00020471509562522742,0.0002737840963720118
2500,0.1543132356983891,0.15143002902199407,0.9994776791169361,2.3397033964430367,3.150564669432274e-05,0.000209258558120167,0.0002864591725489496
2600,0.15670529516667772,0.15334066060602453,0.9994629244052227,2.3369681345167903,3.1448754112886524e-05,0.00021639870519228946,0.00029257159187498374
2700,0.16555084803176456,0.1552785511811578,0.9994585999956808,2.334048145833098,3.144440544677968e-05,0.000221366558588304,0.00029400952826379357
2800,0.16465521993920032,0.15615516861686027,0.9994268353313926,2.324052445229902,3.1278332899336875e-05,0.00022203046770509046,0.00031173206131377687
2900,0.1758639730432889,0.15837800637032493,0.9994276824328693,2.319797844024556,3.144619856124173e-05,0.00022838406432867012,0.00032516381083292733
3000,0.1737478727954268,0.16119002406130645,0.9994030474672998,2.315816630654737,3.111464666940182e-05,0.00023382870350598727,0.00032819591276902127
3100,0.18159414180550135,0.16280943341621565,0.9993794165235903,2.3044212071829384,3.1028886542468216e-05,0.00024074118436024188,0.00034348626563432633
3200,0.18531771898250513,0.16363132343789874,0.9993623601741967,2.3015847794422593,3.0937453177182445e-05,0.00024267688653928552,0.0003581206236998464
3300,0.18839103270355712,0.16676847956105437,0.9993479724155748,2.298451581797363,3.0774459817492425e-05,0.00024672305938525395,0.0003591466095786755
3400,0.19130018469648416,0.16787990015502377,0.9993344557566012,2.2895100342112795,3.0920962294489185e-05,0.00025526977639204047,0.00036968827431283337
3500,0.1960555032700301,0.17125569065439475,0.9993179486173873,2.279655732131188,3.0828454445598784e-05,0.0002581521031678346,0.0003861756544871809
3600,0.1978849657019698,0.17389562331835584,0.9993171608709214,2.279502949217821,3.067668052662289e-05,0.00026150385716234117,0.00040042358079358246
3700,0.20239967486400243,0.17416728764296827,0.9992986166623342,2.2704510739489416,3.0844770071275835e-05,0.00026478845554780153,0.0004107875829741749
3800,0.20881068079023535,0.17809946221766848,0.999270554922091,2.267059265893277,3.039260885681291e-05,0.00026783706834353075,0.00042160563254581957
3900,0.20817769188840993,0.1798810285082663,0.9992551052182269,2.258028547351477,3.066285768156711e-05,0.0002721087810031677,0.0004329844931232521
4000,0.21530332391709778,0.18202546547522372,0.99923873985136,2.2498787659105592,3.027411617644713e-05,0.0002804668999792767,0.0004459940788500574
4100,0.21949983841056778,0.18490929179797638,0.9992253970353716,2.24750432008907,3.0470702830224207e-05,0.00028133955404250434,0.00046250880649495967
4200,0.2187433625792449,0.18704685222556366,0.9992036699992851,2.243889111876555,3.0133025789331595e-05,0.00028821848534569145,0.0004782546597549647
4300,0.22519541833733717,0.18879276652431543,0.9991988860665065,2.230931675778693,3.016324990007601e-05,0.00029143933932716917,0.000478993614944755
4400,0.22656486994151215,0.1910297897349039,0.9991687042795976,2.2260989990667865,2.9968597963301668e-05,0.0002916858877141296,0.0005031656499364821
4500,0.23068084643844478,0.193879251095892,0.9991628328197012,2.220322139773349,2.9923829680265752e-05,0.0002990837771399781,0.0005067617385458439
4600,0.2361722547827205,0.1961786823365591,0.9991356822555965,2.2165649643015697,2.986227840684185e-05,0.0003014524330897192,0.0005298020768437988
4700,0.23668684531522796,0.1992698656790186,0.9991153808727049,2.207838799799498,2.973413248031768e-05,0.00030373507667077294,0.000541944024119342
4800,0.2422705814393058,0.2009542259006532,0.9990969960862053,2.2034022157528876,2.9632287665668406e-05,0.0003087981624652823,0.0005514134566956629
4900,0.2430111849079407,0.204990121866855,0.9990863125749244,2.2026961550420174,2.977599780934735e-05,0.00031770365366510915,0.0005725424787323911
5000,0.2500659495028919,0.2071657395042248,0.9990761544505958,2.1906263760999085,2.9773020678929453e-05,0.0003209631701889656,0.0005812049642455185
