miliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,Smad7mRNA1,S7,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,39.08439346008853,15.265406781605142,30.519558892717168,33.92024614595836,100.0011945795707,0.00036330297947775723,-0.0028543474414481035,0.011061533766253958,-0.0007270985587197895,0.00737070637253184,-0.005637903874888741,1145.4192352699538,143.3876750272935,0.8231326403649484,0.14572293721222443,0.10331077061872904,0.6720996831624325,12.44652481241211,-0.0027047094646630567,0.3178073865058847,0.0004442833443890856,189.43123486705306,203.66959483522984
100,24.413976595033844,-0.012952060176369573,30.730953690839286,33.9873395334232,99.99758749480701,0.002175639630238862,0.5860894244850774,7.79992622628595,0.3659334623905221,6.343399606706334,0.14387470433521413,1141.3008463403746,143.40183829861095,1.5224511185654346,-0.02270598664652053,0.1033106501291395,0.6721322706453342,5.944523808078345,-0.0002716276034687936,-0.1328149535071098,-0.010930996613391772,190.0981117036454,203.35347108546287
200,24.118588306554265,-0.014452840295459145,31.66336420784745,34.74593904988177,99.99492577456014,0.0054757946436939505,0.4182853646409931,5.3208632113546175,0.5920975612987116,7.836624212842039,0.20602747517763906,1140.164251720145,141.79510582122325,2.6847508713822514,-0.133383521533169,0.10331060935245799,0.6722328103534541,4.585971701271331,0.008814763223080167,0.26649202137156613,-0.061055478042017754,189.5808564215697,203.85881554537931
300,24.09283278546688,0.11328676251750805,32.59612555974922,35.98717293838433,99.98925500121396,0.00925419530578721,0.33119912621332076,4.111234798816158,0.7423284943314532,8.14465112821666,0.2313686298282783,1135.9573528399305,139.84715834101533,5.842857577821157,0.19418159322733125,0.10331018418062624,0.6721220926681439,4.332933552918202,0.01199678885558424,-0.05400238417712719,-0.06410655271610946,188.81071647428465,203.36294122828417
400,24.15723126843013,0.03014220985683349,33.47615378391584,36.95911620279236,99.9834775689608,0.01481653295796707,0.27202610748283573,3.2791617715776677,0.8258257582287266,7.88640220939363,0.2576125936998131,1128.7230800717957,136.8458108745379,7.510855616972756,0.22781668431457647,0.10331122948465636,0.6721937321391386,4.448341136699249,0.02677023436795763,-0.39680513955196733,0.03081829998188915,188.41949055647478,203.68675766953405
500,24.138407457017507,0.048527981849637886,34.298875049858914,37.668729966484456,99.981512183505,0.019693637283725838,0.23352511971407044,2.607222551788599,0.8828074971100972,7.545112803554361,0.28656537163220225,1120.0146628698824,133.7514353734859,11.594203555268946,-0.046904211886842476,0.10331133244472245,0.6721276889498655,4.801030761406236,0.030085152254249334,1.2756203342119021,0.05158628932980478,187.84153612283117,203.34105115425265
600,24.24176059291447,0.11148731237481613,35.056448358732325,38.68758784314351,99.97945582224288,0.02353881447723826,0.20168055836149545,2.1563041677783485,0.9147226813137777,7.271782412155673,0.30803061206260923,1119.3539971753223,130.2389765109336,13.757685002968403,0.011470539148013575,0.10331062831599765,0.6720905733588229,5.17861652117118,0.03941793021879918,0.5403203825975774,-0.05386683218497524,187.86108379794118,203.09911133557694
700,24.362504673030546,0.0698620071873017,35.60396909502795,39.42889306024025,99.97440931767078,0.02783000711324657,0.18119236831726512,1.8851983712801201,0.9195716971805491,6.862090247148071,0.32769068527860246,1107.0357806938048,125.43631003572412,18.214746273598877,0.2131358146946955,0.10331050137275104,0.6721844870374921,5.617891741863604,0.050208792355243184,1.7017379664365142,0.09006514609699186,186.68311349937042,203.04429357421571
800,24.44243691574421,0.11158486936641071,36.1908836879826,39.9405355753154,99.97140873388079,0.03145913853810677,0.16595360464647513,1.6212968659749787,0.9274392245416769,6.4175284759583295,0.33294938827348164,1101.7143323678026,123.4360745480734,20.601998882156785,0.1445229989355676,0.103310920571236,0.6721231366182014,6.061138132785449,0.055094621061048045,1.6638987994309227,0.09595460452340475,186.2060753570416,202.46774868161992
900,24.495259750720216,0.016273829709485634,36.58337813221029,40.68833226768346,99.96875393951545,0.03575782486698006,0.15512061034453353,1.4851638612937794,0.9146139499946222,6.053255581912291,0.3499723958784266,1097.2919541526958,119.7775874374701,23.10983473838377,0.37276709917089995,0.10331140207990824,0.6720770017820573,6.44414755705337,0.06650752207418338,1.913813692653059,-0.019056000586999293,184.72767427314105,202.44776996574927
