miliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,Smad7mRNA1,S7,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,39.14771878079574,15.386159089202591,30.610891856610426,33.796599966428666,99.99938926355985,-0.00041555238049021325,0.003054568071833076,-0.011969603797506475,0.0070065617189165215,-0.007251303800126458,0.003900186001649602,1146.6910822731763,144.85811195730395,0.4477776418438641,0.11125708085430944,0.10331050680933329,0.6721647614899252,12.376360281407562,0.0033419955351223674,0.39899358827573345,-0.01840532973741314,189.674049359266,203.63610158294622
100,24.299354237180868,0.06945623815297199,30.788870835382006,34.10910795877089,99.99426365532273,0.002210300785260428,0.5880523914904294,7.774728396877349,0.3771607199622611,6.442160405766598,0.1562726715491229,1143.4301567159307,143.85256748812697,0.10721057967973491,-0.08042121579835403,0.10331178912989722,0.6720867432204976,6.066545911460297,0.007915093532883036,-0.0945580018001208,-0.05797486272593469,189.64688169208327,203.90571702914005
200,24.189940644134282,0.09087474875171542,31.722327055790128,34.78103338443886,99.9953490241982,0.004558068279786261,0.4207696620950038,5.342082055567901,0.5898982381013862,7.809283677822577,0.1943839395289344,1138.5970507545296,140.0370114840231,2.65950205052146,-0.05160915181079162,0.10331153167522335,0.6721069230642743,4.5226274678638605,0.013218859030254548,0.6489143184190614,0.06806819930335811,189.68446110894158,203.62474237075475
300,24.20124937435929,0.11093781973923159,32.592465083785726,35.82722246958288,99.99010232535802,0.00951447770963791,0.329458749965861,4.095741120871649,0.7419506511791168,8.083271843563761,0.23216746628284596,1133.1989571122804,139.43470760370028,4.888025169066365,0.06062269295134309,0.10331069593240437,0.6722601939372137,4.328780842759249,0.016875484610202298,-0.6378735532510649,-0.082425862058342,189.08407500484535,203.77421215158867
400,24.12690099399899,0.016518279194275693,33.4538481627518,36.83814062849104,99.98310784654389,0.014904169750633462,0.2751702657529167,3.1957342318260724,0.8265671032731775,7.914624095066989,0.2651282774001369,1126.170460585434,134.89067971562392,7.445281583346766,-0.008956662313736805,0.10331074486720708,0.6721066630439189,4.500936118903176,0.02266405173083924,0.6745597029485958,-0.0073153935387987165,189.005391861686,203.4480499333811
500,24.226728070070475,-0.06749833211340223,34.35667497940023,37.77097787253394,99.98434650837822,0.019722708821841947,0.23352507391841587,2.6912688446171003,0.8737155711129139,7.573195840802114,0.28166497016103026,1122.488415829167,131.6057367029043,10.325394588080012,0.21670021552090382,0.10331147217728202,0.6721632280306534,4.777349368822902,0.029916020333366756,1.274666665734089,-0.07017742416677064,188.60645924383942,203.05620694569316
600,24.193822227640567,0.025768193368898185,35.01365947444078,38.706355690838855,99.97836491078601,0.023700661375068176,0.20670216665854566,2.185272753438812,0.9149318644705782,7.178599908992998,0.30353831872407233,1116.412112546798,128.05262259040714,14.934651459447325,0.07610389003027289,0.10331029019511206,0.6721255852452944,5.2104678970255565,0.03623816764739371,0.7653253712898022,0.0941490065089724,187.9814666277985,203.04536931188886
700,24.3256000390242,-0.0542112588637942,35.664319562195914,39.29691440673995,99.97362519689082,0.028236842131873833,0.18036078254757676,1.8793118349580231,0.9187073499917218,6.882499584543277,0.32651972431558596,1109.7025369551561,125.77874792724676,18.730643303989027,0.15451192754140486,0.10331113986610274,0.6722094304869692,5.654900092624618,0.049808148850884894,1.81470610681543,0.08323310229688967,187.0224559925844,202.99233548103615
800,24.47622146410263,-0.03700664127817075,36.0840902002503,40.05770385039355,99.97086756438901,0.03159598341626396,0.16874120491752048,1.5855996308779292,0.9270442394819065,6.465985991693234,0.3442035844893309,1101.8118201873397,123.66619518875483,20.457259849992482,0.4701425311903217,0.10331050929961458,0.6721564453361454,6.044560954694843,0.05376138160155181,2.0373563682305056,0.1119433355903628,185.37136396889753,202.85214431985648
900,24.508676256910608,-0.023706469932387186,36.489762544599,40.679957630202,99.96798609334047,0.036222115735817864,0.15821395248525405,1.5023004251629692,0.909950218221756,6.092296440321107,0.3517055505818309,1095.2294424343836,120.33598939197691,24.237068488289058,0.3211228639510877,0.10331031764342027,0.6721251088000405,6.42582571096085,0.06747026174786813,2.5891038631925753,-0.01350251280822131,184.85155034363328,202.19420992056757
