milliseconds,sucr,EtrioseP,Ephe,N,starch,Enitrate,trioseP,ECO2,Estarch,ETP,M1,M2
0,5.14e-05,6.012,38.677,5.0,1.046e-07,18.75,0.0,2.773,55.574,0.0,0.0,3.342
100,1.3181923494113754,6.058692524227472,38.22742354574957,5.000000000342718,0.7624385664390732,18.750000002665402,0.5522009135695239,2.701996347365414,56.02092531392762,2.7015294254217527e-06,0.0573396096516175,3.284660407663136
200,2.981878164062171,5.941620466046989,39.4073481440634,5.000000000970739,1.2039901209149717,18.750000005325592,0.5534904904517377,2.6003794594157092,54.830205030278954,4.775212262271888e-06,0.11462247606965013,3.2273775588646405
300,4.323513125995062,5.673370228466996,42.09153594387236,5.000000001661124,1.4789176363907615,18.750000007979125,0.5411749730198181,2.501070727493467,52.12770319924542,6.091887980479577e-06,0.17184865540715819,3.1701513974620563
400,5.314039041394048,5.288669549864844,45.93443709073633,5.000000002363993,1.681495749104792,18.75000001062567,0.539289216596933,2.403195157086081,48.26069722715944,7.050609292888991e-06,0.22901820376163282,3.11298186736906
500,5.986027450940724,4.821193491656345,50.60097622957042,5.000000003068191,1.8650964849538145,18.750000013265172,0.5467725035615171,2.304731488746868,43.56593778097702,7.902355931371458e-06,0.28613117717505143,3.0558689125554466
600,6.383958831411073,4.300600223165904,55.79604719820605,5.000000003771228,2.0603843963428408,18.75000001589764,0.5621754879175614,2.20395963236404,38.34000664852875,8.800148914120403e-06,0.34318763163393196,2.9988124770471147
700,6.551266435684299,3.752085633567253,61.26894475415268,5.000000004472549,2.286902216366012,18.75000001852309,0.5845369822039257,2.099398104471766,32.83486288017333,9.84641611933636e-06,0.40018762306938854,2.9418125049260677
800,6.525310983030556,3.196783901321087,66.80937882280328,5.000000005172037,2.5596279249642206,18.750000021141535,0.613097185340481,1.9897320275782369,27.261848527910516,1.1124731047207845e-05,0.45713120735718554,2.8848689403304055
900,6.335937036729151,2.652466862112947,72.24051564149268,5.000000005869665,2.8925296936902902,18.75000002375299,0.6469840462665476,1.873803084213535,21.798682417581077,1.2719896065666782e-05,0.5140184403177929,2.8279817274543313
1000,6.005934835984245,2.1342830861291215,77.41162380905705,5.000000006565435,3.3003842150190636,18.75000002635748,0.684788870835616,1.750673916212464,16.596851130095313,1.4731615684016585e-05,0.5708493777164406,2.77115081054816
1100,5.552665060419058,1.6553901757359533,82.19178285602504,5.000000007259348,3.7995039943776754,18.750000028955025,0.7238883302595959,1.6197983412628048,11.78793250632802,1.7285490780764327e-05,0.6276240752631737,2.7143761339183334
1200,4.990565531101453,1.2273840453718055,86.46561195339198,5.000000007951412,4.407520149167334,18.75000003154564,0.759531846133112,1.4813432479400155,7.4878900496099465,2.0543173693830006e-05,0.6843425886129058,2.657657641927443
1300,4.3346674134818075,0.8604175494310385,90.13208978854436,5.000000008641627,5.142054139179965,18.75000003412934,0.7836121718563896,1.3367459476077619,3.798265955134851,2.4711909495455728e-05,0.7410049733654752,2.600995278994264
1400,3.6050065775692337,0.5629308748441338,93.10723761824697,5.000000009330003,6.017976231372039,18.750000036706144,0.7835353897892675,1.1894967399693688,0.8035557516358438,3.005199148520656e-05,0.7976112850656987,2.5443889895937923
1500,2.8634002746689413,0.34017252645567253,95.33883642284628,5.000000010016538,7.008570141848002,18.750000039276085,0.7422534444614526,1.0460771761216754,5.203197515577695e-05,3.675821386924613e-05,0.8541615792084807,2.487838718252244
1600,2.228711846582465,0.18652387842665105,96.88280309982868,5.000000010701246,8.006727791102215,18.750000041839158,0.6428342729912085,0.9164933215169682,7.847501771027975e-05,4.438530473187922e-05,0.9106559112186432,2.431344409567339
1700,1.7063513222420825,0.09070791320492579,97.85136978863092,5.000000011384127,9.004456499395866,18.7500000443954,0.4772769350469981,0.8133899655777252,0.0001348925507616518,5.287035059867096e-05,0.9670943364813238,2.3749060081780384
1800,1.2910965426978163,0.04171493257490445,98.35413117754902,5.000000012065185,10.001077186813545,18.75000004694482,0.254069412341179,0.7494767554082441,0.00031452445664851913,6.234264212588222e-05,1.0234769103217967,2.31852345878487
1900,0.9710708502228075,0.02936590229780996,98.49237319693624,5.000000012744423,10.986840416295633,18.750000049487422,0.01062733174351804,0.7334462377753711,0.004928643588344205,7.293285835606789e-05,1.0798036880105872,2.262196706144972
2000,0.7347996968324303,0.04479742467953569,98.35409660261452,5.000000013421854,11.733531456744457,18.750000052023264,0.0030103168197470965,0.7428125970703731,0.14282055583635836,8.30559876853344e-05,1.1360747247635241,2.2059256950722297
2100,0.5836716848054493,0.0795974568502481,98.02296319187433,5.000000014097475,12.45246129635578,18.75000005455233,0.0031689674912687626,0.7521948585803837,0.4709639623909966,9.29919091211988e-05,1.192290075741795,2.149710370437428
2200,0.5159079394117897,0.12529314773495354,97.58335880988012,5.0000000147712935,13.128824040491493,18.75000005707465,0.00333967188950233,0.7615442085846862,0.9079488016599278,0.00010336332118551665,1.248449796051999,2.0935506771684307
2300,0.5227602192855213,0.17393063800187228,97.1144630142444,5.000000015443316,13.748515535201467,18.750000059590246,0.0035239800611415353,0.7708580852295391,1.37433474024266,0.00011402479402322407,1.3045539407462021,2.037446560250391
2400,0.5890658236824876,0.21876065387444732,96.68344602714602,5.000000016113545,14.307322343755597,18.75000006209913,0.0037237073717566317,0.7801335911332615,1.802641558682242,0.00012477368098266463,1.3606025648219913,1.9813979647260036
2500,0.6952304582790962,0.25479246335948635,96.33997222130745,5.000000016781986,14.810513623845893,18.750000064601316,0.003940988143324649,0.7893674347751505,2.1429650199992887,0.00013548209258620417,1.416595723222528,1.9254048356957922
2600,0.8200932521136953,0.27909783244690883,96.1131807257264,5.000000017448642,15.270825101806267,18.750000067096824,0.0041783286940037,0.7985558610788204,2.3660238907322695,0.00014614883676267336,1.4725334708366011,1.8694671183184521
2700,0.943926950820474,0.2908173714381474,96.01162398651587,5.0000000181135205,15.705459220064322,18.75000006958568,0.004438703548135885,0.807694571521275,2.463224816920391,0.0001569184173075538,1.5284158624986834,1.8135847578112478
2800,1.0508659307357053,0.2908874205089009,96.02598594829792,5.000000018776626,16.132870054699122,18.750000072067895,0.004725452927529654,0.8167786267866873,2.443931638535398,0.0001680718550072955,1.5842429529889817,1.7577576994504867
2900,1.13035287055378,0.28157268693178733,96.13373267445495,5.0000000194379615,16.569985557928735,18.75000007454349,0.005042814235158166,0.8258023400286671,2.3307918724499395,0.00017999935101948843,1.6400147970334928,1.7019858885720687
3000,1.1775308085270058,0.265907728362949,96.30466979751033,5.0000000200975325,17.03023067895816,18.75000007701247,0.005395676564176523,0.834759125458699,2.1541516031338377,0.00019316337449703136,1.6957314493040567,1.6462692705721425
3100,1.1927793409615746,0.24714437942131462,96.50644074074224,5.000000020755344,17.522421702290323,18.750000079474873,0.005789610316203943,0.8436413421795589,1.9465297588151016,0.00020806443875387854,1.7513929644184127,1.5906077909078709
3200,1.1806645240970846,0.22827630198961985,96.70925749089056,5.000000021411401,18.050460198334132,18.750000081930704,0.006231738238925121,0.8524400764889634,1.7378635576569257,0.00022521383402382213,1.806999396940214,1.5350013950983974
3300,1.1485727342676528,0.21168766781628506,96.88939622820432,5.000000022065707,18.613691548800645,18.750000084379984,0.006730509561417781,0.8611448747307855,1.5519951850675555,0.00024511528188597936,1.86255080137915,1.4794500287258585
3400,1.1052595580873803,0.1989455272766263,97.03126332373604,5.000000022718268,19.207753214971095,18.750000086822734,0.00729631498088206,0.869743409347833,1.4045952544792637,0.0002682542013314151,1.9180472321910715,1.4239536374366057
3500,1.0594502926925107,0.19072877291688867,97.12810233429828,5.000000023369089,19.825760172852814,18.75000008925896,0.007942011438062333,0.8782210316214905,1.3024522533519054,0.00029509204920461743,1.973488743777767,1.3685121669431186
3600,1.0186214277707164,0.1868983985821124,97.18129521241413,5.000000024018172,20.459714329350476,18.750000091688694,0.008683633536202134,0.8865602202909207,1.2441751842506465,0.00032606646867571756,2.0288753904872614,1.3131255630256198
3700,0.9880991173588963,0.18666925685714278,97.19865358174496,5.000000024665524,21.101889498722187,18.750000094111936,0.00954127117605618,0.8947398630850979,1.2219114843586913,0.00036159721233165103,2.0842072266137963,1.2577937715344982
3800,0.97056118389706,0.1888538030639854,97.19199356751082,5.00000002531115,21.74602083315968,18.750000096528716,0.010539967178335307,0.902734332155587,1.223784892412996,0.00040209898369130917,2.139484306397881,1.202516738393165
3900,0.9660034991714315,0.19213245460989592,97.1744455878377,5.000000025955052,22.388105960576343,18.75000009893905,0.011711518199899297,0.9105123568729149,1.2365992678155495,0.0004480009852617737,2.1947066840263507,1.1472944096015916
4000,0.9721566378657804,0.19530462093987072,97.15795635190419,5.000000026597236,23.026701258315466,18.750000101342952,0.01309497569228209,0.9180356114468287,1.248348856935729,0.0004997707987870813,2.249874413632416,1.0921267312407268
4100,0.9852523778819,0.19747918895850508,97.15139328041663,5.000000027237707,23.66269276387223,18.75000010374044,0.014737923340046857,0.9252570872797758,1.2501229905771976,0.0005579377621265843,2.3049875492957197,1.0370136494780755
4200,1.0009572796759818,0.19817764059476997,97.15951831111235,5.000000027876471,24.298649392245984,18.750000106131537,0.016696658690350447,0.9321193978609554,1.2371371077116995,0.0006231098100578491,2.360046145042383,0.9819551105747406
4300,1.0152955947358133,0.19734430530478128,97.18288579345509,5.000000028513527,24.937923040430025,18.75000010851625,0.019032649177629247,0.9385532932767617,1.208835168749243,0.0006959788392668629,2.4150502548450667,0.9269510608945791
4400,1.0253628697161814,0.1952722692604168,97.21857966892823,5.000000029148886,25.583716901488557,18.750000110894604,0.02180763276440996,0.9444770466018766,1.168148664454976,0.0007773109982275678,2.469999932623018,0.8720014469161035
4500,1.0297190688078717,0.19247361148587228,97.26150464678508,5.0000000297825515,26.238323293303946,18.750000113266612,0.025070226879135217,0.9497976921776455,1.120198899504802,0.0008679226254312594,2.5248952322421285,0.8171062152482533
4600,1.0284238645261008,0.1895282658490674,97.30589008794148,5.000000030414525,26.902665542927092,18.750000115632297,0.028837224291707406,0.9544152833198332,1.0707855340344208,0.0009686455193737312,2.579736207514981,0.7622653126516383
4700,1.022754825284802,0.1869458241490832,97.34666515050924,5.000000031044814,27.57619964421309,18.750000117991664,0.03307486025546579,0.9582312812075798,1.0250045540658492,0.001080287877702194,2.634522912200907,0.707478686067679
4800,1.014710479805091,0.18506734602099598,97.38043587976838,5.000000031673419,28.257160782911228,18.750000120344733,0.03767474047260318,0.9611611666585735,0.9862663624831493,0.001203598264598644,2.6892554000060374,0.6527462826594638
4900,1.0064320211365512,0.18402209458922328,97.40591577912431,5.000000032300346,28.94303414089345,18.750000122691528,0.04245802796188618,0.963149030361599,0.955863205927396,0.0013392387926531228,2.743933724583356,0.5980680498704353
5000,0.9996827673820594,0.18374031560085613,97.42379871738322,5.000000032925604,29.631143635998708,18.750000125032066,0.04717909395842641,0.9641821474571358,0.933097102038081,0.0014877720198869437,2.798557939532751,0.5434439355111548
