milliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
2000,-0.0022286839467033715,-9.128526281281019e-06,0.00284385863435092,0.0001941673987929641,1.0598541451311052e-05,8.095525160537491e-05,-1.9735548151831655e-06,-1.6529407578781242e-05,2.0135845380243714e-07,-2.5273895706804057e-07,-6.889605233183551e-09,2.8291661763785526e-06,1.3469339288672139e-05,1.8379838047112625e-09,8.167008151393533e-05,-7.173219125006773e-12,4.9460666880600474e-08,2.527145560144214e-06,1.3341958346861878e-05,0.0058887074121702025,-0.13767245669629635
2100,-0.0023624431641464587,-9.675914553192061e-06,0.00301276850832587,0.00020567786804615964,1.121639021039495e-05,8.580831752184973e-05,-2.0926074590799766e-06,-1.7507260428570687e-05,2.13546462240622e-07,-2.6421489821577485e-07,-7.2989236179114995e-09,2.9943694966055777e-06,1.4264920978736146e-05,1.9595042075058983e-09,8.714255629136188e-05,-7.5959739573923e-12,5.232241868414226e-08,2.674412705169664e-06,1.4177971340489321e-05,0.006283183462805561,-0.14623456826800815
2200,-0.0024962023815895446,-1.0223302825103101e-05,0.003181678382300819,0.00021718833729935514,1.1834238969478846e-05,9.066138343832453e-05,-2.2116601029767872e-06,-1.8485113278360128e-05,2.2573447067880687e-07,-2.7569083936350904e-07,-7.708242002639445e-09,3.159572816832602e-06,1.5060502668800152e-05,2.0810246103005333e-09,9.261503106878842e-05,-8.018728789777825e-12,5.518417048768403e-08,2.821679850195113e-06,1.5013984334116763e-05,0.006677659513440917,-0.1547966798397199
2300,-0.0026299615990326313,-1.0770691097014141e-05,0.0033505882562757682,0.00022869880655255066,1.2452087728562743e-05,9.551444935479935e-05,-2.3307127468735983e-06,-1.9462966128149573e-05,2.379224791169917e-07,-2.8716678051124327e-07,-8.117560387367393e-09,3.3247761370596265e-06,1.585608435886416e-05,2.202545013095169e-09,9.808750584621496e-05,-8.44148362216335e-12,5.8045922291225807e-08,2.9689469952205623e-06,1.5849997327744204e-05,0.007072135564076275,-0.16335879141143167
2400,-0.0027637208164757177,-1.1318079368925185e-05,0.003519498130250718,0.00024020927580574618,1.306993648764664e-05,0.00010036751527127416,-2.4497653907704093e-06,-2.0440818977939015e-05,2.5011048755517655e-07,-2.986427216589775e-07,-8.52687877209534e-09,3.489979457286651e-06,1.6651666048928166e-05,2.3240654158898054e-09,0.0001035599806236415,-8.864238454548876e-12,6.090767409476758e-08,3.116214140246012e-06,1.668601032137165e-05,0.007466611614711632,-0.17192090298314344
2500,-0.0028974800339188036,-1.1865467640836225e-05,0.0036884080042256673,0.0002517197450589417,1.3687785246730535e-05,0.00010522058118774898,-2.5688180346672196e-06,-2.141867182772846e-05,2.622984959933614e-07,-3.1011866280671173e-07,-8.936197156823288e-09,3.6551827775136758e-06,1.7447247738992173e-05,2.445585818684441e-09,0.00010903245540106803,-9.286993286934402e-12,6.376942589830934e-08,3.263481285271461e-06,1.752202331499909e-05,0.00786108766534699,-0.18048301455485521
2600,-0.0030312392513618903,-1.2412855912747266e-05,0.003857317878200616,0.0002632302143121372,1.4305634005814433e-05,0.00011007364710422376,-2.68787067856403e-06,-2.2396524677517897e-05,2.744865044315462e-07,-3.2159460395444597e-07,-9.345515541551232e-09,3.8203860977406996e-06,1.8242829429056178e-05,2.567106221479076e-09,0.00011450493017849455,-9.709748119319926e-12,6.663117770185112e-08,3.4107484302969095e-06,1.835803630862653e-05,0.008255563715982345,-0.18904512612656693
2700,-0.003164998468804976,-1.2960244184658306e-05,0.004026227752175565,0.0002747406835653327,1.4923482764898328e-05,0.00011492671302069857,-2.806923322460841e-06,-2.3374377527307342e-05,2.8667451286973107e-07,-3.3307054510218015e-07,-9.754833926279178e-09,3.985589417967724e-06,1.9038411119120185e-05,2.6886266242737112e-09,0.00011997740495592108,-1.0132502951705448e-11,6.949292950539288e-08,3.558015575322359e-06,1.9194049302253973e-05,0.008650039766617703,-0.1976072376982787
2800,-0.003298757686248063,-1.350763245656935e-05,0.004195137626150514,0.00028625115281852824,1.5541331523982226e-05,0.00011977977893717337,-2.925975966357652e-06,-2.4352230377096784e-05,2.988625213079159e-07,-3.445464862499144e-07,-1.0164152311007125e-08,4.150792738194748e-06,1.983399280918419e-05,2.810147027068347e-09,0.00012544987973334764,-1.0555257784090975e-11,7.235468130893466e-08,3.7052827203478077e-06,2.003006229588141e-05,0.00904451581725306,-0.20616934926999048
2900,-0.003432516903691149,-1.405502072848039e-05,0.004364047500125463,0.00029776162207172373,1.615918028306612e-05,0.0001246328448536482,-3.0450286102544626e-06,-2.533008322688623e-05,3.1105052974610075e-07,-3.560224273976486e-07,-1.0573470695735073e-08,4.315996058421773e-06,2.0629574499248197e-05,2.9316674298629825e-09,0.00013092235451077418,-1.0978012616476501e-11,7.521643311247643e-08,3.852549865373258e-06,2.0866075289508853e-05,0.009438991867888418,-0.21473146084170222
3000,-0.003566276121134235,-1.460240900039143e-05,0.004532957374100413,0.0003092720913249193,1.6777029042150018e-05,0.000129485910770123,-3.164081254151273e-06,-2.630793607667567e-05,3.232385381842856e-07,-3.6749836854538285e-07,-1.098278908046302e-08,4.481199378648796e-06,2.142515618931221e-05,3.053187832657618e-09,0.00013639482928820074,-1.1400767448862025e-11,7.807818491601821e-08,3.999817010398707e-06,2.1702088283136298e-05,0.009833467918523776,-0.223293572413414
3100,-0.0037000353385773215,-1.514979727230247e-05,0.004701867248075362,0.0003207825605781147,1.7394877801233915e-05,0.0001343389766865978,-3.283133898048084e-06,-2.728578892646511e-05,3.354265466224704e-07,-3.7897430969311703e-07,-1.1392107465190966e-08,4.6464026988758206e-06,2.222073787937621e-05,3.174708235452253e-09,0.00014186730406562723,-1.1823522281247549e-11,8.093993671955997e-08,4.147084155424156e-06,2.2538101276763733e-05,0.010227943969159131,-0.2318556839851257
3200,-0.003833794556020408,-1.5697185544213514e-05,0.0048707771220503114,0.00033229302983131027,1.801272656031781e-05,0.00013919204260307263,-3.4021865419448945e-06,-2.8263641776254553e-05,3.476145550606552e-07,-3.9045025084085126e-07,-1.1801425849918913e-08,4.811606019102846e-06,2.301631956944022e-05,3.2962286382468888e-09,0.0001473397788430538,-1.2246277113633075e-11,8.380168852310174e-08,4.294351300449605e-06,2.3374114270391177e-05,0.010622420019794488,-0.24041779555683748
3300,-0.003967553773463494,-1.6244573816124552e-05,0.00503968699602526,0.0003438034990845058,1.8630575319401707e-05,0.00014404510851954741,-3.521239185841705e-06,-2.9241494626043998e-05,3.598025634988401e-07,-4.019261919885855e-07,-1.2210744234646859e-08,4.97680933932987e-06,2.3811901259504225e-05,3.417749041041524e-09,0.0001528122536204803,-1.26690319460186e-11,8.666344032664352e-08,4.441618445475054e-06,2.4210127264018622e-05,0.011016896070429848,-0.24897990712854925
3400,-0.00410131299090658,-1.6791962088035594e-05,0.00520859687000021,0.0003553139683377013,1.9248424078485605e-05,0.00014889817443602225,-3.640291829738516e-06,-3.0219347475833442e-05,3.7199057193702495e-07,-4.1340213313631973e-07,-1.2620062619374807e-08,5.142012659556894e-06,2.4607482949568232e-05,3.5392694438361596e-09,0.00015828472839790684,-1.3091786778404125e-11,8.952519213018528e-08,4.588885590500503e-06,2.504614025764606e-05,0.011411372121065204,-0.257542018700261
3500,-0.004235072208349667,-1.7339350359946636e-05,0.00537750674397516,0.00036682443759089686,1.9866272837569502e-05,0.00015375124035249703,-3.759344473635327e-06,-3.1197200325622884e-05,3.841785803752098e-07,-4.2487807428405396e-07,-1.3029381004102754e-08,5.307215979783918e-06,2.5403064639632236e-05,3.660789846630795e-09,0.0001637572031753334,-1.351454161078965e-11,9.238694393372706e-08,4.736152735525953e-06,2.5882153251273505e-05,0.01180584817170056,-0.26610413027197277
3600,-0.004368831425792753,-1.7886738631857674e-05,0.005546416617950108,0.0003783349068440923,2.0484121596653393e-05,0.00015860430626897184,-3.878397117532137e-06,-3.2175053175412325e-05,3.963665888133946e-07,-4.363540154317881e-07,-1.34386993888307e-08,5.4724193000109424e-06,2.6198646329696244e-05,3.7823102494254304e-09,0.0001692296779527599,-1.3937296443175174e-11,9.524869573726882e-08,4.883419880551401e-06,2.6718166244900943e-05,0.012200324222335916,-0.2746662418436845
3700,-0.004502590643235839,-1.8434126903768716e-05,0.005715326491925057,0.00038984537609728785,2.1101970355737294e-05,0.00016345737218544662,-3.997449761428948e-06,-3.315290602520177e-05,4.085545972515794e-07,-4.478299565795223e-07,-1.3848017773558647e-08,5.6376226202379675e-06,2.6994228019760252e-05,3.903830652220066e-09,0.00017470215273018646,-1.4360051275560698e-11,9.81104475408106e-08,5.03068702557685e-06,2.7554179238528385e-05,0.012594800272971276,-0.28322835341539626
3800,-0.004636349860678925,-1.8981515175679758e-05,0.005884236365900007,0.00040135584535048335,2.171981911482119e-05,0.00016831043810192146,-4.116502405325759e-06,-3.4130758874991215e-05,4.207426056897643e-07,-4.593058977272566e-07,-1.4257336158286595e-08,5.802825940464992e-06,2.7789809709824256e-05,4.025351055014701e-09,0.000180174627507613,-1.4782806107946224e-11,1.0097219934435237e-07,5.1779541706022995e-06,2.8390192232155826e-05,0.012989276323606632,-0.29179046498710803
3900,-0.0047582499969790045,-1.948016456574864e-05,0.006038151113570816,0.0004118431707457191,2.2282864500381808e-05,0.00017273295603623356,-4.2252001354861876e-06,-3.5021515073736025e-05,4.31230368434879e-07,-5.130496995183503e-07,-1.4629991533557996e-08,5.953315294916136e-06,2.8514608454210168e-05,4.119601252840452e-09,0.00018016226140058202,-1.5167556283599628e-11,1.035788156213924e-07,5.312098700751025e-06,2.9152205931726778e-05,0.012987205410159392,-0.29262019062826705
4000,-0.004878860071632286,-1.9973512013667538e-05,0.006190434652457367,0.00042221919589480655,2.2839948232636826e-05,0.0001771086378428394,-4.332771431236895e-06,-3.5902796672575324e-05,4.4153317403767315e-07,-5.713915089670871e-07,-1.4998658611440604e-08,6.102204025955504e-06,2.9231707245929866e-05,4.210884926944302e-09,0.00017955324005706986,-1.5548172213989093e-11,1.0615767759322901e-07,5.444815718771788e-06,2.9906169795901458e-05,0.012941997088058951,-0.29260876724557183
4100,-0.004999470146285574,-2.0466859461586437e-05,0.006342718191343908,0.000432595221043894,2.3397031964891878e-05,0.00018148431964944524,-4.440342726987604e-06,-3.678407827141468e-05,4.5183597964046737e-07,-6.297333184158316e-07,-1.5367325689323243e-08,6.251092756994874e-06,2.9948806037649598e-05,4.302168601048155e-09,0.00017894421871355765,-1.5928788144378584e-11,1.0873653956506562e-07,5.577532736792559e-06,3.066013366007614e-05,0.012896788765958511,-0.29259734386287667
4200,-0.005120080220938855,-2.0960206909505333e-05,0.006495001730230459,0.0004429712461929814,2.3954115697146895e-05,0.00018586000145605084,-4.5479140227383116e-06,-3.766535987025391e-05,4.621387852432611e-07,-6.880751278645684e-07,-1.573599276720585e-08,6.399981488034236e-06,3.066590482936929e-05,4.393452275152004e-09,0.00017833519737004552,-1.6309404074768065e-11,1.1131540153690222e-07,5.7102497548133226e-06,3.141409752425079e-05,0.012851580443858071,-0.2925859204801815
4300,-0.005240690295592135,-2.1453554357424202e-05,0.006647285269116994,0.00045334727134206833,2.4511199429401913e-05,0.0001902356832626562,-4.655485318489019e-06,-3.85466414690932e-05,4.7244159084605437e-07,-7.464169373133053e-07,-1.6104659845088446e-08,6.548870219073597e-06,3.138300362108899e-05,4.484735949255854e-09,0.00017772617602653337,-1.6690020005157527e-11,1.1389426350873872e-07,5.842966772834078e-06,3.2168061388425404e-05,0.012806372121757635,-0.29257449709748634
4400,-0.005361300370245423,-2.19469018053431e-05,0.006799568808003543,0.00046372329649115577,2.5068283161656965e-05,0.00019461136506926204,-4.763056614239728e-06,-3.9427923067932495e-05,4.827443964488486e-07,-8.047587467620498e-07,-1.647332692297108e-08,6.697758950112966e-06,3.2100102412808724e-05,4.5760196233597074e-09,0.00017711715468302118,-1.707063593554702e-11,1.1647312548057545e-07,5.9756837908548495e-06,3.292202525260009e-05,0.012761163799657194,-0.2925630737147912
4500,-0.005481910444898704,-2.2440249253261997e-05,0.006951852346890086,0.0004740993216402432,2.5625366893911983e-05,0.00019898704687586788,-4.8706279099904355e-06,-4.030920466677179e-05,4.930472020516429e-07,-8.631005562107866e-07,-1.684199400085369e-08,6.846647681152327e-06,3.281720120452842e-05,4.667303297463557e-09,0.00017650813333950903,-1.7451251865936503e-11,1.1905198745241194e-07,6.108400808875613e-06,3.367598911677474e-05,0.012715955477556752,-0.292551650332096
4600,-0.005602520519551992,-2.2933596701180896e-05,0.007104135885776635,0.0004844753467893306,2.618245062616703e-05,0.00020336272868247372,-4.978199205741143e-06,-4.119048626561108e-05,5.033500076544371e-07,-9.214423656595273e-07,-1.7210661078736314e-08,6.995536412191697e-06,3.353429999624815e-05,4.758586971567414e-09,0.00017589911199599685,-1.783186779632598e-11,1.2163084942424867e-07,6.241117826896376e-06,3.4429952980949415e-05,0.012670747155456312,-0.2925402269494008
4700,-0.005723130594205273,-2.3426944149099792e-05,0.007256419424663178,0.000494851371938418,2.6739534358422053e-05,0.00020773841048907931,-5.085770501491852e-06,-4.207176786445037e-05,5.136528132572308e-07,-9.79784175108268e-07,-1.7579328156618936e-08,7.1444251432310655e-06,3.425139878796785e-05,4.8498706456712635e-09,0.00017529009065248466,-1.821248372671546e-11,1.2420971139608527e-07,6.37383484491714e-06,3.5183916845124064e-05,0.012625538833355873,-0.2925288035667057
4800,-0.005843740668858554,-2.392029159701866e-05,0.007408702963549713,0.0005052273970875049,2.729661809067707e-05,0.00021211409229568467,-5.1933417972425595e-06,-4.2953049463289666e-05,5.23955618860024e-07,-1.0381259845570047e-06,-1.7947995234501533e-08,7.29331387427042e-06,3.496849757968752e-05,4.941154319775109e-09,0.00017468106930897256,-1.8593099657104924e-11,1.2678857336792175e-07,6.506551862937903e-06,3.593788070929869e-05,0.012580330511255436,-0.2925173801840105
4900,-0.005964350743511834,-2.441363904493756e-05,0.007560986502436255,0.0005156034222365919,2.7853701822932092e-05,0.0002164897741022905,-5.30091309299326e-06,-4.383433106212896e-05,5.342584244628182e-07,-1.0964677940057455e-06,-1.831666231238414e-08,7.442202605309789e-06,3.5685596371407215e-05,5.0324379938789626e-09,0.00017407204796546038,-1.8973715587494402e-11,1.2936743533975827e-07,6.639268880958667e-06,3.669184457347334e-05,0.012535122189154995,-0.29250595680131536
5000,-0.006084960818165123,-2.4906986492856456e-05,0.007713270041322805,0.0005259794473856798,2.841078555518714e-05,0.00022086545590889635,-5.408484388743975e-06,-4.471561266096825e-05,5.445612300656125e-07,-1.154809603454486e-06,-1.8685329390266765e-08,7.591091336349158e-06,3.640269516312695e-05,5.123721667982815e-09,0.0001734630266219482,-1.9354331517883896e-11,1.31946297311595e-07,6.77198589897943e-06,3.7445808437648014e-05,0.012489913867054553,-0.2924945334186202
