milliseconds,mwf626e95e_543f_41e4_aad4_c6bf60ab345b,mwbbbce920_e8dd_4320_9386_fc94bfb2fc99,mw810ff751_fa4e_4143_bd50_169b3e325e1e,mw114aa90f_5f5b_4fe8_9406_361c8489b6a1,mw30ae63db_6cd3_4b6f_93ad_3350cd360bcc,mw03db56ac_8dc6_4931_ae82_fef706d2ee3d,mwf345ed7a_0622_403c_b816_c8749a2c9ded,mwa2d8dd1c_bb9a_4552_8738_e24671651c1d,mw80848184_e2dd_47ce_86d7_7a21479342bd,mwd2d9d93a_3bd1_4f17_bac1_baba9ef2d55a,mw4638f126_8cb8_4021_ab41_6ae195743ba0,mw10315fa3_6f13_4618_bda8_a8694bd3c374,mw0adf3eb4_a196_4c48_b10d_4e9e9faaf9e1,mw7d86cc23_a1af_44c3_bdb9_71e9b1bb2a83,mw0eb6c959_d408_45a0_a450_928b8c5876bb,mw42054cd7_17af_46da_970c_7f99151906ad,mw39c2e431_fdc3_4964_be29_6ca856620b1b,mw2e464cf3_a09c_4b7c_9f3c_06720016a48e,mw36ea78c1_ed71_4def_96d3_857a442d7195,mw147d30ec_478e_4090_b496_128a131d29eb,mwab41493c_6349_45f1_a226_3030cfed0e06,mw1d9426a3_e1e9_49e0_ad77_eb6833be398a,mw3667a5e1_02c9_44a0_acb4_b0431faa822d,mw7becb5fe_8da8_4285_a821_0d77ad811b62,mw8c9107e6_f51d_442d_b2dc_2bfdbb8482ca,mw824bc3d4_1ac3_4912_9b51_8f14ff1c96b9,mw6cce2109_0e32_4dd9_98ec_41173e8ef07d,mw2b255f94_8018_4b99_bde8_918eeac45446,mw48867e93_f170_44e8_ac7a_185b23e1bf3b,mwd31f52cc_04e7_40e0_885f_c7b2d9e62215,mw2c9b0499_3325_4394_8af3_bbf653a944a0,mwd65b5b39_dc1b_4e77_a999_67277a880e5e,mw6335d5d7_c7b0_4bc0_b883_f7ee4915c2c3,mwf7796221_1fea_4274_a93e_c00adbf5778c,mw2f3d48e0_c9c4_4a0e_aca3_9241eb573296,mwbc2f5464_81e5_43fd_8b39_f5a2756af72f
0,0.000435628896551166,3.9,0.0874060669217432,221.06367608557,4.25350679194445,0.00109424263781451,-1.2327284973434763e-26,-2.2916542583478252e-28,0.388958921403941,6.59935877686372e-05,0.0009761649438789131,0.438235811135574,0.00072566581144648,1.60036523605187e-05,0.765416493681823,0.777537339578334,9.22246266042167,6.08704712819468,409.775322370541,5.5896988923534,0.116343661809953,-1.67465408281228e-27,-6.974616716858644e-26,0.00130682388893128,0.374962692933961,8.448904976335481e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.06410682471754,0.0093481986616084,5.56973864471412,0.136303909449242,-5.436675421202226e-28,5.25892543461608e-28,-6.850429295810064e-27
100,0.00043562889655116574,3.9,0.08740606692174319,221.06367608557005,4.25350679194445,0.0010942426378145102,-1.2471779931434849e-26,-2.3638348798268725e-28,0.38895892140394106,6.599358776863708e-05,0.0009761649438789117,0.438235811135574,0.0007256658114464799,1.6003652360518692e-05,0.765416493681823,0.7775373395783339,9.22246266042167,6.08704712819468,409.775322370541,5.589698892353401,0.11634366180995302,-1.642836934489656e-27,-6.98247658806407e-26,0.001306823888931281,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.06410682471754,0.0093481986616084,5.56973864471412,0.136303909449242,-5.1392444843365255e-28,4.965750376593522e-28,-6.849727723498637e-27
200,0.00043562889655116574,3.9,0.08740606692174319,221.0636760855701,4.25350679194445,0.0010942426378145105,-1.2479668288391505e-26,-2.395932500356537e-28,0.3889589214039411,6.599358776863707e-05,0.0009761649438789118,0.438235811135574,0.00072566581144648,1.600365236051869e-05,0.765416493681823,0.7775373395783338,9.22246266042167,6.08704712819468,409.775322370541,5.5896988923534,0.11634366180995305,-1.6276536364239827e-27,-6.953008097588378e-26,0.001306823888931281,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717539,0.0093481986616084,5.56973864471412,0.136303909449242,-4.773060275104283e-28,4.353750989282686e-28,-6.849683665433758e-27
300,0.0004356288965511657,3.9,0.08740606692174319,221.06367608557014,4.25350679194445,0.0010942426378145105,-1.2611321126004944e-26,-2.4175121022681236e-28,0.38895892140394117,6.599358776863707e-05,0.0009761649438789122,0.438235811135574,0.00072566581144648,1.600365236051869e-05,0.765416493681823,0.7775373395783338,9.22246266042167,6.08704712819468,409.77532237054095,5.5896988923534,0.11634366180995306,-1.6120342198813958e-27,-6.946215012960182e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717539,0.0093481986616084,5.56973864471412,0.136303909449242,-4.706264216449779e-28,4.219305439214123e-28,-6.84887010001183e-27
400,0.0004356288965511657,3.9,0.08740606692174317,221.06367608557017,4.253506791944451,0.0010942426378145105,-1.261544952926676e-26,-2.489658452207833e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789122,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.765416493681823,0.7775373395783338,9.22246266042167,6.08704712819468,409.77532237054095,5.589698892353401,0.11634366180995308,-1.5734665953930137e-27,-6.934250295881283e-26,0.0013068238889312812,0.374962692933961,8.448904976335477e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.0641068247175385,0.0093481986616084,5.5697386447141195,0.13630390944924198,-4.3793581681666435e-28,3.6980517330121745e-28,-6.848426849893362e-27
500,0.00043562889655116563,3.8999999999999995,0.08740606692174319,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.275969630089276e-26,-2.5460143899795292e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789121,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.765416493681823,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.5896988923534,0.11634366180995309,-1.5650821566079966e-27,-6.914188013547631e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.6106360135082118,9.38936398649179,6.0641068247175385,0.0093481986616084,5.5697386447141195,0.13630390944924198,-4.213453721674811e-28,3.5127902091098047e-28,-6.846817751138043e-27
600,0.00043562889655116563,3.8999999999999995,0.08740606692174316,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.275408316163625e-26,-2.5689182237171276e-28,0.38895892140394117,6.599358776863708e-05,0.0009761649438789121,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.7654164936818229,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.1163436618099531,-1.536089780987017e-27,-6.911341794441887e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717538,0.0093481986616084,5.569738644714119,0.136303909449242,-4.199901921012872e-28,3.1248533040734844e-28,-6.846619953921245e-27
700,0.00043562889655116563,3.9,0.08740606692174316,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.2947705797226854e-26,-2.600763873219317e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789122,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.7654164936818229,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.1163436618099531,-1.542230652811694e-27,-6.909662753401983e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717538,0.0093481986616084,5.569738644714119,0.136303909449242,-4.341577015777833e-28,3.1132155310834423e-28,-6.846184012305298e-27
800,0.00043562889655116563,3.9,0.08740606692174316,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.3093715710824354e-26,-2.599524958081435e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789122,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.7654164936818229,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.1163436618099531,-1.5229751832812432e-27,-6.892427004183445e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.610636013508212,9.38936398649179,6.064106824717538,0.0093481986616084,5.569738644714119,0.136303909449242,-4.347603061109505e-28,3.05091256813291e-28,-6.845418787601339e-27
900,0.00043562889655116563,3.9,0.08740606692174316,221.0636760855702,4.253506791944451,0.0010942426378145102,-1.3115839938379607e-26,-2.626675440082518e-28,0.3889589214039411,6.599358776863708e-05,0.0009761649438789123,0.438235811135574,0.00072566581144648,1.6003652360518685e-05,0.7654164936818229,0.7775373395783337,9.22246266042167,6.08704712819468,409.7753223705409,5.589698892353401,0.1163436618099531,-1.5279714329548068e-27,-6.872913257690837e-26,0.0013068238889312812,0.374962692933961,8.448904976335478e-05,0.980272509547246,0.6106360135082118,9.38936398649179,6.064106824717538,0.0093481986616084,5.569738644714119,0.136303909449242,-4.384470908603249e-28,2.8643247322302805e-28,-6.843640500336756e-27
