milliseconds,Uninfected_Tumor_Cell_U,Infected_Cancer_Cell_I,Oncolytic_Adenovirus_V,Tumor_targeting_T_cells_T,Naive_T_cells_A,Dendritic_Cells_D
0,56.67936739296816,-0.017907473239474076,2.572733238851598,-0.31803829032043396,0.0,0.028684099458936053
100,59.903456684956154,0.17498524220330522,2.009385478942335,0.2697083335326131,0.0,0.01167763705954865
200,62.38216038546156,0.3716426418829324,1.6117470917460908,0.12157285853491576,0.0,0.017959783889084074
300,62.466255281910925,0.436649692431063,1.5326108338123754,-0.17343768942125054,0.0,0.02584361424307531
400,63.43594331578258,0.5247284179012456,1.2382414692091128,-0.08889960177875361,0.0,0.0009693228481496031
500,64.26242563090562,0.5948527538527066,1.2826104185020029,0.02145350495965309,0.0,0.0025095121509213975
600,66.41627631569813,0.6509816835446233,1.1935277287381492,0.6753509446598637,0.0,0.021274666545619533
700,71.43052669631636,0.7179339063993195,1.0092372990153264,0.3697370317645764,0.0,-0.022756408677663088
800,70.37903358401853,0.7106326572747635,1.0876703506189866,0.5952378588771878,0.0,-0.026280562818119312
900,73.0671961507395,0.7248933773241495,0.9711295032363852,0.28655672686094424,0.0,0.006736245482952091
1000,76.14397091739801,0.8481888886223261,0.9821825769927522,0.8718063664558229,0.0,1.003989013160448
1100,76.90419975213578,0.7709299988709492,1.037475271559761,1.097588833355061,0.0,0.9453677188375533
1200,81.81686417023309,0.8426689617112031,1.1295524608791594,1.605159220176617,0.0,0.9183944271931839
1300,82.32102807515905,0.8677568333692512,1.0823756585917366,2.1619454495918893,0.0,0.8838081914305427
1400,83.2119926662931,0.8803767149323963,1.0714831397934172,3.0377595890660474,0.0,0.8556719755006698
1500,86.38906241159232,0.8469974201610583,1.1273038892233167,2.9328300309648565,0.0,0.8586298450716601
1600,90.17082659243341,0.8442665037057298,1.0508608225105665,3.7722422640965827,0.0,0.8066512100344436
1700,89.3529575555546,0.922771730666152,1.045768669476568,3.654689589334363,0.0,0.7573665030222104
1800,93.06497920094442,0.945833834184656,1.195289776842924,4.263448090879384,0.0,0.7329767761024124
1900,95.7140718882834,0.9530895492220595,1.0596939407887207,4.537465133591262,0.0,0.7404365614017421
2000,96.77669371751414,0.9090286306408141,3.6083628766730627,4.887359906256802,0.0,0.7129676507967795
2100,96.69355709878509,1.087692940861312,3.142050339288421,5.154852202568451,0.0,0.6794194957979162
2200,97.54046325153536,1.2938528612848454,2.7770681865840214,5.4934768012432365,0.0,0.6845564606078903
2300,98.51448026720858,1.315076167682286,2.609036659438339,6.051099589437345,0.0,0.605564640002584
2400,100.64465900269367,1.405216484143851,2.4615393157191376,6.456304444075918,0.0,0.6054991364066296
2500,104.82065290969203,1.486029830207712,2.245286506362576,6.805795649128883,0.0,0.6048024725861464
2600,102.91098876550355,1.5386823449907767,2.2015536906824593,6.388789302013717,0.0,0.5957171927084659
2700,105.90194864220166,1.5349254140112825,2.1929795518229964,7.199928148566069,0.0,0.5748348749417703
2800,106.75153636655618,1.5237284512471678,2.238715957042118,7.264457850689134,0.0,0.5440712846940708
2900,108.18844366179367,1.5398521962027447,2.129675221261268,7.415418151613571,0.0,0.5306884108308434
3000,107.00847710678605,1.5572757713491368,2.196073636649611,7.730627962918413,0.0,0.5037926169811238
3100,109.08571733297237,1.5535985602246463,2.1851925650012873,7.593523714494682,0.0,0.5083103537535197
3200,113.0525679767786,1.6512820086565387,2.1806820970927654,8.036186792400155,0.0,0.4414668800538799
3300,113.17492890032523,1.568628641072238,2.048461788678051,8.414525769450139,0.0,0.41909593155721847
3400,112.99109377450064,1.5767870619386117,2.180237141574774,8.341100953972282,0.0,0.44302530832837955
3500,112.71478900669004,1.614015937295562,2.0317665611459144,8.347237643457127,0.0,0.3883210072139881
3600,117.15934432663347,1.6371466670598682,2.166248474884287,8.512663616055065,0.0,0.42560838224504965
3700,116.84709172568678,1.6272906109128418,2.0958329040404635,8.873686308846477,0.0,0.3626520972912923
3800,118.26895908132406,1.6538393847579984,2.168731086985213,9.141281182088404,0.0,0.39182811304021037
3900,118.2069410746037,1.5890460872950107,2.085974242172158,9.289343832810133,0.0,0.3336936303642442
4000,121.85306550803514,1.6508129621360186,4.524561261248861,8.858940882851368,0.0,0.33084414994053196
4100,121.72355013053354,1.7590274531349674,4.155271563195005,9.325918168401335,0.0,0.3177256351352767
4200,123.11297118829212,1.9013780834461678,3.733551182398077,9.207466505844026,0.0,0.29754995986792915
4300,121.00663464647846,2.021832705069409,3.507759305503129,9.630093070778681,0.0,0.32325207042934145
4400,123.8470960551415,2.1556242404420813,3.277417739546396,9.204349887703883,0.0,0.30598899917615907
4500,123.91233173234788,2.112235037019815,3.295218908280542,9.737111910744067,0.0,0.26805702474771986
4600,126.10410283316423,2.1811055695105472,3.215600797608727,9.572398796551857,0.0,0.31159467174465255
4700,127.74984044712618,2.146119491714529,2.997764651390309,9.766209986329319,0.0,0.2909718388780288
4800,127.05766911440001,2.1770286947664643,3.044442328240946,9.880494332167533,0.0,0.28033473389159574
4900,127.95814411947687,2.14922460460236,2.9750680494988653,10.335632418268387,0.0,0.24072897373732832
5000,127.64455935287344,2.24602402441715,3.019395257473155,10.400648769775806,0.0,1.2340226695744843
