milliseconds,s5,s16,s1,s27,s28,s30,s31,s32,s33,s37,s46,s75,s101,s102,s107,s121,s155,s164,s171,s172,s173,s170,s195,s174,s239,s36,s123,s129,s159,s232,s176,s179,s183,s188,s245,s252,s268,s260,s270,s275,s278,s286,s288,s292,s61,s259,s266,s267,s304,s305
0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0
100,0.3696013605840585,0.040189933147225965,2.954959489162922,0.004850577689850936,2.9951494223101487,0.8936609931631374,2.9950897819538165,0.8964742766512539,0.10352572334874621,2.5470700437857683e-06,0.9374622134942935,2.824967673115988,0.0004845278282843694,2.9997858776580357,2.8978804843601553,2.501319454538028,2.917289835967164e-05,5.263366831961052e-06,1.9984505710532539,1.9999963544069332,1.9998761489445105,1.9830507650529015,1.0678915845327679e-07,3.808846896730737,4.5853581285791,2.8550205218581888,1.261110429205378,0.061131578325778604,0.16573085889879866,0.4551459186789297,0.17420386832216433,0.015399806000352628,0.0014255778912566244,0.00012020546242229837,0.001406208333949174,4.822663082924643,0.9883253781526348,3.995106901690807e-07,5.187575300961681e-06,0.008816940156927177,0.00047926446145240734,0.20354830443050662,0.004696095704217427,0.00021157527192147696,1.8226634963809059,0.17496376305913605,0.002343980963793753,2.875959611546505e-05,0.5,3.5388039086183096e-06
200,0.6109995914558594,0.12137218215617548,2.848036080842102,0.030591737001722047,2.9694082629982783,0.7995323991716566,2.9827896086200494,0.8152088665992454,0.18479113340075468,3.425327825919211e-05,0.845701654317595,2.570128476881236,0.005197543981657324,2.998546117067067,2.821836615784026,1.9431370713397682,0.0002088756629089077,0.00011945581000376145,1.9836973096139456,1.9998425534061124,1.9973930379492113,1.9112211325997266,9.446848513944014e-06,3.4975183491851145,4.237036489386474,1.904529130899266,1.4726930569925702,0.14767051976571707,0.3820661362075109,0.5361302376234436,0.4137027834146217,0.07247617701421868,0.013695728335266655,0.0024495154569009496,0.006627851491009368,4.68304434123838,0.943945874783617,5.445825763019111e-06,0.00011589393649232313,0.04260784292960375,0.005078088171653527,0.3614205936643485,0.01575650844701672,0.00141962965467432,1.6830501990772941,0.30870689488212927,0.008039862642212913,0.00020304339831003608,0.5,0.00014799974537363234
300,0.7710260962000429,0.20851331169654633,2.7099253788324162,0.08156130947103572,2.918438690528966,0.7161181061077002,2.9659216154011325,0.7521511494189904,0.24784885058100958,0.0001460865381355238,0.769964785481203,2.3595964135269223,0.018118561098433125,2.995820953365538,2.7662396289182314,1.6801487160321475,0.0006269846008930614,0.0006574785468152691,1.9450090413392882,1.9987821216395987,1.986882314862076,1.798154248164769,0.00011215265394909189,3.2130013393158654,3.9388992826326064,1.373543623943446,1.4494124801094683,0.21594547014300394,0.5327062191019236,0.5196393249088216,0.5851529088489282,0.1468547931745197,0.04187327352278974,0.01189980677752285,0.014090165998331667,4.57215612825002,0.8763433526006535,2.3474914474272747e-05,0.0006271552478263481,0.08957880627274431,0.017461082551617768,0.4835638803751841,0.029899337964405807,0.004032960096326004,1.572182595306768,0.4118841700992296,0.015332295427276006,0.0006009391666545844,0.5,0.0011057257064522633
400,0.8792657957182571,0.28735441117222577,2.559266312749484,0.15337927607828508,2.846620723921718,0.6421250958313041,2.9464270368552476,0.7038356601948816,0.2961643398051183,0.0003899471116932325,0.7138793113220139,2.201197781099683,0.04033240347396047,2.9915315564938676,2.7260146364271507,1.5428275951401633,0.0013161398681467008,0.002045094735854914,1.8823909615814354,1.9953247413127446,1.9630821416910413,1.6677924832988353,0.0005867754189535323,2.978097683499261,3.680000517031459,1.0407480474887463,1.3722494944150034,0.26393356817236335,0.622539783481203,0.48031596011932565,0.6896947997996229,0.21459847828260492,0.08069118010961637,0.032242599621700896,0.02218983526043162,4.483438401149924,0.7994916189497557,6.312256603166598e-05,0.0019158540771118224,0.13593003194520542,0.038287308738105416,0.5782873045967764,0.04510451963861908,0.008078496394439,1.483513727094509,0.4923129384641532,0.022929805762929235,0.0012435286782163722,0.5,0.00408848326830181
500,0.9541297604401937,0.3540381020242831,2.4068461011587075,0.23911579681699863,2.760884203183005,0.5764334788571809,2.925608375110799,0.6670311640479808,0.33296883595201937,0.0008062374357078578,0.6737732895091506,2.083857521880799,0.07073291663145086,2.9858035559254503,2.6970529508512637,1.4689135974304286,0.002271290573142454,0.004680211113259628,1.8022499772895817,1.9877361069516704,1.9240480661524026,1.5361107179374671,0.0019640995567723023,2.787783849068176,3.452716340718744,0.8178380709481687,1.2887172110929859,0.29617334592685457,0.6711219872592409,0.4392635688163958,0.7483268688693034,0.2661392593521269,0.12179808886283273,0.06368804079925514,0.030063890481258175,4.412028382828477,0.7226837259254895,0.00013106159025260742,0.004301386979679888,0.17428757422854158,0.06605270551819122,0.6521219454023375,0.06019518081465124,0.013390206638840791,1.4121953397811604,0.5556653080397161,0.030024492641366723,0.0021148595373981648,0.5,0.010299793491556814
600,1.0071227871461659,0.4090940016805054,2.258684907939849,0.3322210903796091,2.6677789096203943,0.5180699952628174,2.9043227257784308,0.6390086876483987,0.36099131235160137,0.0014198468121809742,0.6456000080874434,1.9964225684990065,0.10720481312473047,2.9788571553945995,2.6762279363656982,1.4305775967305834,0.003465406001914946,0.008855126178628417,1.7122297108402622,1.974637339008437,1.8711563679314065,1.4112702729184508,0.0049673932832192515,2.632896725714228,3.2515621207939023,0.6620321600375529,1.2114449769893134,0.3170912566313716,0.6939636593009443,0.40237656245927506,0.7783735472039743,0.30095943792185226,0.15892665709112494,0.10348097107695424,0.03733856413284694,4.354264727764654,0.6507319146933502,0.00023115403471737472,0.007976057064715929,0.20240895907517018,0.09834968694610317,0.7100247941499006,0.07453442961616791,0.01972299779321764,1.3545810418963737,0.6060511302769526,0.036188907104786394,0.003178920720686632,0.5,0.020395267708339267
700,1.0455313978908165,0.45446191332018887,2.1179894687449377,0.42754861793482857,2.5724513820651747,0.4661856634402591,2.8831245473757785,0.6176177681425954,0.3823822318574047,0.0022405771793219983,0.6261436306483057,1.930495802112742,0.14743025774131377,2.970942351721705,2.661240191558887,1.4136290320716214,0.004860898725920564,0.014732483957343587,1.6186461340305218,1.9553449776971632,1.8076940273904256,1.2966102784406104,0.010376205732901782,2.505295986379597,3.0724580708543354,0.5498200344132151,1.1430103978228687,0.3300284672119661,0.7012261641604448,0.37094996776302275,0.791314292060627,0.3220358555899524,0.18904789335983782,0.14765095030663677,0.04389639504457325,4.307349574332588,0.5856091041690146,0.00036445250048354385,0.012992401153259999,0.22084777598521807,0.13269777378397207,0.7556986923766194,0.08781780434592436,0.02681707109897159,1.3078874209641378,0.6464690706581463,0.04125196337846507,0.0043915449978047015,0.5,0.03427881656992912
800,1.074049746717082,0.4922184999643542,1.986321302082501,0.5214601979530962,2.478539802046907,0.4200373313434027,2.862365891889052,0.6012280230073921,0.3987719769926081,0.0032655912100963387,0.6130326735679414,1.8801554848822553,0.18931973136186292,2.962303307625019,2.6504285961635423,1.4101176102378237,0.0064169725420787915,0.022352595574407365,1.525871742398194,1.9298997743709183,1.7374419643600207,1.1929312914317847,0.01888339180256475,2.3986071673764466,2.9122715553656304,0.4671245426727256,1.083070545345811,0.3373603807014889,0.6992063360816797,0.34485091559458575,0.7943241240548952,0.3329404509664477,0.21157022196173597,0.19245781001079215,0.04974240325240761,4.269116263347427,0.5277461812927465,0.0005296285710396216,0.019281490436850998,0.231318447673855,0.16696713578745795,0.7918999643820951,0.09993741573596439,0.03443110116488242,1.2699609252603576,0.6791326394592415,0.0451986671293774,0.0057077681495113705,0.5,0.05121683382651084
900,1.0957552261019288,0.5241318775783369,1.8642823785460845,0.6115857438755273,2.388414256124476,0.37897252236584783,2.8422646265330784,0.5886275056620055,0.41137249433799483,0.0044825027354141525,0.6045504795455308,1.8412711608945562,0.23119468075815236,2.953160733518041,2.6426030371271696,1.4152757489868417,0.008093939290102388,0.03165540803792,1.4365811767361385,1.8988994822653635,1.6637992817749199,1.09982809314975,0.03099336435992268,2.3079988836874623,2.7685271524443658,0.405002641118314,1.030545888586677,0.34075436234923967,0.6917463815580902,0.32352812524955565,0.7918292094618363,0.3367530835864317,0.22721810503869447,0.23510020049033312,0.05493503364895208,4.2378674729980235,0.47682295268008923,0.0007235596629253251,0.02668374312426601,0.2357877767888565,0.19953927272023492,0.8206890670400487,0.11089610698496033,0.04235676374654272,1.2391153772886134,0.7056980616853993,0.04810065048271721,0.007085910541657451,0.5,0.07010715337470717
