milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.011729631000572088,0.03797994249682699,0.003914598609018459,0.0020001309443588855,1.583668345515816e-05,2.3183516554545918e-08,1.3557297965496278e-05,9.351880566092876e-06,3.3313081774332736e-08,0.0002868478764749664,0.003029563463690259
100,0.011687242102425695,0.03798880524848455,0.003953567186955501,0.0019995323501431563,1.6084746975532532e-05,2.367736761630014e-08,1.3265893181588336e-05,9.370654528071555e-06,3.235377336240154e-08,0.0002868088605226061,0.0030330425071056193
200,0.0117913850946421,0.03797792630555681,0.003966144484351749,0.001998526529733677,1.6340530532872682e-05,2.4215885789570672e-08,1.2937663563510168e-05,9.41324753034943e-06,3.130714964792296e-08,0.00028681021417854954,0.0030336867272195357
300,0.011934727184990694,0.037970888694337665,0.004053871630508314,0.002000856734665635,1.656456063501237e-05,2.47036334272017e-08,1.263957905134633e-05,9.452834886514014e-06,3.063940350602326e-08,0.00028686910250607045,0.003010209222173195
400,0.012028454618029595,0.03797856763720581,0.004033918275001112,0.0019991787846111303,1.6757702131012252e-05,2.4823657911152032e-08,1.2459520218527227e-05,9.487519315081164e-06,3.013424968946177e-08,0.00028685226154101474,0.002998792267332689
500,0.011931709077466138,0.03797016032133439,0.004149045400263519,0.0020011225270044736,1.6907535642659048e-05,2.5530757542083763e-08,1.2276475782101194e-05,9.5076324886478e-06,2.9621775200684618e-08,0.00028682077747965994,0.002980440899513454
600,0.011978350190209193,0.037966603977391926,0.004232964351219717,0.0020002688561265333,1.700092909998444e-05,2.568658522757959e-08,1.2147334136269908e-05,9.521519434175417e-06,2.9371333908750493e-08,0.00028679852956802864,0.002975037343212107
700,0.01213512612950873,0.03798020371490252,0.0042708527869551064,0.002001453099297798,1.7072617824865248e-05,2.6146661019432395e-08,1.205069818039738e-05,9.53633614281007e-06,2.901679850553802e-08,0.00028670913631156453,0.0029553321844806085
800,0.012303333829406148,0.037962089173883655,0.004344866985495119,0.0020040684396952727,1.7194659210604765e-05,2.6613148292011656e-08,1.2015003677246673e-05,9.546095621260013e-06,2.8875467263617672e-08,0.00028673747367657503,0.002931530498029144
900,0.012290680205118025,0.03796486904848382,0.004377818068980672,0.0020043991752777667,1.724974133793674e-05,2.6670403647651046e-08,1.1921540653839752e-05,9.548615193873404e-06,2.8647449053483393e-08,0.00028668097496024685,0.0029261393609614065
1000,0.01228950635558022,0.037960244841790926,0.004435878578423167,0.0020045728125000955,1.7252141198940635e-05,2.693046227501e-08,1.1857771805592393e-05,9.561335117205121e-06,2.8643896172787523e-08,0.00028674036104492584,0.002913179716948032
