milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.011732323923577878,0.03798892086675174,0.003904470413186567,0.002000291923451866,1.5819178586493747e-05,2.3126014757941406e-08,1.3507983719919902e-05,9.348797149641277e-06,3.3236950649745096e-08,0.000286863237884104,0.0030430795977245107
100,0.011897822796708035,0.037982763567208394,0.003919895435571031,0.0020013270247723346,1.607458334907973e-05,2.3392299483261884e-08,1.3287868898565073e-05,9.361842962422157e-06,3.221376876277642e-08,0.0002868239125425406,0.00303343547725031
200,0.011824099665835272,0.03798057063621488,0.003990950019883828,0.0019996310592683255,1.631886357950821e-05,2.4086413721761725e-08,1.2935255369692344e-05,9.415164244043037e-06,3.133106842699749e-08,0.00028679760617249684,0.0030313990676587316
300,0.011991741672283068,0.037986882935358166,0.004049692925911141,0.002002277150894281,1.6567711282780514e-05,2.4345895219985496e-08,1.2674628449839927e-05,9.459402260953075e-06,3.057385999670182e-08,0.00028686345613043257,0.003020177006239307
400,0.012027427778978705,0.037971217255136115,0.004034759740582196,0.0020020371822196117,1.67618391754919e-05,2.5108002936168116e-08,1.2452002549904375e-05,9.483719930828992e-06,3.000057910370802e-08,0.00028684238999532996,0.0029976274866815064
500,0.012039602330887715,0.03797234250863288,0.004118428906531869,0.0020007395071397088,1.691662136105125e-05,2.542762063152101e-08,1.2269103827425777e-05,9.506751375350395e-06,2.9622247717735424e-08,0.0002867944133969848,0.002982981510484887
600,0.012175397944814046,0.03797523564271957,0.004198864510310071,0.002000980232399562,1.703889497306962e-05,2.5561620061353368e-08,1.2206864784119641e-05,9.527775672739762e-06,2.9246914358597188e-08,0.0002867364440122129,0.002964676406862991
700,0.012072227455240642,0.037969815124376485,0.004236641478555273,0.002002974322756356,1.7117714054717046e-05,2.6135871022280267e-08,1.2058288249764686e-05,9.53756785162316e-06,2.9100549972875284e-08,0.00028669650740463845,0.0029554352037705254
800,0.012164985708429485,0.037961849081334695,0.004346737221433098,0.0020018046594295577,1.714902902207237e-05,2.653932187910449e-08,1.2005682386046048e-05,9.54450130192061e-06,2.8813355632111494e-08,0.00028677249078988174,0.0029447031084392666
900,0.012207475506314444,0.037963352399806895,0.004354378570648978,0.0020027041337498924,1.7218206818459894e-05,2.6718898809734007e-08,1.1890341323023513e-05,9.548239146608352e-06,2.8654874223320654e-08,0.000286720245431825,0.0029285438388332082
1000,0.01249766610957115,0.03797101908397104,0.00445825254106674,0.0020043900971429426,1.727213017632624e-05,2.6852535293234918e-08,1.1881008326654108e-05,9.563014638986368e-06,2.853774887920784e-08,0.00028670018508412,0.002908567951565015
1100,0.012532694974183772,0.037965139302469246,0.004551111214460624,0.0020054878321491745,1.7330295112535383e-05,2.73405242736961e-08,1.1875004402424908e-05,9.564637017046861e-06,2.847500100456686e-08,0.0002866883979309389,0.0028876518989485026
1200,0.01251546294584269,0.037953309611316516,0.004575780542928854,0.0020062346037543416,1.733538430867859e-05,2.762786074713808e-08,1.180737562261246e-05,9.564607453178072e-06,2.834570666676495e-08,0.00028670605770962285,0.0028851337444956745
1300,0.012552555315409004,0.03794245977696165,0.00461496855596053,0.0020050019244262493,1.734316638801132e-05,2.7713119840230703e-08,1.175050502627473e-05,9.570007402574476e-06,2.826605987366589e-08,0.00028672411865767345,0.0028667499931815913
