milliseconds,x,y
0,1.0,1.0
100,1.176672778973449,0.832120020823484
200,1.3259722977697481,0.7062081817622688
300,1.4543524323074375,0.6121387124418027
400,1.5668910058886485,0.5420616182934838
500,1.6675158004409338,0.48996402526730576
600,1.759220320273151,0.45129243822950393
700,1.844263983126532,0.422624227904258
800,1.9243419803366115,0.40139810035028495
900,2.000721109154103,0.38570327144748745
1000,2.074345769204266,0.37411682604497104
1100,2.1459190026075694,0.3655802762517645
1200,2.215962728689739,0.3593082402804769
1300,2.284865251424172,0.35471654750612164
1400,2.3529151475778596,0.35137117211062086
1500,2.4203257765540935,0.3489512825993159
1600,2.4872563747117353,0.3472173931177089
1700,2.5538249973227374,0.3459919648911709
1800,2.6201186184896765,0.34514422753405205
1900,2.6862018862468844,0.3445769666041134
2000,2.7521230573478426,0.3442175985327096
2100,2.8179178288108506,0.3440124309691748
2200,2.8836124807325345,0.34392193418891986
2300,2.949226571859411,0.3439166837745994
2400,3.0147747947746972,0.3439745729638718
2500,3.080268078729921,0.3440791552035277
2600,3.1457145088578793,0.3442182623575021
2700,3.2111200706652068,0.34438288384657983
2800,3.276489012868858,0.34456662003429506
2900,3.3418245219427978,0.3447646702081741
3000,3.4071290259138216,0.34497337569945824
3100,3.47240435228017,0.34518998172266796
3200,3.537651893774161,0.3454123879694798
3300,3.602872634673198,0.3456391082682669
3400,3.668067281019354,0.34586907506199394
3500,3.733236363814215,0.346101484530686
3600,3.798380238325061,0.3463357972723777
3700,3.8634992765537395,0.3465714493253538
3800,3.928593590946483,0.3468082666147488
3900,3.9936634809935874,0.34704579447559514
4000,4.058709071286338,0.34728384155860414
4100,4.123730428322206,0.3475223042198481
4200,4.188727733061698,0.34776090630399975
4300,4.253700914950869,0.34799974823475743
4400,4.318650058030757,0.34823869880252706
4500,4.38357513955496,0.348477787674628
4600,4.448476140593671,0.3487170376509909
4700,4.513353082449058,0.3489564128575739
4800,4.578205960880593,0.34919591514987847
4900,4.643034780259871,0.3494355336358987
5000,4.707839568465818,0.3496752225813704
