miliseconds,EpoR,Epo,Epo_EpoR,Epo_EpoRi,dEpoi,dEpoe
0,519.1699659779523,2029.3125829863197,-0.5008592160620159,-0.4296665997695158,-0.0023395072858402827,-0.013946176674660356
100,503.8937401686137,2020.9008838276848,8.542227347755246,0.06857093853870792,-0.0010645261087921737,-0.015146982671711922
200,494.0529037065859,2011.4032982831156,24.32259341561935,-0.28170444955651497,0.004746734229268603,-0.007163101840034694
300,480.3992960769068,1994.693342398393,27.858687929312264,-0.3708492041768738,0.0015248097769896957,-0.004702964882622379
400,478.4097001614757,1988.4964539186751,42.46260494853305,-0.27908702402025176,-0.002364982374150374,0.021688168482336956
500,469.0763955807676,1978.5512235903739,51.9068093549405,0.7314337155737567,0.0020108846588427864,0.008132857106982708
600,457.45475978190126,1972.4182686038675,60.31662606275269,1.4683454343422948,-0.0015082994048994738,-0.006269722625853951
700,443.91426380013445,1956.381044013026,67.67383318443702,2.7457693581858433,-0.001672855250060829,0.02982738815762988
800,438.0293833858781,1948.1987846183522,77.9515590659802,2.4999132528263868,0.005199666703709433,0.037214111806412514
900,428.2512519119942,1944.3801621723235,84.91977842190018,3.599690050467906,0.007436739376604258,-0.007929143423495572
1000,417.33985340824484,1935.1917920536396,92.88254472854578,3.2392857956067065,0.006919081656298325,0.008281382251970785
1100,409.8430135226146,1923.550031498777,100.46129742987448,4.579840956896942,0.008314315605604219,0.02702409077215484
1200,402.47568871103084,1918.9065699175358,106.86502418986943,4.8761240079160455,0.0018391408123824204,0.020553497133028766
1300,396.4466342254573,1911.1193939515774,115.8570647680471,5.525510946391374,0.00398680657718046,0.04318887945440832
1400,391.5034065558035,1898.1601630720086,122.84011801128106,6.547013096183914,0.006052495949105239,0.07894819287529564
1500,387.52576282689506,1894.7210640003063,129.96854651773793,8.056920639891624,0.009685171202335155,0.07696474873148088
1600,380.3782007137027,1883.3850598821878,134.560423063676,7.74316119097769,0.010186964490020455,0.05371768972062378
1700,369.5754352176907,1878.3572248994155,137.0082109206514,9.07283923506361,0.0215522368972594,0.0896110802083808
1800,366.32342048114305,1873.989894260508,146.14737720884946,10.304254069422432,0.02210180442369175,0.09956980318094574
1900,354.33401798497107,1869.1795665421712,153.14249994621468,10.923894948716674,0.020717266445215383,0.10330537785833205
2000,353.801108558052,1863.1298144212567,154.62357773767096,13.41748532953235,0.027122385036248538,0.17636435638091574
2100,347.6292518865356,1851.9389772870768,162.96533155532612,13.913675064932775,0.03778159342062239,0.16375839830024513
2200,336.4302366977348,1850.159828670519,164.2409215572059,14.655949456253387,0.033676265405081854,0.18889215583904131
2300,330.9876412284588,1837.470341992112,171.42089869724674,16.71431188323142,0.038189509451008734,0.2400571037534679
2400,328.94332810025105,1830.39374984111,178.0164183206082,18.28663607194813,0.04434392844169292,0.25136169071533815
2500,326.89148977454954,1831.3869871106565,183.8043641389766,19.625531300279036,0.056598801560787976,0.2550242221228232
2600,317.66305989039523,1824.0308180369025,187.29244146009108,20.502846486600312,0.0645850359884792,0.33096443965354616
2700,316.51812069017006,1812.9745354507488,188.96285261936345,21.11269373449758,0.06950962790198154,0.3237597964584295
2800,307.3405307332283,1815.7910052779557,192.51872011628836,22.71568371366072,0.07821508114341866,0.3611337100062532
2900,305.9475624178887,1808.744152910669,200.42494476352246,24.751872267763023,0.07731595578625003,0.40891916744915063
3000,298.93154272643244,1796.2055763010019,206.34176145058518,26.14155690399953,0.09364973089705812,0.45038339539922
3100,296.4366748442113,1797.4651893444125,208.02761234660397,27.837078757213323,0.09676023077302112,0.4809526818781317
3200,285.93604612623915,1786.9853143307037,208.52963527421142,29.50772156811295,0.11108264573128203,0.5325598236038753
3300,287.62300961070656,1788.3855879164246,211.30857667265659,30.934881009016046,0.12172121836653561,0.6249566713982235
3400,285.4785027026866,1784.5840684969373,218.30638078132006,32.00419077928312,0.1285745042806207,0.67739831712076
3500,278.5637983611576,1772.3085297745222,216.96380663935213,33.088669407099225,0.13285549001666236,0.6919290102637865
3600,273.5741161188338,1773.6635047449893,222.03996668108564,35.358347558807715,0.14555452421530435,0.7698547995797975
3700,269.71304971392476,1767.449097781114,229.7848936861994,36.47310961898361,0.15886819201542432,0.8396956756875305
3800,269.65321119882407,1761.625892009935,229.40384657994846,38.793087397262155,0.17617583268107823,0.8788171908751722
3900,265.16724419207713,1757.1987510062943,234.60284126746507,39.94790194899487,0.18644944082022105,0.9312660170092981
4000,255.2882595021174,1751.400978728515,237.680190236071,40.544450865053314,0.19247209532643958,1.0036221000828254
4100,258.09691628034517,1744.2987187859235,236.46079295095885,42.666980350714326,0.20450656966207081,1.0549567684056989
4200,250.76541699703324,1743.5584278304793,237.65444501448033,43.90488463030453,0.2196015710639485,1.1784984450420652
4300,251.80215685584227,1736.9139299038957,239.70381988122074,46.73133589792872,0.2351577692424165,1.201733514653605
4400,249.63674390061638,1732.6847894037453,244.91680118357235,47.78885906698004,0.25297503480731337,1.312887927505129
4500,238.77238511264932,1729.0202258237791,249.93263433527486,49.960266232043544,0.2714763022256713,1.38092999257304
4600,237.02171860830197,1731.1044586428213,249.14480829119663,51.6451293730442,0.2816706397382587,1.4704818619510158
4700,232.66014112235771,1729.0550991969872,252.86232681786717,53.114770243063376,0.299070980795388,1.5783326170992846
4800,236.5814371143067,1720.6409642002886,254.078151137245,54.04471587836742,0.31708624050380246,1.6684751890427862
4900,228.42916716457378,1717.532907041646,253.3947911349245,56.85225011534346,0.3345432696639021,1.7133632314908727
5000,224.3741191237506,1713.0490233498156,258.6505768935859,58.525175946329,0.3560801422552396,1.8099744674118317
