miliseconds,EpoR,Epo,Epo_EpoR,Epo_EpoRi,dEpoi,dEpoe
0,514.6481698020302,2034.4539754534053,0.5608373701480721,0.13619927808240873,0.002789809015656019,0.0032619912030576047
100,502.8169247305417,2015.0874733959427,13.999267612226307,0.4824403304468304,-0.00028216713309725863,0.02568960440277735
200,498.34744426141214,2012.988600219439,22.835965776873596,0.3222529858860131,0.0028048816919579987,0.009420564781416294
300,484.9915036161986,1995.7355001173382,32.224755420419314,-0.39720103312025795,2.7641477264269868e-05,0.01644591184420121
400,471.2969001663651,1990.0261881147048,41.85427546482519,1.3390266654661114,-0.00020050776966913777,0.00578849610954507
500,465.7127916271649,1976.0104310303086,53.480387016086944,0.5350562436151667,-0.0020584209034324513,-0.006471214083343324
600,455.0869920645078,1973.4816238854366,60.43012337151721,1.5269482624884152,0.0015901596726628983,0.03169408027260916
700,449.88593421244605,1956.2160305169448,65.21026586642182,1.9087995240137507,0.0012368727305813005,-0.0167251124695693
800,435.71604511448845,1953.9999983777045,79.59338965340011,3.2096971728444315,-0.000727625004376909,-0.008687336293099097
900,429.6362079239625,1940.5996956916108,82.38754075763333,2.7707110740666647,-0.0006072660800784317,0.03026702266239645
1000,419.6879453255049,1934.668429015244,95.6774018602396,3.9533009898171314,0.0062871524138953085,0.036851838486792805
1100,409.76181125768636,1929.30922898089,96.94256395602581,5.218291092535448,0.005805721064942388,0.0020827851273904595
1200,404.8510132958471,1914.2861312580749,104.72831990231433,4.450309767178722,0.008620177777149107,0.022898751681173037
1300,394.7795826420873,1906.335076686279,113.62266433851744,5.113879890622412,0.010885493506729328,0.038198155265023195
1400,390.9962444081816,1905.658869700356,123.80496970008697,6.007138747873665,0.010368295380481275,0.037680843968300175
1500,387.8660023476718,1894.0327740645928,128.40752770725993,7.304785122848193,0.016348132942232346,0.060324812626807826
1600,380.1106608217281,1888.287915742348,131.57465466507844,8.32561568004767,0.020301793289770772,0.09226860554246002
1700,371.79355103070975,1883.1268186609566,140.23548397637185,8.802592679616028,0.014668879146843748,0.0970358945483223
1800,361.39981119700786,1873.2152649741274,146.31420231764642,10.828560057118548,0.020421242535653004,0.11559171040594099
1900,355.00778048706337,1865.4579716035119,152.7601617416733,12.129804512713235,0.02194573821033521,0.14306266423598527
2000,351.82403811825225,1861.4223363171081,158.65602766979393,13.009478049201965,0.031804063888743545,0.14361014976713782
2100,342.23055026904274,1854.9640538400274,164.0354271102059,14.045173231571292,0.03830092201201957,0.15042383191315642
2200,336.1425724647525,1848.7114142549588,170.07939970523958,14.471302120747266,0.03809724705275303,0.17855027463540923
2300,336.1033291620542,1836.7467150193615,170.5402151478923,15.564637161677988,0.04153135714031871,0.2174316386651018
2400,327.00988694032566,1832.6973704318548,179.1279551746184,18.36505471104226,0.04951247727486415,0.26671950372405484
2500,327.3425964553835,1830.9853965507048,185.8223990972262,18.752561964599273,0.05346246606966352,0.28932658561408153
2600,314.7521772606289,1823.3722141731696,188.90338446708364,19.990248526759633,0.061042268184688574,0.3007248925691438
2700,313.9969239945527,1813.3008794907253,191.24396447298798,21.31138417038542,0.07059406737400574,0.3194712595869312
2800,305.64452179134645,1814.291365290331,195.03931319175314,22.68149143326994,0.07435073901655788,0.38276973712778894
2900,304.7488556904616,1810.716817650769,198.76991565192378,24.13673320021295,0.08657891246823027,0.4144064259580132
3000,297.6460305034715,1799.9563455635575,203.29984325399815,26.40838521956287,0.09334387517472091,0.49092531522013416
3100,290.24219044915156,1796.7488739946784,205.9180305799964,26.519085517488122,0.09439516066704733,0.49368047381742236
