miliseconds,EpoR,Epo,Epo_EpoR,Epo_EpoRi,dEpoi,dEpoe
3200,289.9201105236076,1792.2273518300794,208.12708522584032,28.08197467954891,0.10861617202100196,0.5544396694686613
3300,288.5050754592437,1784.7760763419344,212.33477725027012,29.98945617953084,0.11490462578424789,0.6295652971251611
3400,285.04366053999064,1784.2712831757565,220.52266530273886,32.31599439045342,0.12188281987101789,0.640512879309958
3500,277.0574210276812,1771.232625428469,220.40750992288267,32.96140009057827,0.13359550490478841,0.7244478270425343
3600,273.7442676814557,1774.7178458217404,219.7309902838233,34.11080622600478,0.15012153858469005,0.7896378660598917
3700,270.54156296692094,1768.0145407484158,224.91039041151407,37.38639407080925,0.1592218299959717,0.8152518436230646
3800,269.2807214870969,1761.1501042268756,227.88504020343012,38.600804419796475,0.17169945986135327,0.8908892702850492
3900,258.8850933383104,1759.31854752393,233.3355827931973,40.426414446235434,0.17934776103032024,0.9314554071326989
4000,257.57569899445895,1751.4554475361376,235.8817384753524,42.041920919452444,0.19875704851111606,1.03571262859033
4100,257.4169875601446,1745.070055839889,234.4681468619078,42.97644202130515,0.21462523366326766,1.0637191677920432
4200,248.3339095995385,1748.770134277676,237.7927602972332,44.02513569803024,0.22382937546202772,1.150233441830416
4300,250.874974229381,1741.540531098848,241.51227721266477,46.03603223871327,0.23440070377266134,1.2019278460070986
4400,243.8036854707903,1740.53089807329,243.02235868284865,48.22098614262281,0.2545778740237873,1.2826968108967938
4500,240.09650617130643,1732.4344205143432,243.27760648721775,49.29227444794663,0.2702277119704856,1.4011473989674987
4600,242.11742975746753,1732.6253823561935,245.46459597211486,51.97906886748156,0.2845832864190249,1.4871864004321529
4700,234.2156049884266,1720.7230641425926,249.06949606430285,53.423024825141816,0.3048172897787958,1.5499264416139071
4800,234.4246381881916,1720.2165813337535,249.71150452278138,55.5872409405378,0.32150356985770484,1.633661131327213
4900,233.93163226909206,1717.9854628374526,253.3026261250453,56.03481283009686,0.33830498114386515,1.7565026119935958
5000,225.98652175208397,1709.3310466758944,255.57741914699972,58.910675422379924,0.35175605873623034,1.8164145251902497
