milliseconds,X,ES
0,1.0223819834803434,0.970890826906069
100,1.8592000291250852,0.19396934119855447
200,2.471917687863015,-0.45171379647956456
300,2.9398933594218506,-1.0062879977778085
400,3.4050417718756822,-1.3586139080014934
500,3.6930708181363334,-1.6720251895642746
600,3.908687624123225,-1.9206792769669987
700,4.0989333129845456,-2.1599846235155886
800,4.3157174233644975,-2.265522220358288
900,4.430616154189783,-2.434240790956571
1000,4.562220973272998,-2.588885526613456
1100,4.6105631466460935,-2.618066237611883
1200,4.689544154763877,-2.7394947945297745
1300,4.732356449082569,-2.730213667834333
1400,4.8515546306223385,-2.8323874347757956
1500,4.8500680287710365,-2.8182483029808996
1600,4.865585525621069,-2.869569176489626
1700,4.924556794025203,-2.8941078654020904
1800,4.9058520573638305,-2.934229073412235
1900,4.924407801279836,-2.95863938336339
2000,4.971068155238363,-2.949757490132536
2100,4.958277463577865,-3.0260847323527864
2200,5.0034853494806075,-2.9888921367332286
2300,5.002492411613656,-2.9725252720288604
2400,5.0066068766994025,-3.0318778598442147
2500,5.003684846194329,-2.989296175212434
2600,5.0404621114372175,-3.0629686911081575
2700,4.986325523269192,-3.035914559215951
2800,5.031342514441695,-3.0473449418471263
2900,5.067576540481819,-3.0000083912509616
3000,5.060974692671392,-3.0439984098271853
3100,5.006506328887166,-3.02366318166923
3200,5.063494575559301,-3.040473412825543
3300,5.004169643297256,-3.0796709804079176
3400,5.056046422752482,-3.081189244957184
3500,5.084408932614694,-3.0094863744448297
3600,5.031945402455272,-3.04684608969776
3700,5.009942493277232,-3.0531450521529764
3800,5.04605895945517,-3.0231221743703283
3900,5.075129874864093,-3.0686888439989266
4000,5.04085577073897,-3.078792248308251
4100,5.019620606538136,-3.0306019445746264
4200,5.068812570048192,-3.0300857556676686
4300,5.085432186295033,-3.059194633072728
4400,5.030340790472114,-3.0156178718960485
4500,5.090215441948754,-3.056702948801879
4600,5.036547517108477,-3.0165272964897776
4700,5.0801897876365185,-3.051788972503498
4800,5.011183814606248,-3.0184650142701477
4900,5.03360455855812,-3.0895925222039566
5000,5.034647221039874,-3.006249461705164
