miliseconds,X,ES
0,0.9927811818897161,1.030545335772805
100,1.8736517937011723,0.12284727576195795
200,2.4741984560132426,-0.4939368003337571
300,3.0131842043979296,-0.9566752404734737
400,3.353341309355484,-1.4117102074414203
500,3.7000986375033373,-1.6664043450311197
600,3.938227683019879,-1.947718622594492
700,4.141885555142161,-2.140580988532774
800,4.320756218064434,-2.329681056820882
900,4.446695840951858,-2.439419656103301
1000,4.558989585231011,-2.5364408852740468
1100,4.607922546159619,-2.6122078242649507
1200,4.695633173304482,-2.7191624047235217
1300,4.76098378005352,-2.7569118530368226
1400,4.8282092527355704,-2.774249680300213
1500,4.89065336868519,-2.8970387376193916
1600,4.892882309539689,-2.931648741596251
1700,4.8835258831175015,-2.897011911281173
1800,4.942425589060729,-2.969283534126565
1900,4.924986648576572,-2.9305989153313177
2000,4.996835012887474,-2.9542116658087263
2100,5.028760949440421,-3.0090097140355914
2200,5.018629840613274,-2.9826503351753204
2300,5.018171424834751,-3.019545268394175
2400,4.9912039116330105,-3.0300681920024473
2500,4.999104850489293,-2.977729229583462
2600,5.067707901950209,-3.0101698073040692
2700,5.016802559420851,-3.028425254673174
2800,5.058007651847147,-3.060932173392071
2900,5.031786266415636,-3.065739404021254
3000,5.023729228558314,-3.0279247456737894
3100,5.075428649635338,-3.048292796196228
3200,5.078645889512201,-3.01741018254009
3300,5.036190775753698,-3.05621474843268
3400,5.022263217070319,-3.04111997318921
3500,5.0106154794354625,-3.010967387224857
3600,5.034893323848552,-3.078485952066228
3700,5.011631306833667,-3.052665719645804
3800,5.0713508278054515,-3.067260487936414
3900,5.048952431047517,-3.0212286407644937
4000,5.04396694151501,-3.077999811141178
4100,5.043584438171541,-3.047749513300686
4200,5.073051925332402,-3.0780193109560963
4300,5.05224565104803,-3.013711451648173
4400,5.0285643110238105,-3.022671633645697
4500,5.052883684515972,-3.03292974331224
4600,5.082417683012788,-3.09028438296329
4700,5.061771892486222,-3.009884743804373
4800,5.040896180563868,-3.0323266964098456
4900,5.073800058956884,-3.0183385481838236
5000,5.068840170502024,-3.0347904372411656
