miliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
1000,8.85554757936546e-05,0.00016999395347030394,-5.05784342707726e-09,6.90062028323748e-10,-1.2009696872242599e-14,2.1346321067138936e-08,4.504144166282216e-09,-4.812943667403353e-07,-4.2981848623145755e-05,-2.061553835870934e-07,-4.6083215591782635e-06,5.173329455381124e-07,3.743039081760989e-07,2.654582126508254e-05,2.6212633403589077e-07,6.069965502853923e-08,7.030014782085541e-05,4.382765768555203e-08,1.7292797204096995e-08,2.262219088766279e-10,3.280664157027123e-14,4.0063091074605526e-09,8.058999034563505e-10,3.1374972715688435e-15
1100,8.27531776811253e-05,0.00016277117797091942,-9.542928684955613e-09,7.074162924423188e-10,-1.1973175156460212e-14,1.8301290456163356e-08,3.4834881849649573e-09,-1.7941730371652186e-07,-2.7864839187111433e-05,-2.3177379804507851e-07,3.2520664387797e-06,4.869212511125397e-07,3.5662398185540445e-07,2.9597777114344576e-05,3.081888392505203e-07,5.772144215749042e-08,7.864037526113398e-05,5.80300785408711e-08,1.902116204866661e-08,2.43296135534643e-10,2.7620776355230723e-14,4.847042584752332e-09,5.949612092616522e-10,1.3842408368039155e-16
1200,8.260520489054115e-05,0.00016878070569738542,-6.622589873704155e-09,7.134658162328048e-10,-4.9716692249141585e-15,1.525030696205746e-08,3.2261153876982826e-09,-7.775916192312836e-07,-4.9981095038600025e-05,-3.0042801120269396e-07,-9.512541012351122e-06,3.567593805447838e-07,3.5258493251215857e-07,2.8922564938197235e-05,3.660933304589761e-07,5.5129939938916085e-08,9.722068987885361e-05,4.252382404489757e-08,2.9447110806902195e-08,2.2438944353959363e-10,3.874032019945109e-14,4.202485800377875e-09,6.967784363618559e-10,6.819617620904682e-15
1300,9.092456424900232e-05,0.0001589601432224639,-2.157173276138807e-08,4.999998660093305e-10,-1.3945935332410345e-14,5.199178847204772e-09,3.3933920438558515e-09,-2.369977287301369e-07,-3.529529330897176e-05,-3.414826373337275e-07,1.1824333956707567e-06,5.348081360524451e-07,3.2011098619483314e-07,3.3305525471878555e-05,3.6206106264919653e-07,5.386121375518526e-08,0.00010085202564173417,6.51709632347926e-08,2.9786940275413472e-08,2.3978432607030854e-10,-1.3940564968018311e-15,6.1029910017477745e-09,9.116327232985129e-10,7.15452767470969e-15
1400,7.396184909895863e-05,0.00016156979964334,-1.3490983678903731e-08,5.059946268794724e-10,-9.198599136224705e-15,1.1075828475807767e-08,3.106293489497902e-09,-5.700037838343465e-07,-0.00010178630058823231,-3.592159898525307e-07,-3.1208027969981536e-06,3.4816453640272563e-07,2.83103590076199e-07,3.431977086261661e-05,3.467670596431202e-07,5.406103653835401e-08,0.00010641493441671543,5.093309671936694e-08,3.562495378667489e-08,2.2946814298739713e-10,2.0484460365376728e-14,5.533720454549275e-09,1.2681024906070605e-09,-1.3660195674342588e-15
1500,9.887307905620891e-05,0.00016284589682246766,-1.3306629667689591e-08,6.47673812694056e-10,-2.072813623206785e-14,5.8558160257060046e-09,2.083348667914257e-09,-9.181750156766186e-07,-0.00010844407224174535,-3.524054399809213e-07,-1.0449521384312056e-05,3.1745700356511065e-07,2.7506976685978666e-07,3.4853799474063286e-05,3.4045312456126686e-07,5.0258597077894587e-08,0.00013057554256373945,5.404446019191018e-08,3.2034022819688674e-08,2.6638994441884276e-10,3.900448128140354e-14,7.038670164047557e-09,1.0968205418369976e-09,-1.1646516539298323e-15
1600,7.224803608030686e-05,0.00017719556650374303,-2.863019002719913e-08,8.782375446728223e-10,-1.9318878010645583e-14,9.082826577013756e-09,2.440614660581552e-09,-2.5355651148414884e-07,-0.00012243168816904206,-4.2029526649065395e-07,-2.6304525518894168e-06,2.686663892544914e-07,3.045665593108988e-07,3.575180473469931e-05,4.3468758815916895e-07,4.903800831988082e-08,0.00013177110769487725,6.89720803494596e-08,2.8324990867231276e-08,2.504867434026472e-10,2.931242134349887e-14,6.166196875244502e-09,1.089649196444693e-09,8.5741767706332e-15
1700,9.833032020012653e-05,0.00016343347943043184,-2.3229245847492083e-08,6.323442197894247e-10,-2.56292591050201e-14,5.354637839016591e-10,2.1540711145749238e-09,-7.031134145927611e-07,-0.00013298449000597964,-4.6804063104024186e-07,-2.116914532306124e-06,1.9665741126958194e-07,2.570398690856384e-07,3.823331418872486e-05,3.7600189180755545e-07,4.882037595676646e-08,0.00013441083261535777,8.318611843127206e-08,3.8767765973108946e-08,2.754011750484303e-10,1.80208600860227e-14,7.181777823084536e-09,1.4357572288741248e-09,8.251992398220734e-15
1800,9.361604924121943e-05,0.00016809634103174436,-3.5273664018719283e-08,9.265544309076032e-10,-1.1118281208851297e-14,-2.5007818356929686e-09,1.3917166661353293e-09,-1.621845772977997e-07,-0.00012891677524589452,-4.461044938644828e-07,-1.9209528143755897e-07,3.948582272109994e-07,2.766906815962537e-07,3.959380212603262e-05,4.872576828377129e-07,4.649630303585923e-08,0.0001481157137345162,9.390215032853494e-08,3.4335912561417245e-08,2.611780812854949e-10,3.1403472140973833e-15,7.942242408259746e-09,1.3706979434993714e-09,8.418840147761791e-15
1900,9.016748376017336e-05,0.00016168197353076956,-3.7750837729623364e-08,1.0058596324832517e-09,-2.5416194827817877e-14,-3.4666572697088053e-10,1.1901650867364624e-09,2.3387554863051054e-07,-0.00015205567124951654,-5.217645271839677e-07,4.243229581943407e-06,4.398137416203016e-07,2.5407805793461346e-07,4.121790581044169e-05,4.77084233123385e-07,4.591439374905144e-08,0.00016050559743356588,7.474006112465384e-08,4.41457720893435e-08,2.510013589764874e-10,-8.906777740758915e-15,8.451308839840793e-09,1.3238135301721903e-09,2.9585465617394515e-15
2000,8.649075421019227e-05,0.00017272129713200322,-3.758761482314989e-08,7.478772978590681e-10,-1.7301843004384185e-14,-3.3155340200819684e-09,1.0836411564757629e-09,2.722868075569375e-07,-0.00016414750332244775,-5.08919463476971e-07,-2.8378233478417045e-06,3.9677362596494607e-07,2.2548298367214256e-07,4.073346467637966e-05,5.723515196446019e-07,4.209860740586066e-08,0.00017097264649548147,1.0289609737136514e-07,4.4762132813076974e-08,2.801216160799307e-10,3.223644947954773e-14,7.907903636934416e-09,1.8182402844982046e-09,4.981190749045984e-15
2100,9.432167917911927e-05,0.0001739776347762319,-3.733891656851395e-08,1.0909265424590338e-09,-2.906550154805835e-14,-1.3132374299677565e-08,-1.0067473791720181e-10,2.1864238175928543e-07,-0.0001334503449490867,-5.784063657108546e-07,-9.997535321551474e-06,1.9462685376186448e-07,2.424995965204642e-07,4.4092254294535506e-05,4.769982518828102e-07,4.25921244001592e-08,0.00018497307857488068,8.588774910138558e-08,4.578927846747117e-08,2.6840415375544445e-10,5.1649536621193235e-14,8.51874074806553e-09,1.863034348692159e-09,5.600558835800784e-15
2200,7.887212474535248e-05,0.00017324214651064882,-3.408454102158941e-08,1.1359728940025624e-09,-2.5264870617598718e-14,-9.260579252921734e-09,2.537747620642693e-10,-2.968501176473769e-07,-0.00015185456533527836,-5.99689822589446e-07,-1.2046836440170513e-05,3.444914925193762e-07,1.9669013393642497e-07,4.23186446648424e-05,5.08269434475055e-07,4.1589201808653796e-08,0.00017393142193871216,1.0007474926371286e-07,4.8894955794810604e-08,2.964340405513799e-10,1.427342354650714e-14,8.886756508276125e-09,1.5861272934136924e-09,3.321773108907627e-15
2300,8.93455802872403e-05,0.00016973209535050868,-4.773209593344277e-08,1.0299277954657118e-09,-2.5478485540578204e-14,-1.2227092600223425e-08,-3.9045090692935957e-10,-7.416246867756625e-09,-0.00019297914242330438,-6.147407183228913e-07,-8.08995707162727e-06,3.917217000316725e-09,1.779431221805445e-07,4.456801068983653e-05,5.641070965738799e-07,3.8189884158777626e-08,0.00019334367578761948,9.10696148261807e-08,5.322528962205656e-08,2.839423152061031e-10,2.589221627480846e-14,1.023375776512513e-08,1.8451671126819672e-09,-1.244966809493556e-16
2400,7.501055024709232e-05,0.00018008295020314875,-4.046730318995773e-08,8.398341308738565e-10,-3.120640901754302e-14,-2.709117912124924e-08,-6.389037843431265e-10,-4.573654099608831e-07,-0.00021572841112969354,-6.120501384052435e-07,-3.5696801419351766e-06,-4.729718097811261e-09,2.0731358009197117e-07,4.5186123983391e-05,6.550720118662772e-07,3.77096302177621e-08,0.00020647775992690373,1.0331461030938144e-07,5.333442925482429e-08,2.95766252946402e-10,-1.3502951288376174e-15,1.0632683895704345e-08,1.9092216579945508e-09,4.738509312644154e-15
2500,8.389469081854947e-05,0.00017786869454265898,-5.06277021843339e-08,9.63886597190819e-10,-2.4382526981210843e-14,-2.7193724452423624e-08,-8.613377820213201e-10,2.7327455694419104e-07,-0.00020536152234020488,-6.440904183570684e-07,-1.5533791255387446e-05,4.1765994252226966e-08,1.5265032566294468e-07,4.7283230117291536e-05,6.642412761239054e-07,3.6477439148823815e-08,0.00021934064962008843,1.1251870035387243e-07,5.196545271743191e-08,2.935279213968375e-10,2.420015566376752e-14,1.0875093064831844e-08,1.8813921705370816e-09,2.2602439585999978e-15
2600,8.333914171447584e-05,0.00018157930263096463,-5.019967252038647e-08,1.210543646443711e-09,-2.969238594978469e-14,-3.246122224072368e-08,-2.0779067121530233e-09,1.9833881766232146e-07,-0.00022018473472339845,-7.158570936553214e-07,-1.5397891445193584e-05,1.7796133888571924e-07,1.599841607400151e-07,4.926446662029328e-05,6.877331195960241e-07,3.313228083931101e-08,0.00021316949396931492,1.1304899433726766e-07,5.15574073578341e-08,3.1364902307934824e-10,4.749081922843931e-14,1.1065899779732352e-08,2.0622538231220514e-09,4.230272908528536e-15
2700,7.650149227384628e-05,0.0001832613737319071,-5.262670881238788e-08,1.1519426119267823e-09,-2.5881786648144925e-14,-2.757832098929758e-08,-2.0455332682697987e-09,2.1872060750973206e-07,-0.00019158863995222887,-7.038639751200492e-07,-5.88868042562175e-06,-9.966878234902093e-08,1.721359445978195e-07,4.950071299087488e-05,7.170734422151286e-07,3.131890841644964e-08,0.00022313121276645067,1.3231397486368073e-07,6.250091694731733e-08,2.992402836544741e-10,2.7823635417214024e-14,1.1942773825260526e-08,2.2884530390678835e-09,1.0236424912174559e-14
2800,9.276020276143126e-05,0.00018447580492328097,-6.501042084544929e-08,1.243820748550338e-09,-3.9462323264792095e-14,-2.996110471871156e-08,-2.768288801803903e-09,-1.1192208683117991e-07,-0.00021623945663771257,-7.386977049072609e-07,-3.479384775371498e-06,3.116882024080934e-08,1.6544953836075616e-07,5.3388555076086594e-05,6.618350717511162e-07,3.0033775901732986e-08,0.000237615253826351,1.2361163417282154e-07,5.907361149802168e-08,3.225254748006461e-10,2.132999307755752e-14,1.3019719748442637e-08,2.1752900990173647e-09,3.852647556055094e-15
2900,8.166698670009987e-05,0.0001811884641349215,-6.762984821610114e-08,1.1250760973296443e-09,-2.573998638059747e-14,-4.2541778850818496e-08,-2.5239039730618906e-09,-1.5410829583853366e-07,-0.0002058061838511164,-7.796020251052667e-07,-7.302768174313993e-06,-3.147951277803979e-08,1.5244181494762946e-07,5.186540472518437e-05,7.514839746369556e-07,2.9371119058803486e-08,0.00023902569006743578,1.417064602974851e-07,7.106608672561896e-08,3.2607980384927367e-10,2.3412574257253923e-14,1.3520534342935461e-08,2.2430590717477074e-09,9.820714571924601e-16
3000,9.588164269294967e-05,0.00017239829543587331,-5.994920839399775e-08,1.1035243500871254e-09,-4.0563491814014103e-14,-3.40554064574136e-08,-3.3953660021415938e-09,-5.0013686930322464e-08,-0.00022623359702186015,-7.922937536375099e-07,-1.5816070541492738e-05,-2.0645430419422536e-07,1.211469369385681e-07,5.496258701130889e-05,6.906252866251572e-07,2.655909919565814e-08,0.0002473884323624095,1.4618685211600852e-07,6.479363255645772e-08,3.218967383913033e-10,6.229533661870495e-14,1.4185542695423521e-08,2.5198961696637023e-09,4.728348783933968e-15
3100,9.80724648277231e-05,0.00017547349707018478,-7.037914802144013e-08,1.2991714449250172e-09,-3.5348814389525216e-14,-3.2825724513859403e-08,-3.7932229189767545e-09,-1.5077578282408842e-07,-0.0002493653758905763,-8.769553618948817e-07,-7.92257135581856e-06,1.2170995258483987e-08,1.303468948006363e-07,5.58702931590319e-05,8.353761603778806e-07,2.4979652565712647e-08,0.0002756126434474375,1.486803333192887e-07,6.846569901307348e-08,3.3265030547374345e-10,4.653013396931961e-14,1.4082897692282658e-08,2.597145211942723e-09,8.810663270962434e-15
3200,9.630371552598487e-05,0.00017148964002194686,-7.38250447075013e-08,1.2398273557131014e-09,-3.1363447149710076e-14,-4.1114955057307374e-08,-3.869644849444454e-09,9.285423824721331e-08,-0.0003014760671058009,-8.755934234612265e-07,-1.3758064253393948e-05,-2.58772442811872e-07,9.816185555165229e-08,5.7950939018378414e-05,8.06599098238919e-07,2.2928427581742234e-08,0.0002683861972904976,1.5911910853344346e-07,6.639364128309885e-08,3.428511959135234e-10,1.1997575517080694e-14,1.3662462184691117e-08,2.714122617337122e-09,9.963234584983811e-15
3300,7.661900367590964e-05,0.0001838081264301022,-7.174133384994297e-08,1.1577125680795217e-09,-3.4571457517393844e-14,-4.6847695513585294e-08,-3.998227612925653e-09,3.370108243530891e-07,-0.0002465767469735443,-9.393627494305185e-07,-6.772422667192289e-06,-9.650920857563946e-08,1.0553865753512711e-07,5.808436441973998e-05,8.438459789103976e-07,2.2754683532002457e-08,0.0002788862432976971,1.6157959420484928e-07,7.885992840878596e-08,3.6007942218241985e-10,2.0139540039325143e-14,1.4307437675880016e-08,2.6664386533611547e-09,1.222247537940262e-14
3400,9.367539206255792e-05,0.0001789315334347971,-7.026175081162719e-08,1.3379190349179522e-09,-4.647751502353496e-14,-5.791061028003653e-08,-4.388710794691132e-09,-3.131719559865721e-07,-0.00032676316478343466,-9.170081162712807e-07,-1.016997451780116e-05,1.7092371004092494e-08,7.897800010341593e-08,6.130608008802206e-05,7.930783707190705e-07,2.2694027404482697e-08,0.0002931841176466688,1.6330704833720957e-07,7.194723376581694e-08,3.5202088765806234e-10,4.146174574486565e-14,1.582811657221845e-08,2.875180334095138e-09,1.02060051631975e-14
3500,7.693827253704596e-05,0.000188719374519073,-7.647161564793238e-08,1.2440038649217835e-09,-4.292389738850249e-14,-5.750418353340076e-08,-4.755099990202163e-09,4.218315130422864e-07,-0.0002722344263961909,-9.95375009996187e-07,-7.707707841991234e-06,-1.476111869640044e-07,6.3101894276215e-08,6.14277345836461e-05,8.270479492881349e-07,1.9115135022366563e-08,0.00029388253733133506,1.4509509048977152e-07,8.501803537499626e-08,3.7004373594105845e-10,5.882255190892657e-14,1.6296321279536138e-08,2.9712833371997865e-09,5.799895461726523e-15
3600,7.810522948232692e-05,0.00018724150651367507,-8.597894807242704e-08,1.2628228532081597e-09,-3.4006193361044984e-14,-6.319188048967609e-08,-5.149795884219199e-09,-3.888657760837105e-08,-0.0003494650719184957,-9.879284571566504e-07,-1.4582089095308115e-05,-2.4839553095817025e-07,5.173628018324849e-08,6.200384308850493e-05,9.15885456946594e-07,1.728229836060268e-08,0.00030625796572357445,1.7902864699865946e-07,8.598013194448456e-08,3.5148137768211125e-10,4.319948637344833e-14,1.6426444940682022e-08,3.052914693023117e-09,3.8073722627180145e-15
3700,7.123726877343337e-05,0.00018203541334234843,-8.808927009981125e-08,1.4729523016097777e-09,-4.230969256835447e-14,-5.933551270569456e-08,-5.890970305343873e-09,5.289298180796085e-07,-0.00035217548415083133,-1.0108970415219554e-06,-2.0595018576026346e-05,-3.5076821711440075e-07,2.0421383121354868e-08,6.544218945350779e-05,9.808512227489155e-07,1.6859756146458053e-08,0.00031343109546049105,1.791820627616897e-07,7.760814714449594e-08,3.686619732234889e-10,2.2768838113543175e-14,1.6690701542093964e-08,2.9862284373035434e-09,5.5172309496864796e-15
3800,9.158802534616074e-05,0.00018641701509210148,-8.859881145444378e-08,1.5641282678944355e-09,-5.222726897147728e-14,-5.732448131283969e-08,-6.4736118777518145e-09,-5.314862363056499e-07,-0.00030656965185368276,-1.0621899713090998e-06,-2.1823763829423266e-05,-3.3276315778867676e-07,-2.6023715911787624e-09,6.59041570831699e-05,8.854498768703548e-07,1.4687527783540906e-08,0.0003273657815716098,1.7221338651571914e-07,7.887125126185749e-08,3.6051787113313077e-10,4.0263943971468996e-14,1.65193603121553e-08,3.022309140327059e-09,1.3187640706543132e-14
3900,1.4007386400708227e-05,0.0002460535208777679,-1.3187396105010173e-07,5.044775770963818e-10,1.1629601572127877e-14,-1.0947646440851454e-07,-8.237464425920062e-09,-1.5669866193140937e-07,-0.0005429350231557201,-1.1395233971464578e-06,-6.942893728395564e-05,-1.267087358858241e-06,-1.004412123008988e-07,6.940214421022183e-05,1.279238849987961e-06,1.034157629556301e-08,0.00036516711994544795,2.6192189274713445e-07,1.1782718412572049e-07,2.49278156958231e-10,2.3293554765715003e-13,2.069043826963201e-08,1.6400385514387241e-09,3.950363773241971e-14
4000,-0.00010126830812416535,0.0002922269906159386,-1.75825718656889e-07,-6.91206303561298e-10,6.111372901265462e-14,-1.6437511860849727e-07,-1.103899641906106e-08,-3.2175896942863685e-07,-0.0007079693185208618,-1.2871549059817533e-06,-0.00013548378695341535,-2.3740847229677823e-06,-2.3982406535805577e-07,7.650747547314236e-05,1.6451166343771068e-06,3.893950216190164e-09,0.00041359352639364197,3.656462146376524e-07,1.5492625356683525e-07,1.2918164890420605e-10,4.29800898616222e-13,2.4717813254151488e-08,1.3054122588011368e-10,7.723931197335293e-14
4100,-0.0001790499686132841,0.00035380278944148133,-2.221348247767082e-07,-1.9609793625437086e-09,1.2271150999874313e-13,-2.1440276837068374e-07,-1.3292256422127806e-08,4.472055346930183e-07,-0.0009022121416215078,-1.3772530683174548e-06,-0.00017808538391624214,-3.4043190037240346e-06,-3.961115060156095e-07,8.329976071713572e-05,1.9787835076041407e-06,-4.227499685292239e-09,0.0004510028040672959,4.429035139257885e-07,2.0148335841491002e-07,-3.920308017511785e-12,5.904897315721031e-13,2.8599154939327278e-08,-1.5028021165201777e-09,1.1860939062316862e-13
4200,-0.00028456651085063245,0.0004115942037803539,-2.5234947241393473e-07,-3.3609797023804207e-09,1.864194384259352e-13,-2.721824114789536e-07,-1.6023815074449566e-08,9.717464551538741e-07,-0.0010728568905184954,-1.4636159820944914e-06,-0.00024278322182109483,-4.520330116779044e-06,-5.692354959244527e-07,8.634412770480571e-05,2.303503324648554e-06,-8.87326460483846e-09,0.0004919950338438605,5.593199671015587e-07,2.449756619987661e-07,-1.1933876063374552e-10,8.070212047322314e-13,3.371740029213479e-08,-3.308389761396247e-09,1.4950103224476363e-13
4300,-0.00037585291812268994,0.0004759626330490222,-3.039790981406331e-07,-4.662410755529177e-09,2.381293981509466e-13,-3.2345608103644215e-07,-1.8421968800377933e-08,1.0128071747428772e-06,-0.0012814114625916194,-1.5654518577287082e-06,-0.0003056718658263579,-5.63045384482105e-06,-6.784447282739414e-07,9.356959439008889e-05,2.6214188853948603e-06,-1.7562191013088452e-08,0.0005360273710429543,6.519201078782333e-07,2.835782723746354e-07,-2.62836489577397e-10,9.97593958039628e-13,3.753792421131387e-08,-4.906782114582621e-09,1.9006488859211362e-13
4400,-0.00048488826556403213,0.0005398555592563381,-3.528796001435954e-07,-5.921573832988133e-09,2.8630418805644774e-13,-3.6390275430665283e-07,-2.0852068056749694e-08,8.709471888361038e-07,-0.0014889484644301377,-1.6642239871920668e-06,-0.0003631307610748579,-6.735291983857811e-06,-8.267263626317603e-07,9.978761596203077e-05,2.9673540671014573e-06,-2.1737897570040524e-08,0.0005834675044020869,7.39009970080356e-07,3.181990839045075e-07,-4.076317371544195e-10,1.2045513566365823e-12,4.1919371042924184e-08,-6.55787489604996e-09,2.2848811542213597e-13
4500,-0.0005686212015419104,0.000598283264053205,-3.889928711992951e-07,-6.9967109714616545e-09,3.49113244992103e-13,-4.2832522438660115e-07,-2.3919105545006615e-08,1.2445567590552541e-06,-0.0016960877222937046,-1.8069281347691675e-06,-0.00042394505208452084,-7.624457490592676e-06,-9.669002925690215e-07,0.00010333151860413834,3.3864734834840943e-06,-2.7267637762709017e-08,0.0006358013487051505,8.402636141339324e-07,3.6243376479757257e-07,-5.197038359531981e-10,1.347857879792004e-12,4.730967936715877e-08,-8.19867287330869e-09,2.6672656327175335e-13
4600,-0.0006829079098818244,0.0006396577052518496,-4.28133386797911e-07,-8.465555383988022e-09,4.1238528514747807e-13,-4.790454242083571e-07,-2.554795762028776e-08,1.259389969102873e-06,-0.0018689090848856345,-1.91980054069237e-06,-0.0004683282784659754,-8.703919639928296e-06,-1.1034002552384678e-06,0.0001096666834019812,3.7245891454169628e-06,-3.415300842208829e-08,0.0006667885361661366,9.171681612346645e-07,3.9439291299024086e-07,-6.487125557957795e-10,1.5724189303615524e-12,5.0647678903288185e-08,-9.500786204730914e-09,3.039539063259271e-13
