milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,7.372981816107506e-05,0.00017117026943436398,1.5763152259126906e-08,-8.571743383726574e-11,-8.494631992077791e-15,5.812676143447927e-08,8.084025465178239e-09,8.282670544688115e-05,-1.1351364378469313e-05,1.987651296586114e-08,-2.296960238120917e-06,-4.717375427424141e-08,7.066592146327166e-09,1.1542910377499728e-06,-5.5075841121338464e-08,-5.655665413126429e-10,5.677435448621132e-06,6.6115220865062885e-09,-7.068828739805501e-09,7.897962627414315e-12,-1.0864586946038238e-14,-5.761809895088414e-11,2.0730014014533455e-10,1.8077124035715554e-15
100,8.317221363762732e-05,0.00015482668798003682,9.43982949593376e-09,2.991131051380632e-10,8.508187473510352e-15,4.2708548013167005e-08,7.413798182232494e-09,1.1022003405863014e-06,4.571674688094906e-05,3.4485071619586304e-08,9.896816382744431e-06,2.8718656609545183e-07,2.0525019284100276e-07,7.512411272020898e-06,4.573864841579249e-08,3.364978793027383e-08,-6.8194646932061604e-06,1.380259263047835e-08,-2.587287560156714e-09,2.4501560188618546e-11,-3.975284383638915e-15,1.240028576567742e-09,9.830220947910817e-11,-5.673057325735368e-15
200,8.00788682222528e-05,0.00015863004192951289,2.2241225466794387e-08,2.4013157813761933e-10,-6.295217614040477e-15,4.382846805324185e-08,6.99492522297661e-09,1.4664830932554243e-06,5.000562073014689e-05,-1.0807089145800477e-08,-6.5152233489864405e-06,3.460481565605188e-07,2.63721173476716e-07,1.0958151605194736e-05,6.2333329687431845e-09,4.4494465455806264e-08,8.11893144387762e-06,3.135223490110934e-09,2.9303357251905517e-09,1.023130195397211e-10,1.580137200125278e-14,1.1458840288175417e-09,2.8749992719728444e-10,-1.978326619083567e-16
300,9.008972098484887e-05,0.00016634933994115974,1.368876787154258e-08,4.408634814274891e-10,-3.4933003512600106e-15,4.0708423977196185e-08,7.21791249844851e-09,4.6068470979467144e-07,5.933521927733879e-05,-2.4894756789596286e-08,1.147348019767961e-06,5.098841061509873e-07,3.6557509574905365e-07,1.5660770239222042e-05,1.4127065053596994e-07,5.822346803060609e-08,1.5873885151774816e-05,3.078834482020318e-08,1.1929333447938228e-08,1.3151660766394793e-10,2.868427420529488e-14,1.228371150267052e-09,1.4511499506093284e-10,5.409844138721923e-15
400,8.366718783554903e-05,0.00015390585506273752,1.1058302288777393e-08,2.978083880011365e-10,5.185534751904028e-15,4.7922861940445796e-08,6.336125870673463e-09,-3.445574609106836e-07,7.062356734719753e-05,-6.745371191789117e-08,3.5040796808455837e-06,8.995650258926382e-07,4.367123180287501e-07,1.8786387523767e-05,1.2720273380556374e-07,6.990114605216963e-08,3.036244708659802e-05,2.9805192036004554e-08,1.0604101675352314e-08,1.867344079831776e-10,2.2065677302449078e-14,7.400444902693577e-10,2.1046662451541543e-10,3.681062554245623e-16
500,9.341293315465684e-05,0.00015791265543772782,1.2720861074211561e-08,3.31217884545939e-10,-7.645864363464462e-15,3.5222084777125e-08,5.642551602897586e-09,-4.941699104745991e-08,1.8491820999942922e-05,-1.0683570944534006e-07,2.587947215529666e-06,6.51420081633428e-07,4.2978858282633753e-07,2.1393589419343743e-05,1.5082092364213267e-07,6.86274265008889e-08,3.1369986975680163e-05,1.4067087632415106e-08,8.826746551530683e-09,1.8154363554590073e-10,2.2826366475936966e-14,1.0536898391039579e-09,1.3026464904277556e-10,1.154384961133664e-15
600,8.729796666310513e-05,0.0001635975370885387,-3.396647297036986e-09,2.170026237148503e-10,5.036042998722709e-15,2.8633889822907266e-08,5.4383811472077116e-09,-1.1501270189789105e-07,1.583525897367783e-05,-1.2194900444507906e-07,3.705090191908764e-06,6.489188173853903e-07,3.9032962401019324e-07,2.2548034704703644e-05,1.218432974794094e-07,6.808025319670321e-08,3.964472115431679e-05,3.2232754013464246e-08,1.1000745682901484e-08,1.9428469651244265e-10,3.0302665739368656e-14,1.6788917353907688e-09,2.7566146335933065e-10,5.6510146556226584e-15
700,9.469945001242582e-05,0.0001565772329682255,-2.056285718769579e-09,4.547996383068404e-10,1.6872009408963315e-15,2.53853524349245e-08,5.012416117588438e-09,-2.474265146643978e-07,4.576728965713272e-05,-1.5167378080605252e-07,1.728365590484308e-06,5.329604713441669e-07,4.0051254440366387e-07,2.510662485401889e-05,2.1829953666021782e-07,6.367879630534415e-08,5.4603706498806064e-05,1.9965864471297196e-08,7.715917162280903e-09,1.9921506739995838e-10,-4.035134315694448e-15,2.212620921888063e-09,3.67336884404121e-10,5.642497369531155e-15
800,7.654617003808066e-05,0.0001709537927299022,-1.2129784689159861e-09,4.141461673131605e-10,-1.2103820005065469e-14,1.9571211670043535e-08,5.0542154579605754e-09,-1.875882268354067e-07,-3.349740189206465e-06,-1.9888766346667592e-07,-3.0989267045158833e-06,5.13254854277895e-07,3.5326501118623565e-07,2.5387633729533785e-05,2.0812189789158152e-07,6.408130251087563e-08,5.784821195335739e-05,2.081997401982442e-08,1.0428478163379607e-08,2.222448864818634e-10,2.3974803752742603e-14,2.7609562759469125e-09,5.079362914169077e-10,1.474992456006615e-15
900,9.013177234364421e-05,0.00017379851225132487,9.154608296433431e-10,5.48527253879204e-10,-1.1551457536381105e-14,2.2552783510073828e-08,4.978746450764092e-09,-1.6264897262100773e-07,-1.4813126907264628e-05,-1.9001371909160496e-07,1.0196133307604374e-05,6.587285622665424e-07,3.5013932581666774e-07,2.553944763459266e-05,1.8280225703334616e-07,6.106670803626909e-08,6.320051191831365e-05,2.872071537345244e-08,2.0359565738858835e-08,2.0991930110896255e-10,-2.1392386553545645e-14,2.9862962606069233e-09,6.776281823364607e-10,1.1420247219947035e-15
1000,9.867940553036666e-05,0.0001694938440571075,-2.0533464781579145e-09,6.304717781359161e-10,-4.202126355298682e-15,2.161122520075276e-08,4.860578188706586e-09,5.140303019642575e-08,-2.1289577582339943e-05,-2.2122233823649044e-07,6.897884901413557e-06,4.314007576574335e-07,3.3021902334168627e-07,2.7834413425476343e-05,3.2884249445726795e-07,5.84940824140976e-08,6.458738049146254e-05,5.4465279452839766e-08,1.736669414919572e-08,2.379682168684153e-10,1.5545081224451008e-15,3.676997454481115e-09,9.008006269308098e-10,5.059196820154344e-15
1100,8.458318464004769e-05,0.00016489363024239364,-9.016954673559237e-09,6.046942371460786e-10,-1.3908743995649325e-14,2.421517983827191e-08,3.772103766108768e-09,-5.143041122325323e-07,-6.717685724189861e-05,-2.813601792740828e-07,-5.432975972387289e-06,6.611826230948519e-07,3.5050398761861244e-07,2.8401303246214866e-05,3.1111901161318315e-07,5.855251569661883e-08,8.094944639840948e-05,4.545867570818718e-08,2.0838446391689708e-08,2.472433359651669e-10,1.759560618396763e-14,4.685119811124386e-09,1.0625625194086903e-09,-3.3123357564769595e-15
1200,7.252885415506044e-05,0.0001628786898791563,-1.5276217298487267e-08,6.144695575892864e-10,-1.324428843279197e-14,1.8722754203244268e-08,3.558772024242161e-09,-7.390581207385779e-07,-2.9226908640422257e-05,-2.6396712685249335e-07,3.864653660497741e-06,3.502652171114633e-07,3.29120065355407e-07,2.889169736151323e-05,3.500708038635577e-07,5.5943582497938675e-08,8.960909363561809e-05,5.382278643214504e-08,1.8768917129656155e-08,2.2116058414812635e-10,4.1463493954766056e-14,5.852347762678583e-09,8.571025215759073e-10,4.940117492072284e-15
