miliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,9.168801588113304e-05,0.00015697593129392187,1.2804043144282448e-08,-2.1198638288625902e-11,5.936860854589962e-15,4.920456970165515e-08,7.897054816085417e-09,8.36593475065777e-05,1.7634020312557918e-05,8.568447068619123e-09,7.5150863552750596e-06,-1.630510216968775e-07,1.4483681093802336e-08,-1.566624445201938e-06,-2.4365211082710704e-08,-3.41114432650014e-10,-5.1346124262304335e-06,1.3364841345444805e-08,-6.181814228376074e-10,-3.3961708654532203e-12,-1.9294576079598175e-14,4.278236010135604e-10,2.3938639277537367e-11,4.962952684727541e-15
100,9.488026483395922e-05,0.00015783643730659028,2.312736216124059e-08,-7.466473897751967e-12,5.867111682752919e-15,5.458491833063771e-08,7.654325662960132e-09,2.0397348505333827e-06,3.613362828400435e-05,5.980450985009875e-08,6.360842873229192e-06,1.3139164455362756e-07,1.7793170440860935e-07,6.360639927107359e-06,7.473817236848603e-08,3.123075315060179e-08,4.29257869527624e-06,-6.9759925058891165e-09,4.048169250245094e-09,2.4565320496569442e-11,1.645073727922433e-14,5.386992718766123e-12,9.498385394299987e-11,-3.710847718717504e-15
200,7.814515785564524e-05,0.00016936350087684156,2.183927363033582e-08,2.1971500529984012e-10,-8.424506913982884e-15,3.958359922748438e-08,6.974698594519064e-09,1.0698810904923772e-06,3.8338100398656034e-05,1.5264478850556754e-08,-3.9081847179702056e-06,3.013435485631883e-07,2.818356182858379e-07,1.2357467116055436e-05,3.540949204591597e-08,4.4869029080386566e-08,8.579042134855621e-06,2.556615750830371e-08,1.1137911789621024e-08,1.0573045799391176e-10,-2.2683652012641112e-15,1.2202914513807512e-10,2.607032834764847e-10,7.932732680414731e-16
300,8.743897420165202e-05,0.00016256817062323256,5.3017306065476146e-09,1.9101450091343278e-10,1.8790704578355817e-15,3.264986643652131e-08,7.134117152472603e-09,3.75379643046049e-07,6.617340829966664e-05,1.1083980663451892e-08,1.0060071640388234e-05,5.062828810338306e-07,3.4540304933805625e-07,1.4420720616385454e-05,8.945131643741472e-08,5.879719104455978e-08,5.615219948446212e-06,2.4639467675805634e-08,1.1372245120358901e-08,1.5202883108876467e-10,-6.2322179968685706e-15,3.128241856861731e-10,8.489703439627772e-11,7.883101647306757e-16
400,7.882464813856477e-05,0.00015251301393274594,1.419485024994182e-08,1.8373976633035754e-10,4.39133513364823e-15,3.754179940754117e-08,6.424148930584991e-09,-3.087427546655863e-07,2.2538823262679497e-05,-5.4634573831248864e-08,1.3004804385353291e-06,5.648392648920321e-07,4.4361536014773636e-07,1.9083307201405688e-05,1.7581244399812987e-07,7.100322178623753e-08,1.820311243434766e-05,2.2496232735719685e-08,3.911921535829823e-09,1.829873631094246e-10,9.490411336119296e-15,1.4209346430719056e-09,1.4924207821521434e-10,-7.853736175930434e-16
500,9.428891354469209e-05,0.00016369212789484218,5.9269711833046305e-09,3.4669353846828543e-10,-6.601207981404381e-15,4.154741237021571e-08,6.032981612318775e-09,-1.0462941735873381e-06,6.121397148162701e-05,-9.250084760202159e-08,5.149759251882013e-06,6.300442416015755e-07,3.9864343527945993e-07,2.2490303240177007e-05,1.0094361705312624e-07,6.678286398929268e-08,1.8124454226595625e-05,3.569523794022108e-08,4.098524136329014e-09,1.9793309881490324e-10,-2.389506764823707e-14,1.5715776530834962e-09,2.4738223439308384e-10,1.1157516535264482e-15
600,7.593010522069137e-05,0.00015416768624435561,1.989811677275399e-09,3.160508982334752e-10,-1.0241577519888012e-14,3.994486642708997e-08,5.705739664645931e-09,-9.468670425935511e-07,-8.364224603666927e-06,-1.1189072113399725e-07,4.6791028439041374e-06,7.847824618182696e-07,3.811883357375893e-07,2.2026459162640613e-05,1.063774081703867e-07,6.722561198882153e-08,4.476391082594329e-05,2.2076929576537836e-08,1.1079629944689281e-08,2.0177777232108045e-10,2.1609025071661407e-14,2.2232217458852676e-09,5.585631108884433e-10,-2.266665609610474e-15
700,8.400368256769976e-05,0.00015519948307555313,-4.959355793878911e-09,5.758338658395597e-10,-1.3024842378220674e-14,2.4353336247034374e-08,5.608601301787895e-09,-2.3872075461810143e-07,1.9685689951952496e-05,-1.4433013359815881e-07,3.576430704143599e-06,7.843646920489554e-07,3.6363104205679785e-07,2.4696757816192423e-05,1.4252740892081678e-07,6.570308342433287e-08,5.769071352018338e-05,4.63294548325713e-08,1.4392471463525605e-08,2.2087459527299972e-10,-2.2383626364453674e-14,1.9727681970170927e-09,2.6817098939492015e-10,-4.541841198405816e-15
800,7.139175732417517e-05,0.00016510078368852618,-6.99807827706717e-10,3.20161238818923e-10,-8.456056494383805e-15,2.218391220080177e-08,4.602388683965894e-09,-8.506354251651359e-07,-2.8792521415697218e-05,-1.927278407835985e-07,6.127440461872638e-06,6.915782895197953e-07,3.714509728071359e-07,2.4566847955594374e-05,2.6893861106174004e-07,6.371579610326238e-08,6.761695428605462e-05,3.7923208761516105e-08,1.5824142079164863e-08,2.092606897320537e-10,-1.0471949124065489e-14,2.7807685378358182e-09,7.318631622017294e-10,8.094224156105286e-17
900,8.647481812834628e-05,0.00017118754220760883,7.797618778938806e-10,5.338457795320619e-10,-1.3513569001785674e-14,1.721102160738457e-08,5.195843109199668e-09,-8.91975853342282e-07,-4.104603836509318e-07,-2.0263899435355147e-07,-2.2409794095265563e-06,4.953387594334109e-07,3.5240351537589406e-07,2.7889795342482033e-05,2.6904262671065437e-07,6.139177836417222e-08,6.678216642588116e-05,5.1667700223207006e-08,2.491973291208715e-08,2.1284040504592905e-10,3.762437023199463e-14,4.005315305904273e-09,8.251527295543463e-10,1.960756299375226e-15
