miliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,9.218039205833195e-05,0.00016326295199930557,1.706996145936879e-08,-1.3604746713779555e-10,-7.634803873589915e-15,5.1642242032136236e-08,7.767104661543112e-09,8.279690995042917e-05,-8.37292269294319e-06,2.9389146160852115e-08,3.828485206369305e-06,1.1669566313060893e-07,2.5363635873083274e-08,3.2703715028059886e-07,2.2596136407181853e-08,-1.1848035827507365e-09,-1.0933848030324145e-05,-8.053179200884397e-09,-6.90497160999589e-09,6.1894159378749505e-12,1.663487257582804e-14,1.6626286012237062e-10,1.2607648122814347e-10,2.53921162400602e-15
100,9.264831698185426e-05,0.0001639137081803529,2.2332820757893864e-08,2.0721814314701779e-10,-5.979240328388048e-15,5.293398394654974e-08,7.944393486735904e-09,1.7212187838983676e-06,7.065357293493952e-05,2.802952364966653e-08,-7.71174479459914e-06,3.1492954222644495e-07,2.074741669781467e-07,7.4071209637145635e-06,5.148310220232616e-08,3.081311937391778e-08,1.1982527942765664e-05,-3.336645260711719e-09,5.339934673959092e-10,3.706941823981029e-11,2.821328440686467e-14,-3.3609977159338935e-10,2.15931596199812e-10,3.0886947601502544e-15
200,7.773060276911384e-05,0.00015521743854326185,1.7256266244598205e-08,3.165224236191255e-10,-1.5942881747847369e-15,5.3113905191759565e-08,6.801029213712572e-09,6.968750392907553e-07,3.9202062588873275e-05,3.521284473333346e-08,1.70246728600309e-06,3.543320356082007e-07,2.590936441198693e-07,1.0365290668214729e-05,2.8629911247876943e-08,4.7192175694085064e-08,1.2967050376190852e-05,1.582126045248213e-08,1.0016008936134835e-08,1.0057993511466257e-10,1.032356733214509e-14,8.461532408350658e-10,2.7910977550174226e-11,8.193949265722331e-16
300,7.360218314816858e-05,0.00016412565681142788,7.500030431358242e-09,3.14395681819419e-10,1.1829905952796682e-15,5.065255185414995e-08,7.308537923352555e-09,1.4340854542957107e-07,3.428339617601866e-05,-4.987955258076946e-08,6.183355448002382e-06,4.017002516585179e-07,3.47925635137623e-07,1.6789581526244634e-05,1.4956165630637494e-07,5.949573961523107e-08,1.7653314279473863e-05,2.167263154261749e-08,2.9343085203574036e-09,1.2963050313659992e-10,1.561067069251636e-14,8.370108352981503e-10,-4.389663752169887e-11,-1.986889348454117e-15
400,7.01133081188378e-05,0.00015510082776358674,1.1779912696663126e-08,2.1358886490617054e-10,7.914529691222503e-16,3.8012955057121136e-08,6.647495935040406e-09,-1.791909411064483e-07,3.995754067251875e-05,-5.6635530354282695e-08,7.2754840175958995e-06,6.495215197493731e-07,4.131079479859409e-07,1.9004372845786014e-05,1.477995231831196e-07,6.935044285313261e-08,1.5738742234691885e-05,3.3873649313616536e-08,1.4746830685783297e-08,2.0708782385391628e-10,1.496734791879592e-14,1.0167224380989684e-09,2.3504181479743145e-11,-4.74868291767283e-15
500,9.08420025787745e-05,0.00016020807363348994,1.1694412151939269e-08,4.4365197857923824e-10,-8.809481947242866e-15,3.254684872453717e-08,6.195570829412993e-09,-3.520338878054503e-07,1.4672914593006192e-05,-9.553796287103114e-08,7.61483782012636e-06,5.198739503042063e-07,4.228794316270444e-07,2.077261504646023e-05,1.3514459301624995e-07,6.73799364363581e-08,3.5267034472263246e-05,2.227053720720058e-08,4.944472309983853e-09,1.825906972039645e-10,2.6899159666230167e-15,1.4186603383307371e-09,9.755109614570766e-11,2.6821832006632584e-15
600,8.86253611663854e-05,0.00015743421834823787,1.193082112975736e-08,4.4871285587429764e-10,2.9662835521803736e-15,2.783970345258213e-08,5.697390192742682e-09,-5.8467586631917705e-08,3.812208009569561e-05,-1.4099813553390622e-07,9.992223848544642e-06,6.792833668854532e-07,4.0379380553361517e-07,2.3142070626803203e-05,2.3020488649751446e-07,6.537877829776631e-08,4.44824256179139e-05,1.990853860305754e-08,7.890719378855139e-09,1.9834380676596203e-10,-1.8339900873594004e-14,1.592568664749115e-09,2.22693152612601e-10,4.482770381872715e-15
700,8.048779594618234e-05,0.00017214468332527538,6.725970330023163e-09,3.1716575235670844e-10,-8.70504421123487e-15,3.5133014309570464e-08,4.979612637620329e-09,-4.2460112213857747e-07,-1.3709997379736145e-05,-1.5913714388943816e-07,6.331772395600117e-06,5.754638354592296e-07,3.645976828611691e-07,2.3740273552355375e-05,2.233677642581873e-07,6.540753697309622e-08,5.410468470637419e-05,3.769486647121889e-08,2.1108506324901985e-08,2.2518793589282544e-10,3.463153313292888e-14,2.2430719641779683e-09,5.796713252460307e-10,2.535645219540249e-15
800,8.974009785460789e-05,0.00016226456437743844,-6.71266541273218e-09,5.579793646286606e-10,-2.1035495641995153e-15,2.6701223865609584e-08,5.360902371785633e-09,-9.047494188819877e-07,1.86160978158505e-05,-1.694856136745365e-07,-2.0161138211936543e-06,5.976949311336989e-07,3.8801085391409516e-07,2.4727167441393696e-05,2.798694528975863e-07,6.384626948844603e-08,4.65914450524683e-05,4.590385025418858e-08,2.3592313631045506e-08,2.1586519978335227e-10,3.754152147582835e-14,2.6564366910304908e-09,3.8435934654627284e-10,-7.308558930829078e-16
900,7.133507712199615e-05,0.00016540446241067127,-5.752334186578589e-09,6.829202682134375e-10,-1.0974625978186457e-14,1.975356003982112e-08,4.423855510451685e-09,-4.063031152256552e-07,-3.626349458786661e-05,-2.051870737829438e-07,1.0137153989103128e-06,5.39279831945985e-07,3.4176052249215663e-07,2.5731597997199696e-05,2.124792860496345e-07,6.247470400041537e-08,7.284992270870066e-05,4.1757482727925725e-08,1.200944872002963e-08,1.9990723669723658e-10,1.671624469546768e-14,3.6930426611099934e-09,5.748186134724712e-10,-5.210915012849997e-16
