miliseconds,Lys,AspP,Thr,ASA,Hser,PHser,TS1,Ile
3500,6.647178126823032,0.45213739359455657,0.023530942571056264,0.7557276048245507,0.7988555843318169,1.2519414236455946,7.4,9.394786620471097e-05
3600,6.611839495431094,0.4568450437523342,0.02418982871077886,0.7605409254095952,0.8103023284523618,1.289438403780817,7.4,9.649260331297896e-05
3700,7.040009306262686,0.45555132591922115,0.026046870404845865,0.7610219175859881,0.8301456923423645,1.3911144865393812,7.4,0.00010767230828031924
3800,7.0655520820025215,0.4563345679928835,0.0286840020481192,0.7654304290579621,0.8308599713883976,1.4645372860693007,7.4,0.00011978318756584511
3900,7.3353730885641655,0.45245964804868977,0.03089005942884716,0.7605094596212858,0.8280209048577949,1.4780662770470376,7.4,0.00013211342650279315
4000,7.514308161787721,0.457949355396275,0.03398916010396367,0.7676913972503947,0.8464354525809884,1.527370515279798,7.4,0.00015057219706282436
4100,7.517108069031279,0.4541606501836961,0.034980271405283196,0.772536667628791,0.8582532960722336,1.631805429046057,7.4,0.00016545143150312197
4200,7.835011583168876,0.4566851939092905,0.0377333132931252,0.7736773230227536,0.8567093273109716,1.6691171175852693,7.4,0.00017715264270246376
4300,7.9741059253464,0.46137270362112515,0.04025834242994148,0.7759295188733834,0.8697675787158438,1.7486216916997237,7.4,0.00019899764537086224
4400,8.232730359420318,0.4559951502981147,0.043243978162836795,0.7889008206819956,0.8643614086549359,1.8294722827369017,7.4,0.00021493877718072022
4500,8.33220460598725,0.4601935407714996,0.04477424151264148,0.7826113091171991,0.8821827403179755,1.8919527473680056,7.4,0.00024035846982084432
4600,8.695547293534439,0.456347588905903,0.04859166185386206,0.7833761201757058,0.8888492811262427,1.8995895266643468,7.4,0.000251322862580558
4700,8.827686237876504,0.46056740136557534,0.05187072711029968,0.793197309812785,0.8963201154927509,1.9850071986638491,7.4,0.0002811697093716548
4800,9.067361152985814,0.46282960428385045,0.05514000997009371,0.7985720893542719,0.8973245192404241,2.068163407610094,7.4,0.0002961601029922034
4900,9.237701276425117,0.45966842917042683,0.057173979750690745,0.8024586937676915,0.9135258046360529,2.115182124631433,7.4,0.00032680180163139217
5000,9.331926199341332,0.46259556539703744,0.0606393103548369,0.7973010213994232,0.9018392018532174,2.1669723507540897,7.4,0.0003514826215194891
