miliseconds,Lys,AspP,Thr,ASA,Hser,PHser,TS1,Ile
0,-0.13475917430112044,-0.0016646512827623175,-0.0007972698286659027,0.007938636643121723,-0.010691636531283006,0.005403416475585732,7.4,-2.543881710946396e-06
100,0.022670919885571926,0.20711020421120982,5.40775610665697e-05,0.10616435938025626,0.010249178012961987,-0.017381018883525067,7.4,-6.262848138826628e-07
200,0.15815158427146359,0.29309559577247596,0.0004607023073874171,0.24765384398428494,0.026903407089337528,0.006996962727115845,7.4,-6.59053325220247e-07
300,0.09221036361645674,0.33890496218062693,-0.0004416546796259763,0.359720684227553,0.0563329672290363,0.02537372722533292,7.4,3.299314087600946e-06
400,0.3372411814404457,0.3744453852500479,-0.00015590748261805739,0.4637508445716296,0.06921789678939302,-0.021044724673074507,7.4,-1.2914039190825639e-06
500,0.4125713830061165,0.40023345524534865,0.000790559980333495,0.5222794184484076,0.13011096101561506,0.020964149328986756,7.4,7.543488452761889e-07
600,0.6070614685849485,0.414493574780172,-0.0007916062042143436,0.5763730199453293,0.14913865825063216,0.0012368193311992626,7.4,3.4578793436423967e-06
700,0.7349063803438524,0.42166420432624946,0.000803265058040053,0.61150915402788,0.19170528852399263,0.04435950965649935,7.4,2.8869415087793144e-06
800,0.8828317707015978,0.4356180305131538,4.2266791031940395e-05,0.626718193238102,0.2292710682645417,0.05818756446541976,7.4,2.1366866638265833e-06
900,1.3183070902651153,0.4379486996219659,0.0004248627361841331,0.6595064736631867,0.29275510457610854,0.10577150631775024,7.4,4.570235136120468e-06
1000,1.4560899388160156,0.44188289277076664,0.0003446022322870936,0.6676929543162957,0.32685570375119777,0.07225054975260167,7.4,2.8006113423747657e-06
1100,1.51773690595185,0.44833939201595213,0.0012661504962942468,0.6755112924691222,0.357256494386016,0.15134557894713835,7.4,-1.8577307014503207e-07
1200,1.751099055350793,0.44278817165143497,0.00041941876790239696,0.6802551601166158,0.3988718619002711,0.15878611250056315,7.4,-3.2561690630112185e-06
1300,1.9891986695024113,0.446544261464978,0.0017901816614996741,0.6809748176988889,0.4088655294245944,0.15506328073180772,7.4,-3.347341290153312e-06
1400,2.159696412229683,0.44999602689775253,0.0019175782481605744,0.6936829695795662,0.4552356636571701,0.2003463988568124,7.4,-1.2167726884127238e-06
1500,2.41382807433459,0.45209736592427247,0.0010513109120833977,0.70042721803782,0.4670857124678466,0.2914099930341425,7.4,8.680818039850362e-07
1600,2.7814266048557013,0.44809047518200734,0.001916230565048763,0.7029594821898588,0.5059416288330492,0.27779648327133727,7.4,3.2330607794595502e-06
1700,2.9891750484847726,0.4508159485877637,0.003311886765993462,0.7049611566162416,0.5259286644917682,0.3554204473254685,7.4,6.025803408684334e-07
1800,3.01249525708289,0.45082156918266597,0.003371019110911073,0.7075206212846205,0.5668302723556794,0.3683409385480746,7.4,9.831705112070919e-06
1900,3.2920152603026605,0.452370719125715,0.0032415925420524443,0.7069660234238437,0.5917241693884548,0.40905710545250984,7.4,3.995946226697617e-06
2000,3.4236445166440603,0.45365985037231854,0.0050162594951806095,0.7157468328961721,0.5858885718103239,0.49291337242461836,7.4,1.307309175960119e-05
2100,3.6572697476491727,0.4505866124352995,0.004495805874369404,0.7065738720561452,0.604105640465094,0.47620557622831866,7.4,6.458822937846932e-06
2200,3.8768481679532827,0.44955959064560413,0.006193024647854998,0.7164364558471846,0.6376871709580094,0.5620739735464992,7.4,1.7917240827958576e-05
2300,4.117695027772543,0.4496780109542793,0.007454717879881697,0.7222817960108345,0.6536133709772186,0.6213601647242476,7.4,1.3088953142059005e-05
2400,4.303775238676214,0.45239501144330807,0.007953686558700287,0.7221143704974888,0.6764985718947517,0.6721977364251334,7.4,1.721521835423912e-05
