milliseconds,IL7,pJAK1,STAT5,pSTAT5,SOCS1,IL7IL7RJAK1,IL7RJAK1,IL7IL7RpJAK1,IL7IL7RpJAK1STAT5,IL7IL7RpJAK1SOCS1
0,0.9971680311030462,0.0,2.4769096752710156,-0.001915106351845278,-0.0002922541396213027,0.01588380672921105,1.647167148811602,-0.0006885211511416134,-0.004427896626117351,-0.0001645951967202067
100,0.8502527429526633,0.0,2.4914186449640683,-0.005910730267518555,-2.4852498434549892e-05,0.15851392502876024,1.5546989553614998,0.0031707760342352728,-0.004441173787023036,0.0001411329755475494
200,0.7578051878135689,0.0,2.4774424696911708,-0.0002522988530005264,-0.0002134044755599262,0.26837953119010544,1.4386534802120952,-0.0004145156392366188,-0.003678877004879035,-6.28624233775973e-05
300,0.6550783984803876,0.0,2.4734253466103233,-0.0031026191350140495,-0.00032872915936358644,0.3673769649179805,1.3126452717936739,0.0038242803121391784,-0.0023771328071163014,-0.00021935192465292948
400,0.5341685625802912,0.0,2.488166193916302,-0.0028386855848327747,-0.001198026916405342,0.4444732776679202,1.2128500042175385,0.004775302084595716,0.0004358398309270463,-0.00018416211215968353
500,0.4937473476127787,0.0,2.483184192739889,-0.007305521910678089,0.00038603692878090535,0.5130427005673397,1.1381366610398729,0.008112295865803004,0.0025956156752543922,-0.0002810301113386806
600,0.39531467526392705,0.0,2.4731804631172865,-0.0013678214898024733,0.001132307267141333,0.5473520613064404,1.067368539678141,0.013345328252589399,0.0026113288166363805,9.523562420654459e-05
700,0.3581120180426206,0.0,2.465251153551519,0.005565338062636248,0.001680032362316972,0.6020276215772284,1.0202423377433858,0.011854924060563838,0.011206069419105607,8.270366598031701e-05
800,0.307885565217549,0.0,2.4792038471922897,0.009476614725717751,0.0006906018150742059,0.6753963933185377,0.9645709978017041,0.017666088939001016,0.012430415279056813,-3.1040118364219884e-06
900,0.25788047075085363,0.0,2.455860726721564,0.012364684268935633,0.0014605646129756456,0.6874462104170083,0.968227077053571,0.01602411178225941,0.015241882341375445,4.630785114789314e-06
1000,0.2506691839791589,0.0,2.4592438089651965,0.002936852556763664,-0.0005516693903739176,0.6927017568836455,0.9133286157263062,0.018674727205216936,0.02290009263777553,-7.375541115779808e-05
1100,0.22326314527485944,0.0,2.4525856764304583,0.01082301337967327,0.00013922500687350473,0.736617986415418,0.8933541833560928,0.026316010209566396,0.024896939498146833,-0.00023836199626406376
1200,0.15386942277376248,0.0,2.448829055917953,0.02274849125288646,0.0021793388436605267,0.7606080684610093,0.8507675047436437,0.026538302524257994,0.028083706387420186,0.00015387093914748446
1300,0.11875172152061843,0.0,2.4521279809842675,0.009739203610986317,0.0030840165013338635,0.8624876671792292,0.7617640995328185,0.026805577692120667,0.02378608331550433,0.00032434274310842585
1400,0.042257864682449534,0.0,2.451729077503117,0.03016470835855829,0.0035450469813796863,0.8937610240288463,0.7191323396795303,0.02976175529999148,0.03207367340918416,3.8874080793890005e-05
1500,-0.012811226594266225,0.0,2.440336620060119,0.026059015054804874,0.0034652049353941757,0.9291687482384731,0.6808049548545754,0.034231754007649974,0.03637321363042792,0.00042952667095409996
1600,-0.05536810722850498,0.0,2.415828972091751,0.03570526327772816,0.0016586936610582582,0.968969660245973,0.6301751154831999,0.03527052622840328,0.03594607647283608,0.0005325010537945115
1700,-0.08355005517891177,0.0,2.421213066165424,0.03563843904060892,0.0030974446830799906,0.9928318791406807,0.5590639571268766,0.03872309011561962,0.03936193954407045,0.00015498311845164457
1800,-0.09523857443757688,0.0,2.418475817230595,0.038010525098191306,0.00571771782508792,1.0620864015429956,0.5367181098878473,0.03955600385483964,0.047798619252920706,0.0003466586305912964
