milliseconds,IL7,pJAK1,STAT5,pSTAT5,SOCS1,IL7IL7RJAK1,IL7RJAK1,IL7IL7RpJAK1,IL7IL7RpJAK1STAT5,IL7IL7RpJAK1SOCS1
0,1.0031451413217236,0.0,2.4777511392809286,-0.0006839619902265375,-0.0003382181950629561,0.024364237067845556,1.6416067742566212,-0.003015944899894226,0.0011970179980342712,-0.00023097831054954402
100,0.849910557004016,0.0,2.497002187187991,-0.005238312260894128,0.0008256836521272728,0.107107617526635,1.507545590944263,0.003629177664242103,-0.003801196968164813,-0.00014087088873616205
200,0.7520958468374691,0.0,2.504683742250833,-0.004860846236401813,0.0004444359644438334,0.2698343432550817,1.4080896866736188,0.006218033899260348,-0.0029263575232184903,4.2308141810107374e-05
300,0.6539800034120802,0.0,2.487637070558001,0.009422112292553693,0.00016089177058638594,0.3218464604880374,1.289928273354395,0.0056101508242964605,0.005217037460220156,0.0002810621020642736
400,0.5579151064193856,0.0,2.497782068949493,-0.0007422786345330924,0.0016632389705424613,0.44500621866937307,1.218155868510088,0.008728563080278147,0.0025593693733621963,-0.00016558541938875535
500,0.46278087761829,0.0,2.486541627223276,-0.004558883351729229,-0.0013895991645942434,0.47633211681674004,1.1319478181754696,0.01128901391206806,0.005055927102337264,-5.040266196601229e-06
600,0.43051322135252773,0.0,2.4830415237167682,0.010407626118357013,-0.0008325253331041913,0.5434824015218118,1.067759251386824,0.009194081764053934,0.004236126654831487,0.00028507492139482027
700,0.3634213298650299,0.0,2.479474329191825,0.014305518835938722,-0.00047422869361301445,0.6018968495246203,1.0106664521471003,0.011559109507563668,0.013346857392616816,-4.618214223310334e-06
800,0.3444855854059555,0.0,2.4847111294329784,0.00014811102548486534,0.00022857040695690192,0.6521778563345224,1.0037070101017904,0.016610165202425312,0.007230552386752616,0.00010786382767422441
900,0.26788712935946074,0.0,2.4554697772581693,0.003443037846084874,0.0011494505796060283,0.6942231753560055,0.9418752397020362,0.01874187653424551,0.013810279103270456,0.00015957716522817022
1000,0.2690286211989699,0.0,2.4779785839783357,0.0020048512640680393,0.0006685023126860215,0.7146404969579451,0.9052818366425577,0.01927306970504269,0.015224818689246071,8.449066428165773e-05
1100,0.24667667011410585,0.0,2.465193134853206,0.002076434603031226,0.0020643077508978726,0.7222220879241001,0.897164019048608,0.023474375978715985,0.018496652256931898,0.00010193375737516293
1200,0.16429002026069625,0.0,2.4523265590045384,0.011300362311167444,0.00134066784077832,0.7682830931888861,0.797693138778449,0.02444494040627177,0.028715711840028225,0.00023455714374949208
1300,0.11574581470939263,0.0,2.4352495202866753,0.009021445925969344,7.167818454908298e-05,0.8599280423646476,0.7530077620925356,0.030687491956830223,0.02943095689511188,-1.6201110894308672e-05
1400,0.043437791726161974,0.0,2.451925996787868,0.02444403093569603,0.0005957972792581222,0.9022135339482592,0.7183376191213084,0.02923900579619184,0.02969850663649673,0.00010573892768602702
1500,-0.01725916808825616,0.0,2.421364075337202,0.027872519811362063,0.0016268529211256758,0.9459274432117961,0.6557846202360792,0.036726600194476364,0.03805977267624699,0.0004132161631887984
1600,-0.055447386157703935,0.0,2.4325544908656647,0.0269197084024981,0.0043866806071034305,0.9831839959933938,0.6274374296446844,0.03841455895346189,0.03323089461310191,8.822818681280479e-05
1700,-0.10366731937276243,0.0,2.412857097666052,0.040019638325939376,0.0037875632603479883,1.0079608845613115,0.5599396965636196,0.03917807746569262,0.04287486131595966,0.0005622120064673155
1800,-0.13163200320089355,0.0,2.4046754384831623,0.04939087449930116,0.005651088442976284,1.0579073913907697,0.5533356776825273,0.04368273510200979,0.04420452195133446,0.000162260474883888
1900,-0.12143139283931656,0.0,2.392322016116907,0.047203249726007826,0.003954493455398041,1.0490156419282324,0.48296175203956315,0.04615998841546773,0.0453930629565948,0.0004941300820930424
2000,-0.19629421819024953,0.0,2.3860175144840507,0.04482451325196785,0.005824419042924426,1.0828605862306564,0.4639672675501606,0.04695811488996553,0.05065599984521191,0.0007234419413163923
2100,-0.18193379863209386,0.0,2.375002807074102,0.06474082468322573,0.005766654982924932,1.0954947250835274,0.4727478292923038,0.05014591164601463,0.05166248344518714,0.0005566025404816382
2200,-0.1802042818386595,0.0,2.350404254184684,0.07018770642670533,0.007978681891675995,1.0786532839741445,0.43754498963169686,0.054794384437891544,0.06587544068977899,0.0006831467700269168
2300,-0.192152072347986,0.0,2.3604630770703015,0.07201551374735614,0.00686570837997183,1.1128245861921138,0.4522556494997693,0.057354487101018384,0.06475045731071606,0.0006022168351207221
2400,-0.23903730113947907,0.0,2.34137022012456,0.08039564880491247,0.007305984430394667,1.0848794341732022,0.4208260318811986,0.05655953075852408,0.06746936781872909,0.0008572753982523892
2500,-0.23488404511323482,0.0,2.3200315708588213,0.08411546262077835,0.010508717070151299,1.1087420722206491,0.46823443421805266,0.06362708878469257,0.07279079497962629,0.0011613296266960488
2600,-0.22439693135318792,0.0,2.3260849198852567,0.08795325649910388,0.011489019138679162,1.0747645505490833,0.4498223919211418,0.0662895207273166,0.07843029708447047,0.001203272898560379
2700,-0.17710090215941207,0.0,2.295122012012671,0.10137007005963247,0.012017818957343333,1.072554442010578,0.44489293118156215,0.063255729417389,0.08944115799202475,0.0012585434469273929
2800,-0.21371508287987606,0.0,2.278606821205256,0.10700264218530128,0.01156770827579649,1.0450706089566237,0.446082280315244,0.06635485357529039,0.09639637526512894,0.0012009218575415577
2900,-0.1892209656113531,0.0,2.2743212833810413,0.12504069631459008,0.012415865904731215,0.9988090638774425,0.521682671650487,0.0742980219277198,0.09806598116282607,0.0011289085896600418
3000,-0.16770271480036542,0.0,2.275709545305316,0.12135895805056662,0.01506349525899571,0.9922417591688073,0.4859188132943696,0.07656154249449165,0.10058527778158581,0.0017631137374453268
3100,-0.17477894674816416,0.0,2.2602787242974114,0.14264624219839533,0.016388958127154317,0.9782426076694399,0.481462757189384,0.07684526737631256,0.10692931486475307,0.0017595608166132393
3200,-0.1293424916387605,0.0,2.2495286371204752,0.14180719861536173,0.01710800496443693,0.9966740210096491,0.5192551668929712,0.0788734590179462,0.10822182280580095,0.00211289139997153
3300,-0.1352379298400265,0.0,2.2178975685282913,0.1430751086684897,0.0181386175729183,0.9715114179146628,0.5332010570762374,0.08072739855181266,0.11582073794306569,0.002202756464125169
3400,-0.1320631549201943,0.0,2.2045441784362017,0.15712005369606086,0.021898567478252248,0.9272980851574971,0.5320570134706986,0.08034476192728046,0.11825823352717528,0.0028589133208007213
3500,-0.12665372943145867,0.0,2.208362227849682,0.1741767426468053,0.021403363430939456,0.9251122842043333,0.5462495112125297,0.08841665385815087,0.1193100936801896,0.0027267806592015187
3600,-0.13410349298362645,0.0,2.1790227688694808,0.17951075650714787,0.025464048562508824,0.8965743422711209,0.5336696035110973,0.08997686851330884,0.12052130586834225,0.003501736772071546
