milliseconds,U,A6,b,Btot,A4,c,C,g,G,Ep,x
0,0.9815890228279738,0.9975976971638202,0.9999986331306943,1.000000000930178,0.9998769127844293,1.0000000445174355,0.9999995150808323,0.9999988852441062,0.9999996655260949,0.998703034777976,0.9960215416969455
100,1.2275634110779452,0.9978272017133615,0.999997701215733,1.0000000002359397,1.0003060012549554,1.0000000278307246,0.9999998788396998,1.0000006953702287,1.000002405954163,1.002034030585826,1.0064189429897978
200,1.2251784434867026,1.0004976542499553,1.0000022049027124,1.0000000002748424,1.0002069970544658,1.0000000479020978,1.0000005111179286,0.9999995195014725,1.0000000149525845,0.998584965787548,0.9984230967770035
300,1.4062857281405265,1.001127127946259,0.9999990235392742,0.9999999998269837,0.9997806511148967,0.9999998941635281,1.0000002115673337,1.000000476725932,1.0000083406719036,1.0005691898363342,1.007039659169963
400,1.4661938554958949,0.9991462283814511,0.9999979449057734,0.9999999992220696,1.000028164990736,1.000000003657335,1.000000010647674,0.9999995610944555,1.0000091991499203,1.0035024420604066,1.0050313534528543
500,1.6615245564010306,1.002025654440499,1.0000022087305656,0.9999999998214021,1.000199763029679,0.9999999012691072,0.9999998432329392,0.9999996992569097,1.0000057355958074,1.0021485863038175,1.0012267703668514
600,1.7065506730676097,1.0021031297184781,0.9999976152691528,0.9999999992180169,1.0000628028441747,0.9999999486831387,1.0000001208212816,1.0000004379842995,1.0000091423957385,0.9990087769624146,1.0031909743865108
700,1.8534393711120054,1.0021135659943685,0.9999972085717048,1.0000000003027552,1.0007588982891549,1.0000000090418584,1.0000003540138416,1.0000008428055014,1.0000084026731695,1.0019325194545412,0.9975381715333321
800,2.116988336451512,1.0020923290766683,1.0000032280118833,1.00000000055663,1.000844638412613,0.9999998712065576,0.9999998322033222,1.0000003759623772,0.9999916488522224,1.001733945264089,1.0085913499452113
900,2.212958820330192,1.0005172881325557,1.000001910088908,0.999999999421516,1.000771067217301,1.0000000567551852,1.0000002329007989,0.9999991795630889,1.0000101895787372,1.0028326815238668,1.005405222958953
1000,2.3394196955531164,1.0025319600254363,1.0000037859115718,0.9999999999089663,1.0006593645752806,1.0000001290539327,1.0000003737640009,0.9999990966659729,1.0000113416262242,1.006758727735257,1.0144740318185868
1100,2.371896299584501,1.0009697125508352,1.0000001888247638,1.000000000577353,1.0012342635533322,1.0000000566134652,1.0000006743186542,1.0000005615351268,1.000012910639557,1.0092184560189486,1.0039900974296783
1200,2.6559497396231397,1.0035524760561916,0.9999978490202684,0.9999999994818627,1.0009731499458085,1.000000098888457,1.0000006943503492,1.0000025712671872,1.0000014265654489,1.007416133005619,1.0116543665652917
1300,2.6723579908667467,1.0025276182233471,1.0000040301958848,0.9999999998199398,1.0015122144270454,1.0000000021862212,1.000000393512727,1.000002005469107,1.000006347026517,1.0080028955529676,1.008310513120442
