milliseconds,U,A6,b,Btot,A4,c,C,g,G,Ep,x
2000,3.6014636273101264,1.0093263726656998,1.000009775014253,1.000000001247544,1.002790173379945,1.0000001176619224,1.0000016865590307,1.0000052240737896,1.0000109380113553,1.0252011654599118,1.0430202338048642
2100,3.5350030464922453,1.0092685123193146,1.000004653329024,1.000000001758778,1.0027394940056025,0.9999999659483787,1.0000018844320782,1.0000060817760008,1.000020049808629,1.0276058666760044,1.041986755271096
2200,3.7722342016018136,1.0111537794852918,1.0000070168542867,1.0000000008138779,1.003543754864206,1.0000002484553951,1.000002036196036,1.0000074899779314,1.0000307615086264,1.0273698640212479,1.0491225523518615
2300,3.821398827730024,1.012049073815264,1.0000131436132333,1.0000000014249208,1.0032981778256231,1.0000001063859187,1.0000025515278896,1.0000075666815686,1.0000383535956772,1.0273545610434587,1.0478453371466052
2400,3.9780322111058615,1.0133709722588369,1.0000085178770637,1.0000000012568928,1.0040259414720805,1.0000001598968205,1.0000019727782696,1.0000068599545264,1.0000396649768977,1.0354533185248882,1.0602731922423432
2500,3.856750188139862,1.0179046435379047,1.0000159984680042,1.0000000025587816,1.004359609938829,1.0000003418132801,1.0000023581403827,1.0000070542376784,1.0000443909301686,1.036947056905622,1.0604802789458359
2600,3.991315613917807,1.0193946578396702,1.0000138225341237,1.000000002787443,1.004497782220455,1.0000003482765059,1.0000029352155706,1.0000095526151231,1.0000526259969071,1.0339168503160436,1.0772611450039444
2700,4.064662712403097,1.020945972744168,1.0000195051044245,1.000000002544044,1.0049756827447802,1.0000003783985811,1.000003980774897,1.0000102205328087,1.0000595334203655,1.0377085379460569,1.0722273695515816
2800,4.170855691464689,1.024338385588496,1.0000208262801875,1.0000000030245977,1.0047389395275599,1.0000003637025066,1.0000045551864094,1.00001149408632,1.000068344545588,1.0464728834336068,1.088124307293856
2900,4.23171926853485,1.0259216610619,1.0000196968004336,1.0000000026493263,1.0055595068192444,1.0000005060639456,1.0000048359092966,1.0000142589583572,1.0000660267820496,1.0469456952331377,1.0808587785832202
3000,4.337164022120446,1.0254890092256315,1.0000231202475032,1.0000000037044914,1.005530247835155,1.0000005637273393,1.0000050098932798,1.0000143567578086,1.00007635370449,1.045939635878877,1.1008283712826916
3100,4.4201412216646645,1.0260876559501897,1.0000238698596637,1.0000000040871293,1.0064921921686694,1.0000006176232166,1.0000050058288186,1.000014769733618,1.0000809384284246,1.050060587750357,1.0965648930885263
3200,4.428458444333263,1.0297884677114972,1.000028894389478,1.0000000059143646,1.0067852094747276,1.0000008358159151,1.0000055913548032,1.0000182734494705,1.0000824528159915,1.0567547092678173,1.1047124102238681
3300,4.537601130460673,1.033827820156116,1.0000294683719673,1.0000000052965026,1.0066859956655365,1.0000008080233849,1.0000063003679678,1.0000187469194857,1.0000896962230803,1.0588838271909966,1.1205628994178023
3400,4.722641182872434,1.0369202201601717,1.0000370350399057,1.0000000061203578,1.0073800467294378,1.0000008875089323,1.0000074604532376,1.0000206326120789,1.000106391296446,1.067410075717357,1.1142519580600134
3500,4.718927967106137,1.038099163072163,1.000040707118057,1.0000000076500881,1.0076032676508246,1.0000011339125408,1.0000073350947756,1.0000222816487494,1.0001110482226623,1.0652540096890668,1.133232385116743
3600,4.766398098058755,1.0393888933539102,1.0000393748180942,1.0000000091659405,1.0080020903241165,1.0000011207210049,1.000008782911843,1.0000237176254851,1.0001277217263624,1.0717746903344656,1.1284348878431805
3700,4.984112924791046,1.040363926180472,1.0000483860059626,1.0000000108800773,1.0087637747984006,1.0000012676826593,1.0000090795035332,1.0000257795542058,1.0001345091071843,1.072584175785521,1.1450448984434125
3800,5.003714079686751,1.0436646994134717,1.0000516324824755,1.0000000103706612,1.0087371275410202,1.000001449172845,1.0000105344897439,1.000029477490131,1.0001482431304105,1.0825622020947887,1.1586392956115645
3900,4.989894800462714,1.0444777187005685,1.0000534060143493,1.0000000121970192,1.009549445352548,1.0000018929191605,1.0000107320994025,1.0000301614933849,1.0001555808610083,1.0823517822811788,1.1601634424379637
4000,5.073843457338336,1.051761756899141,1.0000611243260424,1.0000000134868783,1.0100068667757263,1.0000019941303537,1.0000109934334849,1.0000309542869132,1.0001688647305826,1.0888757304574515,1.1738036469031448
4100,5.236502646347037,1.0538734332839501,1.0000647467381796,1.0000000154105646,1.010198348225068,1.000002169596229,1.0000121093848857,1.000036030698118,1.0001865090843927,1.0904441029727587,1.181647520000163
4200,5.241352506443022,1.0549334057813493,1.0000662644511915,1.0000000160857556,1.0107799337450478,1.0000025790528704,1.0000129263635522,1.0000386061155433,1.000202222487946,1.0927520990772035,1.1844006517916137
4300,5.328018770400698,1.055537728563714,1.0000751363487244,1.0000000194991108,1.0112475623126522,1.0000029249631737,1.0000140747920099,1.0000395914522087,1.0002154028368586,1.1039190038740336,1.1951073762559412
4400,5.221294707839506,1.0609767102113288,1.000080724262738,1.0000000200468884,1.0113131789309908,1.000003244955796,1.000015560421155,1.0000412438042035,1.0002283612028848,1.106055316378747,1.2045216222073276
4500,5.208619539629591,1.0656770553862989,1.0000843832306405,1.000000023547187,1.011997905744907,1.00000331681683,1.0000170120679526,1.0000449853845774,1.0002401043473137,1.1078431999177707,1.2034082531082217
4600,5.255086690057494,1.0662396101136211,1.0000875178492143,1.0000000251195762,1.0123573936700154,1.0000038941512572,1.0000174625291234,1.0000465744790827,1.000264797718241,1.1162667383369878,1.2211729230624373
4700,5.365376676293389,1.0686269785311653,1.0000983155165761,1.0000000278184045,1.0129781886478397,1.0000043152314217,1.0000189336173224,1.0000507251955548,1.0002849669828615,1.1170316615399116,1.235064838982507
4800,5.498531128516994,1.0706287998021369,1.0001042104464508,1.0000000299193834,1.013013134694332,1.0000045441824275,1.00001972872696,1.0000554953980652,1.0002914796655165,1.126339332344372,1.236211798102574
4900,5.544728528208908,1.0744740613816155,1.0001113888210855,1.0000000328226935,1.0142988198404306,1.0000051830053196,1.000020590300366,1.0000566916859726,1.0003180189694085,1.123693703021461,1.25330499571794
5000,5.597599236867056,1.0771278347202966,1.0001205277225977,1.0000000355155443,1.0140916658971153,1.0000056450395571,1.0000223575221643,1.0000603624444324,1.0003346849688168,1.1303355027970163,1.254789781753577
