milliseconds,U,A6,b,Btot,A4,c,C,g,G,Ep,x
0,0.9970335829806134,0.9985355346917584,1.000002003264561,0.9999999998255577,0.9997529746128527,1.000000021535096,0.9999999010322129,1.0000003790559335,0.9999975350894631,1.0026538139016867,0.9979413594129963
100,1.2607554262979124,0.9976171675499976,1.000000344635497,1.0000000003284597,0.9998306818557322,0.9999998571260666,0.9999994028794784,0.9999983892912181,0.9999902977735173,1.0015241991754333,1.0015282992421162
200,1.3931020855091911,0.9994178829901168,1.0000029496563922,0.9999999994599843,0.9996590868148775,1.0000001260484968,1.0000001471641935,1.0000015918334997,0.9999938952049583,0.9975756872817407,0.9945763076597592
300,1.3791298186716419,0.9980097589029097,0.9999996343010985,0.9999999998576181,0.9999560688563774,1.0000000969823306,0.999999692330742,0.9999984857203049,0.9999947774184901,1.0043151267015387,1.0086797738142952
400,1.5985827134161894,1.0016415467086126,1.000001902727776,0.9999999993274132,1.0004434755144005,1.0000000183341657,0.999999936632228,1.000001539432616,1.0000074889213735,0.9984681934679449,1.008872171017711
500,1.723802186659138,0.9989177825644865,1.0000007215872913,1.000000000953139,1.000621401568272,0.9999999545449697,1.0000000801187305,1.0000011819086745,0.9999914473478303,0.9976894432423615,1.0026953271391434
600,1.8309441539975073,0.9996781040549765,0.9999968087046629,1.0000000008317187,1.0006997512660585,1.0000000673537572,0.9999994827331581,1.000001313893682,0.9999949895032703,1.0038252148001288,1.00210007828307
700,1.9616889249686613,0.99858750216452,1.0000007348660565,1.0000000002534555,1.000281090466918,0.9999998766352464,1.0000004738399169,0.9999993974984478,1.000005545905616,1.002347672971337,1.0018799736367616
800,2.0676392207530347,1.0029195499557855,0.9999977642969138,0.9999999996356967,1.000787945096739,1.0000000503363788,1.0000003368139694,1.0000003631958787,0.9999921245737884,0.9996679342231188,1.0099672451351098
900,2.179113301858702,1.0022637555793128,1.0000001115170645,1.0000000005146013,1.000371038793036,1.0000001384473247,1.000000670653253,1.000001414122277,1.0000062729232422,1.0028755753602956,1.00563364633667
1000,2.444865608628248,1.0017850913355022,1.0000008532529396,1.0000000004721958,1.0003453522271228,1.00000007826081,1.0000006883418049,0.9999987711222454,1.0000053282486407,1.0009388200947211,1.015899994247616
1100,2.5854244257918313,1.0028132475041216,1.0000021123220841,0.9999999994334194,1.0009793042612,1.0000000735482528,0.9999996550502703,1.000001619955881,1.0000131684137161,1.0049177389441157,1.0136756400671336
1200,2.7115430007193466,1.001114067975457,0.9999987330856573,1.000000000068395,1.000631200797903,0.999999854906449,0.9999998363439715,0.9999994575843147,1.0000076662420052,1.008636654716164,1.0181924809082865
1300,2.750633329807642,1.0062658689266004,1.0000014811238973,1.0000000004822893,1.0013462659127255,0.9999999022531211,1.0000000160476195,0.9999994690657588,1.0000141287833493,1.011549422395381,1.0236207798468213
1400,2.858249012456851,1.005058842446779,1.0000026007742573,1.000000000426954,1.0011554258522153,1.0000001548332655,1.0000007074079933,1.0000003919263096,0.9999988919599084,1.0096500242638333,1.0110409057925587
1500,3.0164055654360524,1.0030982621159317,0.9999994150321503,0.9999999993031982,1.0016766130683996,0.9999999781620846,1.0000008893432366,1.000000876486252,1.0000152380988518,1.0103538253091227,1.020600186175023
1600,2.972559119430093,1.0085624606961996,1.0000059565459816,1.0000000010510985,1.0019783716421329,1.0000000137014153,1.0000009162085564,1.000003361320903,1.0000173669856314,1.0113545746261632,1.0168618382339227
1700,3.225944728695009,1.008568404221466,1.0000039483884386,0.9999999997698487,1.0016187919286792,1.0000001324611365,1.000001277533304,1.0000043774653606,1.0000135745823007,1.0115288638316902,1.021386968088118
1800,3.232359472506413,1.0090628554391727,1.0000043820612126,1.0000000008702956,1.0017581564409161,0.9999999039102364,1.0000013536407713,1.000004654946275,1.0000156582773772,1.0205740508871575,1.035721246561289
1900,3.4744129736191987,1.0077552824285751,1.0000020006076789,1.0000000013521857,1.0025813335676177,1.0000001985557567,1.0000005749699907,1.0000053347822786,1.0000234102975185,1.017354518020205,1.0418117809942231
