milliseconds,Mrbc
0,0.6827041849583552
100,-2.224086596921735
200,2.1512418257032215
300,4.621306571077657
400,0.08763901386895112
500,3.418708675705202
600,7.592182370888141
700,9.431673698184724
800,9.080756518625662
900,7.725845054300841
1000,12.232947097522077
1100,14.845418099211074
1200,19.372782141488443
1300,17.693099791149137
1400,22.04749307041526
1500,25.422073212511457
1600,26.04640366172505
1700,30.06423018578723
1800,34.01789657323277
1900,34.96219810352445
2000,36.265887332094366
2100,37.103295009156206
2200,41.71083315409879
2300,45.68429211875406
2400,44.75090308702816
2500,51.71202788507306
2600,50.98776471390489
2700,52.60358960582927
2800,57.85211970903223
2900,59.63041378319837
3000,60.04508621194692
3100,63.30393445358173
3200,66.78678091844945
3300,66.57304521018108
3400,71.1320116002008
3500,69.33155133118514
3600,71.60994188208333
3700,74.09061786134565
3800,78.8355062870515
3900,81.39671436780742
4000,84.96825626228535
4100,82.12774137452652
4200,88.20196041268055
4300,91.20059315055644
4400,90.5816152085836
4500,95.05782179463833
4600,93.76449525909996
4700,94.413464492986
4800,100.30813814507876
4900,101.26239310396507
5000,99.81223359024511
