milliseconds,Mrbc
0,0.0484351047795152
100,3.192501690301446
200,-0.15411674757423677
300,3.2609718219802857
400,4.0171966154247265
500,2.1681193102879446
600,4.533487210485298
700,4.9287098975949455
800,9.11596047233506
900,10.825105048152665
1000,13.188863435190836
1100,14.372725866737259
1200,15.43230966531003
1300,21.81775954982265
1400,21.83444388215894
1500,26.190225623716174
1600,29.407729742674107
1700,25.761411319150312
1800,31.798027027639833
1900,36.5903768161988
2000,38.243945326365655
2100,40.66544479699805
2200,39.33453300968269
2300,44.3928976643693
2400,47.643437556809424
2500,48.55362492982649
2600,50.85440922695322
2700,56.61442398184924
2800,56.53086477141763
2900,55.506532197818714
3000,61.86665292065826
3100,61.06412962362683
3200,68.53558929180977
3300,70.34954382550148
3400,72.92479482012419
3500,71.13681775159442
3600,71.78934996112757
3700,77.99577986459748
3800,77.7772998976745
3900,80.4521152422555
4000,80.72380930083926
4100,87.51808547076563
4200,87.99246285723142
4300,88.19869075721328
4400,90.42261067056651
4500,91.21003195162663
4600,96.69331007006089
4700,96.04961929647371
4800,95.27377827384069
4900,101.44866022949859
5000,99.77275488936226
