milliseconds,C1,C2,C3
0,998607.0072229629,-398.2989428166199,6.904951132313157
100,1000052.5038270793,106.35859784348895,-7.02943797117631
200,1000953.6266218601,1138.822239511986,5.788848559068495
300,1007774.6127845532,2318.181271978136,-0.20892543857100687
400,1010199.4330373066,3610.318279294482,-11.23294304767588
500,1011686.6541486175,3579.5793238857204,7.331632761671838
600,1011130.0722894416,4407.235289807544,6.1890239973108905
700,1012980.8299861973,5503.45309728373,10.57745734627214
800,1019975.3019200461,5324.978882327436,7.3242345663093005
900,1017113.6543885672,7325.9385150204125,19.471780263519605
1000,1022479.0933149718,6849.881051946981,25.056558065614304
1100,1024494.197647233,8640.4941372257,25.913279182829207
1200,1027906.6435371572,10794.498800664138,24.70185799947138
1300,1029269.8247209444,9667.538641104746,22.594934872943394
1400,1032155.438008853,11656.425388150235,50.39269783774521
1500,1033639.6645349244,13331.916355511361,64.40059484971772
1600,1036738.3531795475,13685.442750876526,65.76024578860502
1700,1036600.4714870161,14519.584150045308,84.26531305416609
1800,1036842.2122597198,13556.603404918456,88.37369973446305
1900,1042891.2483354382,16904.6776463315,76.68610737268384
2000,1045675.8680458823,17805.082959973253,97.629530473597
2100,1047752.5938124534,16669.531733808344,121.48539950863594
2200,1044648.1012875926,17722.93514283315,125.16707291594996
2300,1046912.6346339461,19319.331963016517,132.6589384383442
2400,1052845.928497312,21182.541631752247,127.77360415793869
2500,1052060.969188767,20149.82425234841,169.07245036632506
2600,1053547.0823739546,20538.550238311524,161.68002929955102
2700,1058573.9918340528,23655.085063728817,164.03061260456013
2800,1058959.3806240854,23241.314987045735,174.63428352645283
2900,1062467.767338648,24116.936363641205,211.9991583691845
3000,1065767.483613693,24700.033364238658,218.65590728806316
3100,1065845.6446100383,26972.779521540426,215.37248566326375
3200,1071241.8664715989,25958.581734828545,232.97066104054306
3300,1068619.5406363949,27862.607486674275,257.4354453491673
3400,1071395.3782960682,29344.168814973258,278.595216759534
3500,1073877.084509011,28787.2272011635,281.3690436799346
3600,1078859.4504279052,30854.464908349135,322.445555229531
3700,1082372.608824395,31948.604360556295,316.41151419996174
3800,1081024.7337728199,32311.951850673646,356.63599145537
3900,1084302.3788923938,32349.972018875636,369.1890629162159
4000,1088288.1885058857,33929.97279256275,401.947221068668
4100,1089765.6750982536,36478.516448517694,422.7816384643963
4200,1089138.5506026675,35517.56447751471,442.6429724174138
4300,1094139.8911069606,37980.48948606115,461.5840288170151
4400,1095042.3049086293,39198.39741556785,464.96921282740107
4500,1101865.2714238195,39582.77293402195,484.9208914811176
4600,1103185.0004866684,40045.872858938776,515.5540974526496
4700,1101894.662889066,39740.473118964,549.6787905599775
4800,1102467.644408859,40700.1677125721,570.5950427193004
4900,1104806.35236021,42853.69808623163,604.7858069962597
5000,1109546.6295793902,42765.870742517895,624.916252978129
