milliseconds,C1,C2,C3
0,999147.9688283973,1085.9081582963615,-10.494045313622841
100,999848.1048074928,115.90234646965189,-10.367733195987753
200,1006024.8350357387,1865.628893902127,-3.5143738958697934
300,1007997.06751941,2809.560819416195,-2.322357099506694
400,1011302.2062182217,2325.396259164231,10.353469797084003
500,1010239.8200873547,4494.1387912037535,1.4201795039105045
600,1013898.2202798153,3936.154939879088,-0.4415686318965353
700,1012311.1641765465,4424.301701978888,21.533201293341044
800,1015823.8978768119,7032.2121096642295,17.74515439582446
900,1015970.7058588595,7770.613342432199,36.110814624344066
1000,1019169.8695489661,8196.093586392832,29.946453465896553
1100,1026254.4296864773,7877.994650606934,36.15819888262435
1200,1028470.8383465916,8780.362887604648,45.238208647971135
1300,1030556.8999735093,10074.913213393504,45.25533080605646
1400,1032818.6154955587,12314.783783278244,36.015767842092835
1500,1032383.2461445285,12296.418193941263,39.96902687794505
1600,1031672.6294840014,12856.448242794026,79.05873587573504
1700,1038751.491059877,12721.06591220558,73.41645960875516
1800,1036000.6636236374,15452.4901000027,64.0609912545535
1900,1043646.546823271,16819.940190068603,80.74358668215017
2000,1043473.6009359792,16331.860922517315,91.86796182040018
2100,1045679.9143335237,18226.05696331937,105.5289871583496
2200,1048432.1168015746,18364.669066672763,130.36221587108122
2300,1046380.9005103037,20260.82418283023,114.04817172204939
2400,1053388.1958275195,20910.156370712062,129.85991307126417
2500,1055088.8119096763,19817.69190856254,168.0627735355987
2600,1056959.6429184522,20720.952499130075,149.23866386510605
2700,1058216.1828763017,23882.15434070678,170.89933918755364
2800,1061724.4883179935,24346.252442119196,180.8890454779233
2900,1059235.2546298888,23758.72956146636,211.15237267385973
3000,1066448.093175995,25058.251788394817,206.33684309769134
3100,1065021.1123802844,26418.208598790163,225.8834489248293
3200,1069782.841442333,27543.296345302853,249.90670940699894
3300,1072145.4895839028,27938.21119578905,281.4158498085329
3400,1071484.9354345882,29677.85192418155,267.3505050403193
3500,1076493.1497609487,30168.367182854403,284.7406127228568
3600,1075123.106167311,30508.5509080597,303.34082956812125
3700,1079898.3815597175,30374.764449309936,331.3761246360908
3800,1082867.743612351,31652.640870032832,365.88716301978116
3900,1085734.7903592295,32115.72807829414,353.63636399446847
4000,1084528.8133993007,33562.99181276578,405.40237163754034
4100,1091044.6274017005,36172.719110517115,419.6579644456389
4200,1093273.1035973553,37090.72684573679,427.27127534678493
4300,1097291.9311138846,38164.38135706624,455.2605128623664
4400,1097245.402502535,37953.53121607874,468.4656995701509
4500,1099182.8835128387,38260.443203485025,515.6196380740645
4600,1103836.4524586804,38637.782091523084,512.7610748280143
4700,1101807.2273686074,41791.12224668715,558.7320254928337
4800,1107580.6485053743,42283.02384066018,564.6263869460996
4900,1109847.8361480527,42528.45735696255,601.5105554453435
5000,1108030.437337673,42783.0059289452,622.1426969236002
