milliseconds,C1,C2,C3
0,997846.488097762,894.6176637080548,10.315513558806082
100,1003477.854348714,1389.0216773048153,0.23971572079573367
200,1004238.485079755,2870.6707949910733,3.0790110656513665
300,1007122.7633584241,3412.9792629337708,14.381367623996379
400,1005908.3439468014,2559.7966174516014,16.251975905380938
500,1010698.5641576749,3413.496793487608,-10.485773003158318
600,1012132.4615615954,5421.201811239733,21.13075756770563
700,1014025.889047198,6073.348665866425,22.229534794882987
800,1015370.9427574405,7552.040417650533,3.6517023706872394
900,1018609.659498506,7948.2254173503015,11.297114814980294
1000,1022976.857639078,7816.624593659983,32.02115084211315
1100,1023022.5008871736,9754.091271467061,44.956867817930444
1200,1028661.901067463,11089.67760435798,18.41767234699053
1300,1028525.4974583206,9474.22966546521,57.40316782386469
1400,1028096.0308181654,11382.593985754784,36.78642162541471
1500,1032396.2657735085,13526.800493626732,38.38509155568042
1600,1036509.6272045738,13885.746519246142,47.56790469920523
1700,1033207.1137832376,12952.880034653717,59.28935334872013
1800,1036659.2513459035,13742.982612422427,84.75535973853563
1900,1043165.4383731198,15169.116041553923,105.4835562069783
2000,1045385.226416525,16613.750657091125,78.98943987201176
2100,1044149.2754487839,17389.297075381695,109.80716737570286
2200,1046348.2475863503,17632.99254379598,105.09812244585186
2300,1050953.480894401,18381.67129076825,137.8272670199162
2400,1049995.7457818121,19994.686690386374,140.96911179434818
2500,1056814.133023043,21589.977858629736,160.1223341475816
2600,1052860.0890805079,21595.056358896865,162.19004092464186
2700,1058674.7075873138,23260.001384851355,183.54296815513916
2800,1061782.0382187304,23626.647775792877,174.76265187732486
2900,1063397.9127177945,23507.383622589405,204.3747395223705
3000,1065066.85648083,26355.640545142527,215.89025183203637
3100,1066766.0256748104,25664.737752787583,239.62982251993728
3200,1069857.101855673,27960.056112153172,238.12768394979494
3300,1069115.8996575356,28075.4488812335,278.0092813733661
3400,1074656.5717567836,29758.065391202294,291.50710376133543
3500,1073185.4251863437,28704.50327843606,317.32053886783507
3600,1077820.6621243348,29709.866932067205,305.0056798575119
3700,1078257.0955241197,32593.846239547132,339.76996297389246
3800,1082906.1605964038,31769.040743530262,347.65476644762003
3900,1085685.0789704414,34050.782153666296,379.1474112714183
4000,1085555.714788385,35443.84608756787,393.44626843328956
4100,1088668.725177535,36206.6950303136,422.3898509379681
4200,1088474.2295805465,37343.22621999836,449.74671159939635
4300,1094170.8687375877,36412.21161784542,436.8251325237847
4400,1095286.3503557611,39027.17083470833,460.64309335937565
4500,1098395.805212175,38398.126111999525,494.75685793613377
4600,1098343.0646841845,40014.87748414648,505.016568533979
4700,1102174.6882319492,41075.53451902276,561.0388157760734
4800,1106970.28750813,40931.623717309965,555.5925999335444
4900,1107342.9186034652,41919.060375684196,571.5255357637128
5000,1112771.7259495195,44750.905710265615,618.4515296625459
