milliseconds,C1,C2,C3
0,1002651.3053621086,-849.523762011565,16.624627998589087
100,1004662.6103088971,-88.40347450124466,17.40468525716445
200,1001579.4422838368,2795.7598871498276,4.7048246496385255
300,1008442.2232458851,3106.394725092807,-14.99203029477125
400,1006558.8196283751,3856.599490577048,-1.5155898727702217
500,1012252.6601248141,4883.673732949139,18.251395746144286
600,1013933.1303520189,4650.4114099913295,21.940585007985323
700,1012773.9310895879,6216.39138887538,-5.697055715380282
800,1019689.3466299513,5415.48528360047,29.68212561189206
900,1018157.3906634491,7367.923680802112,8.254901468101131
1000,1022809.2232294063,6932.613748748652,12.279305599295611
1100,1020629.8146177486,8145.166754268492,23.76035643665869
1200,1022610.1569836857,10904.233124131599,19.20646084296834
1300,1029158.5936423291,10009.16255551696,45.05835936737823
1400,1032899.1164963767,12531.285612852134,46.26799297099597
1500,1028598.1560217598,11856.88978402561,65.45227653475709
1600,1033269.1617794763,14241.581169468323,45.09524965769958
1700,1035508.6958545491,14712.19612788215,82.54939865729668
1800,1037289.7509170958,14828.179343278058,91.08656308910507
1900,1039484.7594983933,15223.21381633723,91.13387427774504
2000,1043797.2238795063,16754.008304143572,79.74094598268076
2100,1046430.4954267421,17889.617388092145,112.19713765028966
2200,1045299.1431624283,19095.766163565066,132.23508584060497
2300,1050571.5130332434,18093.639300178624,141.28972988884294
2400,1049141.1137094186,20395.484547281463,157.6306419730068
2500,1056023.6424468677,22052.909969380747,163.52962902791575
2600,1054136.721022709,21082.37454794485,157.39644293197935
2700,1059035.3086909226,22688.38047288419,161.97062402662752
2800,1060784.9258312176,23303.589470916075,194.27727132808297
2900,1062103.7154983417,25485.43012406421,188.24608552013467
3000,1062833.6721849246,24222.16441597568,236.7085378111106
3100,1069601.6332288552,24996.52002614912,241.2652350760196
3200,1069648.374845547,26276.09485077144,265.7565543447242
3300,1074540.9092400642,28422.80463255197,266.8405554310825
3400,1073546.0238326131,27667.68957861356,297.7970813614606
3500,1074776.7205948725,28572.142031110772,308.90399047351127
3600,1080421.5616559535,30357.043161931182,331.9841090002236
3700,1082558.87374013,31571.16121814293,328.08049303554054
3800,1085315.9293198495,31383.077122391485,364.12512636568187
3900,1082102.8508326863,33615.34133641195,357.673007865364
4000,1085394.7665916814,34811.92150998397,408.4299802335859
4100,1088092.3747933342,34273.21895529546,419.5373971504388
4200,1093530.6436776943,35238.9173418176,450.67800527096006
4300,1093578.062224891,37829.39446671302,468.2085974194639
4400,1095763.3429742493,38332.746768304976,490.55128658009977
4500,1096838.9173362758,38411.66892304984,506.2135501215082
4600,1099860.6060817915,41093.502283653084,511.3991739700551
4700,1102143.1760668852,41269.64092764425,538.0223296359152
4800,1102595.5315916918,41005.83057539689,569.5877146828725
4900,1108724.4926730727,41404.06410481364,575.2154944803743
5000,1112005.4986032408,43867.53251587428,616.0105665545891
