milliseconds,C1,C2,C3
0,1002428.4645905779,-1195.3762064905882,-14.810778039718473
100,1004174.896830891,770.7460341144174,-16.545901801791327
200,1002811.3990733254,2175.9714008345077,7.628675428588762
300,1009463.0642350801,3172.3414837353334,18.775763683743556
400,1008187.2312270084,3157.6905938731506,4.298802035027123
500,1013111.6566967465,2811.4789375553346,-3.8912552168366057
600,1013844.1576571618,5431.780395429852,-5.295292218990857
700,1013195.4589985467,5638.616316582674,27.001267280158807
800,1015028.8849479988,5304.820168416457,32.60599067631381
900,1022242.9800169645,7409.332706589187,17.966728379409965
1000,1018118.6825141804,6950.273471014071,41.798128422051
1100,1025447.8894760817,8274.70880361314,34.5622268504334
1200,1024050.7047730901,10479.165984813377,19.05020424474011
1300,1030726.3444675423,11465.934110434122,32.5084520869128
1400,1029946.3320801919,11350.10112937947,59.54007302340162
1500,1030930.5096156852,12542.331306132317,37.28696047633225
1600,1032790.100711549,14233.811908343861,44.418848131788046
1700,1033082.5562032647,13262.049232723948,74.6479234449292
1800,1037197.5628920991,14316.178914163835,87.4382885336647
1900,1039500.1473794585,15793.185510265737,70.31877309747404
2000,1041827.0516477767,17242.025096916197,84.46680062833823
2100,1045779.5768170606,18451.818284872632,98.80612936683134
2200,1045241.7144524795,17124.100472570768,106.68134695110615
2300,1048245.0110922739,19557.091643713535,123.21092966682212
2400,1050870.9337964798,20184.545351695237,128.35063942484132
2500,1052657.511714404,19715.83360713376,166.96993214040975
2600,1054758.6429492934,20940.976390455693,163.60891597323152
2700,1059129.565009131,22599.656399105814,181.4220967444753
2800,1058208.4974313176,23153.923805451093,173.8900231041116
2900,1063511.1035516164,24613.89213145076,205.42898087113232
3000,1061694.0152440926,24280.556331110773,209.85461051750113
3100,1066477.3130723278,26754.731660028323,229.87908277972988
3200,1069579.518679717,27261.73007493355,260.94700226085456
3300,1068703.03806133,27712.353537669867,252.74955779769297
3400,1071948.3679474124,27554.757230221883,279.0652052149285
3500,1075920.8425386336,30697.509654334714,291.38229967342426
3600,1075038.5316823486,29855.27835714201,305.31687195348366
3700,1081639.0444967472,30740.332758701195,338.73153330048507
3800,1080010.020576795,31515.18864926362,352.45707860490154
3900,1083408.2245259748,33146.70271610231,365.3068849299211
4000,1084044.8879575871,34806.25486220836,381.9198917029762
4100,1092118.001946866,35181.459649631004,426.2022984801246
4200,1094393.543591383,35136.10788772819,438.70907799849533
4300,1090783.8077108532,36285.60045323957,453.9988078540417
4400,1098379.248953714,36705.350922407924,457.9595298747246
4500,1099535.4675985062,38066.324540334186,484.9757950070921
4600,1097691.8018362967,40500.13610653645,520.2975495486849
4700,1102415.1224620303,39993.37055558261,537.4574136564885
4800,1102273.4150436453,42658.14939966382,559.2431757582328
4900,1105427.966014582,43835.31820255087,578.0011118148184
5000,1107042.3794234078,43269.0134324632,622.0318345540684
