biomodel_num,median_err,max_err,min_err,method,tot_time,avg_time,cnt,num_species,num_parameter,num_reaction,status,noise_mag
1,0.21403344071596905,0.9999794409988861,-0.03442468736429014,differential_evolution,0.31017160415649414,0.00030986174241408006,1001.0,12.0,35.0,17.0,Success!,0.1
3,-0.18965427540945526,0.9999969607733512,-0.18965427540945526,differential_evolution,0.11592578887939453,0.00028274582653510863,410.0,3.0,5.0,7.0,Success!,0.1
4,-0.02138343190592615,-0.3420009922269991,-0.015949790791468337,differential_evolution,0.16428184509277344,0.0003014345781518779,545.0,5.0,5.0,7.0,Success!,0.1
7,0.1437619939922299,0.9999669864944575,0.009704021954836745,differential_evolution,0.6182136535644531,0.0006175960575069461,1001.0,17.0,49.0,25.0,Success!,0.1
8,0.03485849504377104,0.06664474974039053,0.0043314260062168874,differential_evolution,0.23466038703918457,0.00023442596107810647,1001.0,5.0,5.0,13.0,Success!,0.1
9,0.6448040952639715,0.6448040952639715,0.6448040952639715,differential_evolution,0.012220144271850586,0.0003703074021772905,33.0,26.0,1.0,20.0,Success!,0.1
12,-0.08418393312565012,-0.777539617745604,0.04023137705953976,differential_evolution,0.3668212890625,0.00036645483422827175,1001.0,6.0,16.0,12.0,Success!,0.1
13,0.00040082225188789694,0.00040082225188789694,0.00040082225188789694,differential_evolution,0.30022263526916504,0.0011866507322891898,253.0,18.0,1.0,21.0,Success!,0.1
18,-0.0006056923858817659,-0.0006056923858817659,-0.0006056923858817659,differential_evolution,0.10308384895324707,0.0005206254997638741,198.0,20.0,1.0,47.0,Success!,0.1
19,0.1868725948538508,-0.9855351860292334,-0.005671548274225463,differential_evolution,15.490190744400024,0.015474716028371653,1001.0,93.0,90.0,125.0,Success!,0.1
21,-0.002211387516814757,-0.004231415487967286,-0.00019135954566222867,differential_evolution,0.1668415069580078,0.00037746947275567376,442.0,10.0,4.0,24.0,Success!,0.1
25,0.26525705714169323,0.9933671098598951,0.146469517172897,differential_evolution,0.04307889938354492,0.0001723155975341797,250.0,3.0,10.0,4.0,Success!,0.1
26,-0.1564505264926809,0.9998806719159158,0.0005621659797536605,differential_evolution,0.4013941287994385,0.0004009931356637747,1001.0,11.0,16.0,10.0,Success!,0.1
27,-0.09583093427090396,-0.8638855002369104,0.019036630031434736,differential_evolution,0.23038291931152344,0.00023015276654497847,1001.0,5.0,9.0,4.0,Success!,0.1
