miliseconds,V_membrane,h1,x1,n1,c
0,-54.874097424692195,0.9008886398389921,0.2732864619149285,0.030244810991781477,0.4002260175547193
100,-54.87305468186358,0.9008940737834501,0.2732834948461783,0.030246625224942755,0.40022726073834897
200,-54.872306853940984,0.9008927340609311,0.2733272290605091,0.030247283692119147,0.40022860635512864
300,-54.871208812164305,0.9008990134358694,0.2733245251635708,0.030250724648037568,0.400230674105731
400,-54.871411271614136,0.900906500155949,0.27337318156815665,0.03025105537027723,0.4002314175747473
500,-54.87002864686651,0.9009073604252054,0.27337805417427874,0.030253344521093514,0.4002323750633886
600,-54.86878957475794,0.900911871999649,0.27341093226146784,0.0302563047120603,0.40023448814840085
700,-54.868559289731955,0.9009170351345767,0.2734288448088401,0.030257244114870567,0.400235752994063
800,-54.867240904298626,0.900916628708634,0.27346070478962015,0.030259055717344153,0.4002383219965675
900,-54.866174905663144,0.9009207186260416,0.2734799599700227,0.03025934600299333,0.4002380648208767
1000,-54.86564533450723,0.9009254191744192,0.27349699312314407,0.030261930240752098,0.4002399273228928
1100,-54.86486258294425,0.9009324947982168,0.2734971478344391,0.030264589703723043,0.4002420236080698
1200,-54.86356052889202,0.9009379364842344,0.273545202609598,0.03026520734036542,0.4002433736474032
1300,-54.86318114787458,0.9009399422423499,0.27355453845798267,0.030267305839278856,0.4002459401128854
1400,-54.86184299704634,0.9009412917631102,0.27357791154393113,0.030268109095185968,0.40024720421927906
1500,-54.86187584364263,0.9009449550373723,0.2735870727060648,0.03026984503861277,0.40024775325484
1600,-54.86129293525622,0.9009506178946871,0.273636057614117,0.030273046667460425,0.4002509042006253
1700,-54.85956004817091,0.9009555985063407,0.27364374287240356,0.03027359721329665,0.4002521447752857
1800,-54.85957080525412,0.900961608882889,0.27367086722008893,0.030275321104491486,0.4002536083166674
1900,-54.85823584211788,0.9009665981677123,0.2737044642561928,0.030277699161501904,0.4002544080584359
2000,-54.85752429185099,0.9009683929622797,0.2737040118557418,0.03028041573920587,0.4002570797134841
2100,-54.85693947132134,0.9009728954374675,0.27373200972755796,0.0302819066347794,0.400257049946575
2200,-54.855846417726625,0.9009731258647917,0.2737581772388625,0.03028376339069367,0.40025980800682937
2300,-54.854717972081275,0.9009798334112232,0.2737736872823682,0.030286262064752382,0.40026203825833523
2400,-54.853387858848585,0.9009833280972953,0.2737898362181924,0.030287399954364077,0.4002631805951392
2500,-54.853262533174856,0.9009857846525928,0.27380697201463505,0.03028788777739704,0.4002646542032298
2600,-54.85212300550059,0.9009926765533212,0.2738301344426098,0.03029202083782102,0.400267118750167
2700,-54.85100860973247,0.9009915394895404,0.2738508835003756,0.03029306266573096,0.40026870002226705
2800,-54.8502714019656,0.900996767872496,0.2738741675469795,0.030294016588345404,0.40026851035132704
2900,-54.84904513928443,0.9010032369810403,0.27390450483781453,0.030295801211869616,0.4002705016348971
3000,-54.84857376632976,0.901005835224718,0.27393913386622915,0.03029711193472726,0.4002724949002951
3100,-54.84778650606706,0.9010082779267817,0.273967469002637,0.030299256445123955,0.4002735974236931
3200,-54.84698605684716,0.9010166594376516,0.2739604506177787,0.03030152847186088,0.4002757081692547
3300,-54.84568482785604,0.9010165211912665,0.27399336222086224,0.030303948730532562,0.40027711502315244
3400,-54.84560665248208,0.9010182866901352,0.27403243687483153,0.030305958744691018,0.4002785253055322
3500,-54.8450060806075,0.9010232369215624,0.2740379818144099,0.03030762426186917,0.40028024524439954
3600,-54.84306566665554,0.9010261806587873,0.274060056766473,0.03030883637666536,0.4002823039959332
3700,-54.842736466119895,0.9010294799949171,0.2740867695371157,0.030310427967199467,0.4002846741118075
3800,-54.84211712501733,0.9010331331599253,0.2740962574565305,0.03031329408906795,0.40028464547584663
3900,-54.841177272071306,0.9010350445299025,0.27413613625120675,0.030313867974667882,0.4002875988466217
4000,-54.84058124954357,0.9010434571765907,0.27416349031124204,0.030315648614294335,0.4002880486510095
4100,-54.83971428007838,0.9010487689148721,0.2741878071030599,0.03031734012911539,0.4002896836987231
4200,-54.83806562781845,0.9010475812451105,0.27420195251679813,0.030320241182254945,0.40029093682933564
4300,-54.83805216085169,0.9010520130552526,0.27423440578913344,0.030321465422371893,0.400294058015483
4400,-54.836762711111376,0.9010572712599396,0.2742482576080098,0.030323989404836073,0.40029496176378504
4500,-54.83548131792867,0.9010591266594155,0.27426161246258424,0.03032450076683258,0.4002973399514938
4600,-54.83472090092298,0.90106503283524,0.2742831430100727,0.03032606373593692,0.40029742515649064
4700,-54.83455287885492,0.9010664851065145,0.2742986885224376,0.030329110528306863,0.4003003670960005
4800,-54.833470241398885,0.9010695626216759,0.2743323270202621,0.03033147225117531,0.40030228527719114
4900,-54.83219355734261,0.9010751760996258,0.27434786236754405,0.03033306395194663,0.4003036757567675
5000,-54.83110432059273,0.9010742613027989,0.27438886933922246,0.030334976164732335,0.40030414886443755
