milliseconds,V_membrane,h1,x1,n1,c
0,-54.700060449847115,0.9013586088873091,0.2777154249647875,0.03062905522306412,0.40055897594370077
100,-54.698961359657595,0.9013589159066226,0.27775380671843813,0.0306305871082311,0.4005616707009504
200,-54.69836365370257,0.9013595110760486,0.27776552861990095,0.030631382165084337,0.4005634337388652
300,-54.69722115166488,0.9013604876059281,0.2777922039893146,0.03063420795418345,0.4005656473044675
400,-54.69613725924458,0.901360757221397,0.2778040248717644,0.03063604787448794,0.40056612791730045
500,-54.695583897769254,0.901361240853695,0.2778420868228159,0.030637774450926438,0.4005676323555373
600,-54.69525506365915,0.9013610578790191,0.27784165155826496,0.03063987559655841,0.40057002634248356
700,-54.694045924413295,0.901362488297754,0.2778771884516609,0.03064378877825956,0.40057176329566546
800,-54.69313658960529,0.9013626939128317,0.27790122386297117,0.03064570666506103,0.40057453489410905
900,-54.69237509124068,0.9013629614684419,0.27792734937507557,0.03064548995839259,0.4005743269549412
1000,-54.69168098861226,0.9013632118590896,0.27794278190753674,0.03064797142049093,0.40057665803968273
1100,-54.69056145296533,0.9013638697581828,0.2779834119198931,0.030651266798894048,0.4005793801326076
1200,-54.690016252051734,0.9013633335389346,0.27797885802936817,0.03065211935158461,0.4005816864858476
1300,-54.68873206573131,0.9013647495858265,0.2780255081177776,0.03065621936403231,0.40058341720341123
1400,-54.68716487365696,0.9013648015619332,0.27803269030015926,0.030656303446031808,0.40058459533130975
1500,-54.687321226727434,0.9013652871330662,0.27804520765594976,0.030657827325114045,0.40058481239542476
1600,-54.686102914904765,0.9013649589832261,0.27809514241015115,0.03066012501262535,0.4005883601001912
1700,-54.68495997095053,0.9013654788272939,0.2781023407849921,0.030662539682995957,0.4005902582063101
1800,-54.68358250128792,0.9013654970003513,0.2781238679362517,0.030666561739557348,0.4005920506952639
1900,-54.682782571764065,0.9013652460983815,0.27813768208989953,0.03066739064977549,0.40059209235787613
2000,-54.68289742102919,0.9013655295307469,0.2781764072979809,0.03066876546786569,0.40059505953243435
2100,-54.6808162801041,0.9013664403957461,0.2782044531949838,0.030671301789724565,0.40059615327049064
2200,-54.680319140355046,0.9013666558091319,0.278230612646825,0.030675040672135,0.4005977823260338
2300,-54.67992775653176,0.9013658793839695,0.27825481401468904,0.030676787000008195,0.40059928249993604
2400,-54.67913673344325,0.901366907563677,0.2782528336760852,0.030677047809260567,0.4006029816675753
2500,-54.67755004393227,0.9013671724593552,0.27828877662543694,0.030678716755665175,0.4006043621042801
2600,-54.676560049749526,0.9013676205199228,0.2783120165503371,0.030682997787959312,0.4006059500049932
2700,-54.67612095137967,0.9013675441709873,0.27832216004109356,0.030684645379768123,0.4006064891124464
2800,-54.674800978021125,0.9013667585525814,0.27833860074518346,0.030686729889347432,0.4006089671598568
2900,-54.67425549003019,0.9013672004745379,0.27838086392012984,0.030689406855888533,0.40061212158865867
3000,-54.673761186242366,0.9013666810727469,0.27839488801661333,0.03069029279656915,0.4006135035988071
3100,-54.67201257842281,0.9013666496980894,0.278437100413789,0.030692709513894918,0.400614004095076
3200,-54.670952851384186,0.9013666628997324,0.2784361648686975,0.030695505158925246,0.40061637875419226
3300,-54.67090953389667,0.9013673641517908,0.2784793840870167,0.03069562330226085,0.4006178603182307
3400,-54.66975099501764,0.9013673503707783,0.2784958376823356,0.030698216581401813,0.4006193476702907
3500,-54.668394003924234,0.9013665797404005,0.2785163050620291,0.03070079448569879,0.4006213679301593
3600,-54.6678511702876,0.901367066534289,0.27854793519713766,0.030702869160037515,0.40062330369563887
3700,-54.66730698836543,0.901367850654382,0.2785421362284677,0.030704463849510272,0.40062456381957606
3800,-54.66666086630928,0.9013666888445404,0.27856899519214734,0.030706881839242403,0.40062768688599854
3900,-54.665484074531136,0.9013674838460991,0.27858873462115047,0.030709169353266803,0.40062837528568995
4000,-54.664327352174325,0.901366539676743,0.2786240133101563,0.030710758512790978,0.4006309880925323
4100,-54.66400368973441,0.9013670220515737,0.27865089524053654,0.030712666706466857,0.4006333300492358
4200,-54.663086426764345,0.9013670213987105,0.27867872100282864,0.030715281102514754,0.40063516318095194
4300,-54.661370998640024,0.9013670892059161,0.27868634599117176,0.03071877214422864,0.40063534365498027
4400,-54.66086665309042,0.9013668052168261,0.278719578266265,0.030719250222528062,0.4006380430760159
4500,-54.65982032522872,0.901366697208332,0.27873021887738814,0.03072102303961969,0.4006397203981459
4600,-54.65854686010868,0.9013662960798207,0.27875721432374845,0.030725467251994865,0.40064287976744933
4700,-54.658185662958076,0.9013661857836116,0.27879130666030877,0.030726488782512783,0.4006446653090865
4800,-54.65707774291472,0.9013653744302271,0.2788172146174649,0.030729807727181948,0.40064511023893845
4900,-54.65692992092302,0.9013654166896177,0.2788395452955954,0.030731143812314045,0.4006470914157689
5000,-54.65564374371148,0.9013651593990792,0.2788586788701281,0.030734352563703885,0.40064988703349397
