miliseconds,V_membrane,h1,x1,n1,c
0,-54.78774343740075,0.9012172800276859,0.2754731409432015,0.03042766323073223,0.4003877153420389
100,-54.786886900631934,0.9012188698772174,0.2755155410752255,0.030431695357564115,0.40038901258649007
200,-54.78695654051141,0.9012197784787612,0.27552535963258035,0.030432885137166535,0.40039127154986737
300,-54.78504068379496,0.9012244465292273,0.2755563759218725,0.030433433609062636,0.40039304560487626
400,-54.7848943656071,0.901224584803176,0.2755670262866126,0.03043483201320337,0.40039309321875827
500,-54.78373043856388,0.9012268505904849,0.2755812647654458,0.030438721999513467,0.4003963266560695
600,-54.782405080532406,0.9012276865183192,0.27562236885435715,0.030440235977055554,0.4003966052391944
700,-54.781501556249516,0.9012300587428876,0.2756402966339529,0.03044259723912592,0.40039765950987627
800,-54.78152572160741,0.9012326930019373,0.27565478137410165,0.03044355033811431,0.4004013630076889
900,-54.78066862729249,0.9012348736007176,0.2756977848288892,0.03044455472877408,0.40040306570876305
1000,-54.77888644170767,0.901239395927067,0.2757095971574287,0.030447858774390824,0.4004029472499875
1100,-54.77829141747624,0.9012409362420599,0.275737339533559,0.03044987743669499,0.40040532669718204
1200,-54.7772253418556,0.9012409527442186,0.27574812831239304,0.030450801697169096,0.40040639154061025
1300,-54.7766536251946,0.9012441004429175,0.27577786921211106,0.030452944345359022,0.4004088786266866
1400,-54.77550892806708,0.9012449691245148,0.2758038903122203,0.030454068133045797,0.4004116624300225
1500,-54.774403097521194,0.9012504506173467,0.27581409033643456,0.030458088102627442,0.4004132643762403
1600,-54.77368147038497,0.9012509190546013,0.2758474371019239,0.030458195923454327,0.4004144582618478
1700,-54.77331245114125,0.9012509386870033,0.2758769043976294,0.030460261825346217,0.4004148235093747
1800,-54.77238486535118,0.9012530032151902,0.2758955878699408,0.030462277496966443,0.40041701098696375
1900,-54.77190893115694,0.9012576902266978,0.275916563215376,0.030465679890052964,0.40041889317382195
2000,-54.77040545299681,0.9012599278817109,0.27594356334120734,0.030467937762366608,0.4004203659865358
2100,-54.76982897581779,0.9012607062815398,0.2759424897901436,0.03046857764315251,0.40042313769603494
2200,-54.76902955719464,0.9012628746527038,0.275966274952608,0.030471582005439864,0.4004236783741455
2300,-54.76741545713934,0.9012655793117735,0.2760116697049243,0.030472659894015337,0.40042476240276126
2400,-54.766829872351,0.9012675207677334,0.2760327359285045,0.030474624682574794,0.40042767208425084
2500,-54.76686033804252,0.9012671144258838,0.2760431467864472,0.030476126359092325,0.40042837385704694
2600,-54.765849224466926,0.9012716800004382,0.27607661356148777,0.03047938782800869,0.40043152074359334
2700,-54.76504347027113,0.9012723307735394,0.2760716411890007,0.030480914365368022,0.40043211903941317
2800,-54.762974766489236,0.9012740204150514,0.27609634038400743,0.03048377535866601,0.4004331788328715
2900,-54.76224490517256,0.9012771132180496,0.2761189438470874,0.030483854076713446,0.4004355513454565
3000,-54.76176154590033,0.9012781021399449,0.2761629943226986,0.0304864472179559,0.40043657275369493
3100,-54.76064872515451,0.9012798032270464,0.2761851228482025,0.03048870683057065,0.40043952267839056
3200,-54.75987067779072,0.9012800401149769,0.2761798135334906,0.030489964518284778,0.40044047736404803
3300,-54.75936646146269,0.9012814205489347,0.27623146696665823,0.030492630944822383,0.400443883708536
3400,-54.75831866215564,0.9012849170883821,0.2762306156739648,0.030494359728317152,0.4004455214682633
3500,-54.75772196901278,0.9012858601606685,0.2762789373468717,0.03049565420628538,0.40044744306147084
3600,-54.75670632055072,0.9012883555295491,0.2762783693625655,0.030497219377584872,0.40044838349329226
3700,-54.75525403901688,0.9012888543705602,0.2762933877318985,0.030499302269752525,0.4004486247517755
3800,-54.75451753660113,0.901290104934294,0.2763436991539172,0.030501446120501187,0.40045191100487776
3900,-54.75402608221169,0.9012919455286396,0.2763675480100425,0.030505359787033056,0.4004536406588706
4000,-54.75305007162192,0.901296107616525,0.2763700985249929,0.030506983587288115,0.4004559176986589
4100,-54.752280401862635,0.9012955683694197,0.27639819121274994,0.030507969453906072,0.4004567917643315
4200,-54.7508943576404,0.901297804511026,0.2764304293321133,0.030509839289192216,0.40045802113000345
4300,-54.750027295980296,0.9012980247436095,0.27644485689114845,0.030511220072865438,0.40046037790955147
4400,-54.75007422679737,0.9013005188486215,0.27647397060351336,0.030514363214802505,0.4004613594593753
4500,-54.74901142646421,0.9013018015184704,0.276488345506844,0.030517306705026108,0.4004631323882837
4600,-54.74771910100052,0.9013055907176254,0.27651880646264637,0.03051952518995316,0.4004652442154954
4700,-54.74755429683615,0.9013038052300174,0.2765154726667049,0.030521510415745114,0.4004668630849913
4800,-54.74628275232928,0.9013083056365092,0.2765446648980132,0.0305220477220528,0.40046767975989184
4900,-54.74545116986465,0.9013080110202013,0.2765622842997792,0.03052337772512025,0.4004702870989666
5000,-54.744022251219434,0.9013091959562114,0.27659526216714575,0.030526517127935065,0.40047087729149905
