miliseconds,IRS,aIRS,iIRS,PI3K,aPI3K,Akt,aAkt,mTORC1,amTORC1,S6K,aS6K,FOXO,iFOXO,RTK,aRTK,iRTK,RasGDP,RasGTP,Raf,aRaf,iRaf,MEK,aMEK,ERK,aERK,AktI,iAkt,MEKI,iMEK
0,99.67216100220904,-0.06379246463323344,-0.13299190525044677,99.63914459679964,-0.7342403458297383,99.86793845946957,-0.13510238983297054,300.0652690747598,0.08397543506928015,299.9801831877256,-0.02363786858855173,198.67461734452877,2.2901787812346477,202.00208461688828,1.550257649468152,0.0003273413046602303,99.29988433995014,-0.7621696314253086,99.78486708299972,-0.04835234022244099,0.04188084344013163,299.9270829997311,-0.0559796747307428,900.0237887877951,-0.05201328260611724,0.0,0.0,0.0,0.0
100,99.86659003564681,0.0983072616194664,-0.06930747208719022,99.99205264690863,-0.09030785424619947,100.11771564574305,-0.08408793494616533,300.07181484033737,0.0295024862782673,300.00813406555176,0.02571167303576678,197.3786636283026,-1.1930127921055715,162.69074172897558,36.29660580880708,-0.0025509200876543217,99.03946648471081,-0.7117710565753462,100.26273701718809,-0.12304031860071075,-0.06275469577521917,300.0760206899542,-0.08844952366543049,900.1028537052542,-0.06666271891037048,0.0,0.0,0.0,0.0
200,99.69335169241678,0.21622127427816884,0.21673373703730398,98.43219966036312,1.4699004936069562,99.99865549617424,-0.17479321187093777,300.0921500619046,0.05844415482412692,300.03014706926405,0.0009237890497909925,199.79495037328215,-0.9575306075137842,131.8662485109626,67.24139719199357,0.012030170855140068,99.47689660649027,1.470910203072082,100.26982650746096,0.1837387477117607,0.03580554092288601,300.0594850999774,-0.07505016288236907,900.026176092216,0.029447830911177038,0.0,0.0,0.0,0.0
300,99.61657060366625,0.2730424318556588,0.019631375869200905,98.85908334616946,2.3647229524754847,100.03352701945033,0.007915813541207123,300.07742773306285,-0.09143614918672327,300.00269159016483,0.01787160511479158,201.70727978517994,1.7322876021099214,107.73475825503259,89.70860413564809,-0.0011746010023438152,99.31915678481035,1.7464147517948079,99.90654901932035,-0.016061712693587173,0.014149707665831282,299.99551807515206,0.011387846482456476,900.0545720857133,0.08915975240865627,0.0,0.0,0.0,0.0
400,99.89596280398221,0.4534256409710402,0.030689132916513165,97.8094650942577,1.6460188814731478,100.1537898558701,0.23664734804484835,299.9747935034161,-0.03872618031623084,300.01796277511096,-0.022982878121843436,198.37093728111296,0.5488737840613311,89.86504906832357,110.39398023073056,0.005883256367376062,97.66560120912412,1.6136792760049965,100.08852218328227,0.20467707762878837,-0.06128218560146541,299.9038831387329,0.03530415744985023,900.0152521919771,-0.04215802006852176,0.0,0.0,0.0,0.0
500,99.23746891734669,0.5094299825089338,-0.2875126888296851,95.74585619631311,4.441713286755818,99.72975627080433,0.2717579776461745,299.93924013231776,-0.055279523204863706,299.9867497452759,-0.009325396549583264,198.27463247096085,-0.5482396859765468,73.32551322854948,125.67041954635548,0.011101028117354233,96.17399773663068,3.608649941052081,99.95826129031038,-0.09966021805663072,-0.0013811349553525453,300.0094304065994,-0.01238506352752198,899.9347372679896,-0.02835130151236035,0.0,0.0,0.0,0.0
600,99.232179695326,0.659800986556414,0.18605297845049382,94.97902319323295,5.282285828096539,99.87606608857953,-0.06884687439507033,299.9591410495189,-0.0840627563179284,300.0275009293333,-0.02266950160261754,198.13480265049384,-0.4466017433543705,60.47806425577078,141.27370872602341,0.01419156585596236,94.87413247479327,5.618086541031233,100.02751131498268,0.26585635276858555,0.043295962824330306,299.89247188366096,0.04067969338494032,899.9321548329233,0.021215974603648796,0.0,0.0,0.0,0.0
700,99.18232612683589,0.6276268063862229,0.04909935544849103,93.28964923870224,6.112653304983148,99.65451089570372,-0.03285371599496864,299.9359826900674,-0.0905011909501221,299.97669334864696,0.030559715745500534,199.90602460396272,-1.8649146661051783,49.508586210882,148.73185570086292,0.011886976486548679,93.4076599866698,7.046037022989637,99.66554637778016,0.23163989466243518,-0.07676195123169863,299.9378479653537,0.06792938403294009,899.9824316239085,-0.05824683504497871,0.0,0.0,0.0,0.0
800,99.0101444749412,0.7256227738691375,-0.009600620812642393,92.4097680956968,8.582474312180747,99.91780740616149,0.341091407327434,299.8948487315419,-0.012268148597580983,299.98467918767346,0.008040089048139217,198.71550482956894,1.191165365943265,42.62796663937256,160.67585522589394,-0.003670796642766491,93.23329495204548,8.038517563266602,100.00797886483434,0.23443854242989437,0.06693055651085707,300.0304148091832,0.07497086213710105,899.972506579072,0.0942557564707799,0.0,0.0,0.0,0.0
900,99.03825140358683,0.864784670220949,0.10465233393516438,91.10378964227459,9.22376720910345,99.7391304039912,0.2323657223770103,300.02991950062,-0.02626185357609209,300.0327303467539,-0.0014066510163637737,195.52577406768856,0.08958634513341779,34.43493454475048,167.03201225898087,-0.016933631448968086,90.13603594607386,8.794742736180286,99.85666036187575,0.4841784869287196,0.027785948093066934,300.0485899486028,0.03850380190384252,900.0153345674164,-0.10262286428604706,0.0,0.0,0.0,0.0
1000,99.28843451419198,0.9750010049897379,0.12020951694620369,88.8353806684713,10.455140222113728,99.70826680516863,0.4251841966634306,299.9777451020728,0.12725720363719703,300.0256126415368,0.009352577506626786,197.1671058359518,1.7958006814614023,26.825813669082876,172.11033631698814,0.0070915359995314935,90.01267059138677,11.308342216196015,99.537523848711,0.41037040633022076,-0.05350428412642916,299.88282693664206,0.13406594753443535,900.0418007672223,-0.07166139827810616,0.0,0.0,0.0,0.0
