milliseconds,Raf1,RKIP,Raf1_RKIP,Raf1_RKIP_ERKPP,ERK,RKIPP,MEKPP,MEKPP_ERK,ERKPP,RP,RKIPP_RP
0,2.015241455873732,2.499818376110105,0.004978648140131143,-0.01189126874144052,-0.000388376161477397,-9.372028010153247e-05,2.4996439644541395,0.0010384008151103285,2.5241417773094317,3.000661433954798,0.00015582463357364607
100,1.757480566679191,2.245289183029191,0.22447329788493686,0.037261029829392875,-8.336658460067238e-05,0.0001253260018028516,2.501821231240163,-0.00036684534147407886,2.485064295414205,3.000446625067673,-0.0006002891006439056
200,1.5693087434027975,2.071163031954773,0.3594588531470327,0.07687599327402311,0.0001914983993085584,0.0003231124702117224,2.5011753708960938,0.0013022143946701818,2.4282000972179247,2.999716361249732,-0.0005078052930136155
300,1.416644661702593,1.9278529814543566,0.4562602877435259,0.11959082528886769,0.0007570077632951485,0.00030535522186233606,2.500726094461177,0.0007930130918397027,2.374057891285306,3.0004959923830556,2.1497172042120053e-05
400,1.2641658430433895,1.8010013712699913,0.5228900130673529,0.18042478804306397,0.0005286044660797743,0.0006149231935710166,2.501652944015516,-0.0018394289609128787,2.318417854833807,3.0001200354165687,0.000935126806446898
500,1.171309575154633,1.6612757958566235,0.5527450980566128,0.25801698124275346,0.0016172386671294524,0.001300314164453681,2.5014253348720366,-0.000734515146166982,2.2348312041384495,3.0004017248020243,0.00028647273313709104
600,1.0747135073777518,1.5848678415166932,0.5730201278243992,0.3664494512762712,0.002098628675622303,0.0017838411751613435,2.498689521996106,0.0020375946657904434,2.1418772120558285,2.9997208128639548,0.0004661648967146195
700,1.002333313825398,1.4705165958928146,0.5849485126787054,0.4324017656000742,0.002315811377758963,0.002171233459632385,2.5003850496456224,0.0010752959858496647,2.0485828090748344,2.99944770465245,0.0019962439235384475
800,0.911423293158389,1.432496084787691,0.5869883849165594,0.48400693562003494,0.0033112458023596986,0.0029079616388256427,2.496301381469093,0.00012770740417477645,2.0116851608666444,2.9975931331758074,0.00212361123840787
900,0.8593743211236671,1.3378708769640688,0.5773460939357762,0.5569838275922265,0.00449635466987922,0.0037937101616679248,2.4958500403472,0.0005651575869695378,1.908112711079095,2.9974430858910246,0.0029104027026983247
1000,0.7991392711592081,1.293956057380963,0.5600816150404797,0.6113738732975845,0.005064143436745814,0.004680299348494784,2.4985147927522218,0.003857595967560162,1.8824271508038741,2.996957357602683,0.0036619455195743686
1100,0.7520368129063543,1.23664749587212,0.5536605687363251,0.6694888362930802,0.005936813871509034,0.0053442452630006534,2.497145540958302,0.005805063045879144,1.7898110869612698,2.9961336737485147,0.004468419694659865
1200,0.6932223231785923,1.2032756652461079,0.5348536916001103,0.7308173932230195,0.007590060622103384,0.005724158353884696,2.49513949332309,0.007944046665350887,1.7365396754174354,2.993799351133775,0.006171312115112045
1300,0.653323994423483,1.1668253988806947,0.5238026687472648,0.7980211697760634,0.00809182705562679,0.006537878660566991,2.493593584413532,0.006616253745092706,1.6695251912319973,2.9926688750455646,0.006097022603670752
1400,0.6170363299991164,1.1343196136911076,0.507981888448233,0.8778262696860971,0.009358051173327187,0.007494740245763027,2.490849891304141,0.009401258721984758,1.6203676352870056,2.991840346337483,0.008920025935409047
