milliseconds,Raf1,RKIP,Raf1_RKIP,Raf1_RKIP_ERKPP,ERK,RKIPP,MEKPP,MEKPP_ERK,ERKPP,RP,RKIPP_RP
0,1.9951890691115586,2.50650422885773,0.004311412360221303,0.0188807878599492,0.00034887171527179015,-0.00020298205119953118,2.500459304448314,-0.00016363484225736708,2.519129067440026,2.9993542645654494,-3.563920464459062e-05
100,1.7542207837303172,2.259540239054211,0.21247419502981219,0.02562990869983233,-0.00027498294596253444,-0.0002352566989131906,2.499300254048765,-0.0010327464153297324,2.487692860613616,3.000369657103996,0.00012249132979310923
200,1.566870184784052,2.0804282427909704,0.36537187991116743,0.04840095759676451,9.614864908355522e-05,-9.372943809685455e-05,2.4993072768201086,-0.0003867760833739446,2.438753249786988,2.9995374243521002,-0.0003364051131480133
300,1.4113574459144518,1.9368469926542122,0.4532369941705977,0.11373428046358851,0.0007642067502519276,0.00018632294326839476,2.5004648165803993,0.0017917289870844882,2.3889070305566342,2.9996705980819867,0.0002684231568225064
400,1.271019124692317,1.7911236040600282,0.5234396793648356,0.21352298404355702,0.0005015830966347791,0.0008481657151011633,2.501871035302304,-0.000475800837439736,2.3214466975402117,3.000059278147857,-0.00033278247058340536
500,1.1931985476738927,1.6544909007694502,0.5525135944394703,0.25674416038219594,0.0011440243483544928,0.0012366472989446542,2.5007859481685113,0.0016758613990745432,2.232595655291698,2.999793881707272,-0.00010946657015293443
600,1.0777356571677548,1.5876543308039495,0.5736418625647787,0.347887242359316,0.0022518713684090723,0.001669023594743017,2.4999832864317857,-0.0005885920603567709,2.171897379547053,2.998555943265402,0.0005458967990695262
700,1.002123257842332,1.4882072321626083,0.5845170444649959,0.434687052913194,0.0029084403231755293,0.002530583415052019,2.4982042492650125,0.0006206094816523373,2.050871065376017,2.9994142377591504,0.0006816404900396616
800,0.9260090215744768,1.4167586229831153,0.5844910414506356,0.5040713078233072,0.0038516955129787823,0.0029537294424569335,2.4974944312460576,0.0015075106331836389,1.9872231272109266,2.997746837208927,0.0014954358375408989
900,0.862303774647144,1.3410875654561045,0.5742260745939928,0.5852580303374975,0.004469433485036088,0.003930313255401943,2.4986083778476202,0.0021110612981450885,1.942746591964987,2.9967968224776964,0.003092745106119751
1000,0.7914796225402183,1.3070136198601772,0.5638206732524467,0.6149722459061103,0.005677313221202998,0.00459416266890638,2.497409715454772,0.0021049263229238526,1.8450060810752607,2.995681799742112,0.0038389281549058487
1100,0.7410649406977489,1.2608968354258654,0.5599691421033317,0.7046644938004262,0.006476231866326332,0.005095774424190384,2.495256290452057,0.002701766405372315,1.815982417318394,2.9950473799790918,0.004623915725806543
1200,0.722886281331354,1.2069246173175907,0.5415684281005987,0.7487938329420625,0.0067781803278265055,0.006109226262613567,2.495241922578654,0.007880447864292057,1.75809846290836,2.994424397476841,0.005200798489776993
1300,0.6620738090820939,1.1519385158705633,0.5259194972162439,0.8236130921464774,0.008078104836378275,0.006869685286748473,2.4925516813162494,0.007029281262676232,1.6844497709252395,2.992909360344781,0.00636106503791027
1400,0.6121040067876199,1.1207840363492243,0.5138862935077755,0.8493066449144279,0.008627548639380542,0.007673016229218423,2.491815988666921,0.010309919209605521,1.6353191264177553,2.9915746604521702,0.008571111027867052
1500,0.5919635384256043,1.0847128384930276,0.4990601073927958,0.8799231942474369,0.010299907690314244,0.008197406607556242,2.489427270781244,0.010493665790381424,1.5892458550656725,2.989800527038462,0.009184018315368058
1600,0.5529623793515634,1.0643766486045911,0.47744221291349576,0.9302174351080026,0.011205869774060193,0.008508558190983624,2.485605618931677,0.014422037345046337,1.5468206190432794,2.9894415889053025,0.01006830213511452
1700,0.5422701330441033,1.0181484184292173,0.4661319915580908,0.969903560637332,0.011562331283321552,0.009106689919208311,2.4848734581810095,0.016284866386174775,1.4860917460039205,2.987927505018107,0.011997233965473447
1800,0.5219296712988553,0.9737521792571844,0.45166663868361345,1.0457332283156455,0.012680424285524457,0.010097069257651702,2.482397988286334,0.01709436874160057,1.4656464737413195,2.9858821415108117,0.013910231813646078
1900,0.5002308134273297,0.972537007033519,0.4456949762507388,1.04588928637227,0.013074259686754129,0.010230910925567535,2.4791539898601616,0.02064850961367629,1.4262756512497117,2.984514334412509,0.015534451843678054
2000,0.4790482600730821,0.9343748251560134,0.42765278212968694,1.0739377429289079,0.013529934178297072,0.01095032773108069,2.4767750539768874,0.021069154611900728,1.3626796495823479,2.982930571519937,0.01657148000441922
2100,0.47610650068629035,0.9123275796128868,0.42017051897047947,1.1494996632065289,0.014219935679686461,0.01137358315754317,2.4755305265452714,0.02552716272227131,1.3162195437713193,2.9817263309465853,0.018810919583072204
2200,0.43962748530123363,0.892459626934408,0.4009564111195843,1.1508604345101445,0.015133138133800935,0.011917946528844765,2.4720588484990706,0.029328476489155972,1.3199214278890696,2.9804900906493024,0.01952478790451054
2300,0.4005087464866143,0.8814720708622618,0.38672694327362417,1.1718192474291456,0.01572794036757127,0.011908015510651185,2.4696529848985804,0.03165951843931871,1.2539623978159142,2.978451101611328,0.021964938548842527
2400,0.40799308180312294,0.8612211891845653,0.38437768827398094,1.2250717404678289,0.01636387536430403,0.012510532552768013,2.4658941186316627,0.03198265255465206,1.2491727981659868,2.9780119435938905,0.02203846643804471
